date,death,deathIncrease,inIcuCumulative,inIcuCurrently,hospitalizedIncrease,hospitalizedCurrently,hospitalizedCumulative,negative,negativeIncrease,onVentilatorCumulative,onVentilatorCurrently,positive,positiveIncrease,states,totalTestResults,totalTestResultsIncrease,recovered
4/28/20,54333,2078,3798,13562,2014,56034,117168,4736790,193334,252,4760,1016930,25234,56,6107371,223455,139080
4/29/20,57009,2676,4093,13550,2946,56009,120114,4949651,212861,365,4803,1043106,26176,56,6363156,255785,147234
4/30/20,59169,2160,4192,13246,2382,54905,122496,5159302,209651,373,4708,1073152,30046,56,6637454,274298,154587
5/1/20,60978,1809,4300,12861,2008,54897,124504,5364692,205390,376,4712,1105960,32808,56,6920279,282825,163554
5/2/20,62505,1527,4386,12904,1995,54008,126499,5573220,208528,375,4846,1135156,29196,56,7186998,266719,174886
5/3/20,63753,1248,4502,12724,1855,52623,128354,5783745,210525,425,4762,1160945,25789,56,7423928,236930,178754
5/4/20,64781,1028,4579,12701,1765,52375,130119,5984049,200304,430,4852,1183140,22195,56,7654314,230386,186670
5/5/20,67271,2490,4794,12620,1932,53164,132051,6235291,251242,439,4810,1205484,22344,56,7935811,281497,189316
5/6/20,69189,1918,4911,12480,2154,52609,134205,6471388,236097,449,4758,1230740,25256,56,8225137,289326,189134
5/7/20,71937,2748,5174,12135,4191,51445,138396,6751918,280530,529,7067,1257969,27229,56,8550599,325462,194375
5/8/20,73721,1784,6294,11786,3603,49770,141999,7025620,273702,531,6793,1285166,27197,56,8861733,311134,198423
5/9/20,75177,1456,6367,11504,1680,48581,143679,7307426,281806,543,6550,1310486,25320,56,9180405,318672,211899
5/10/20,76212,1035,6445,11382,1043,46735,144722,7553122,245696,547,6392,1331602,21116,56,9454347,273942,215479
5/11/20,77103,891,6488,11153,1374,46550,146096,7891087,337965,551,6349,1349742,18140,56,9825652,371305,232012
5/12/20,78612,1509,6585,11241,1486,47343,147582,8194089,303002,559,6350,1372184,22442,56,10167555,341903,238863
5/13/20,80342,1730,6713,10991,1786,46921,149368,8496601,302512,572,6164,1393684,21500,56,10508810,341255,243078
5/14/20,82195,1853,6795,10655,1464,45923,150832,8837971,341370,582,5940,1420457,26773,56,10896628,387818,246231
5/15/20,83733,1538,6890,10476,1314,44553,152146,9170873,332902,589,5744,1445947,25490,56,11302121,405493,250665
5/16/20,84970,1237,6945,10276,1796,43515,153942,9508127,337254,592,5532,1469690,23743,56,11685836,383715,268206
5/17/20,85843,873,7003,9945,1134,42019,155076,9861963,353836,593,5467,1490126,20436,56,12036148,350312,272009
5/18/20,86697,854,7064,9748,1132,41940,156208,10177651,315688,602,5260,1510723,20597,56,12384941,348793,282949
5/19/20,88014,1317,7217,9598,1548,42023,157756,10574768,397117,606,5032,1531410,20687,56,12804732,419791,289283
5/20/20,89411,1397,7319,9522,1756,41856,159512,10980554,405786,613,4907,1552703,21293,56,13259723,454991,294133
5/21/20,90791,1380,7412,9092,4547,41359,164059,11433770,453216,616,4871,1575717,23014,56,13772581,512858,298183
5/22/20,92081,1290,7689,9042,3949,40008,168008,11851423,417653,633,4714,1599832,24115,56,14223245,450664,349966
5/23/20,93121,1040,7770,8739,1385,38625,169393,12250657,399234,638,4621,1622393,22561,56,14673593,450348,361116
5/24/20,93809,688,7801,8491,1028,37742,170421,12623303,372646,639,4380,1641455,19062,56,15060773,387180,366510
5/25/20,94365,556,7847,8467,898,37703,171319,13016068,392765,642,4232,1660010,18555,56,15471008,410235,378892
5/26/20,95030,665,7899,8580,1170,37751,172489,13303990,287922,650,4221,1676700,16690,56,15786421,315413,384190
5/27/20,96365,1335,8015,8552,1561,38300,174050,13597576,293586,666,4223,1695872,19172,56,16209686,423265,391223
5/28/20,97600,1235,8109,8392,1594,38000,175644,14039363,441787,676,4079,1718671,22799,56,16697665,487979,477608
5/29/20,98774,1174,8235,8170,1571,36942,177215,14521081,481718,689,4028,1742289,23618,56,17231482,533817,484191
5/30/20,99697,923,8305,7960,1421,35759,178636,14927502,406421,698,4008,1765885,23596,56,17683042,451560,494152
5/31/20,100352,655,8445,7625,895,34925,179531,15300926,373424,704,3669,1787526,21641,56,18108021,424979,522441
6/1/20,101031,679,8485,7592,2862,34325,182393,15687866,386940,704,3950,1807627,20101,56,18524535,416514,535938
6/2/20,102002,971,8566,7410,1735,33956,184128,16105330,417464,710,3854,1827506,19879,56,18982537,458002,541613
6/3/20,102977,975,8688,7229,2145,33227,186273,16579252,473922,717,3754,1847688,20182,56,19476601,494064,556914
6/4/20,103860,883,8787,7044,2146,32802,188419,17030160,450908,723,3662,1868165,20477,56,19986407,509806,569233
6/5/20,104695,835,8863,6921,1518,32502,189937,17532660,502500,740,3520,1891215,23050,56,20597155,610748,575902
6/6/20,105409,714,8920,6762,989,31994,190926,18050680,518020,750,3476,1913961,22746,56,21160878,563723,585024
6/7/20,106023,614,8957,6501,655,31490,191581,18465761,415081,753,3298,1933017,19056,56,21592825,431947,590504
6/8/20,106698,675,9013,6398,1071,31105,192652,18833712,367951,762,3238,1949940,16923,56,21997224,404399,602715
6/9/20,107584,886,9141,6453,1279,31179,193931,19236227,402515,771,3088,1966856,16916,56,22449769,452545,609180
6/10/20,108477,893,9225,6256,1239,30961,195170,19669705,433478,780,3022,1987736,20880,56,22928584,478815,617676
6/11/20,109373,896,9295,6075,1526,29850,196696,20102282,432577,792,2885,2009727,21991,56,23411513,482929,628032
6/12/20,110139,766,9373,6009,1376,29306,198072,20568371,466089,814,2738,2032868,23141,56,24036770,625257,635502
6/13/20,110833,694,9430,5883,954,28578,199026,21057821,489450,830,2726,2058321,25453,56,24576086,539316,644761
6/14/20,111188,355,9466,5749,610,28020,199636,21507685,449864,834,2716,2079979,21658,56,25054050,477964,649974
6/15/20,111573,385,9516,5700,664,28034,200300,21917899,410214,835,2636,2098234,18255,56,25500159,446109,664469
6/16/20,112293,720,9590,5570,1184,28370,201484,22369690,451791,845,2591,2121072,22838,56,26002241,502082,671645
6/17/20,113073,780,9665,5608,1077,28647,202561,22866233,496543,857,2584,2145225,24153,56,26557660,555419,680406
6/18/20,113755,682,9736,5472,1108,28538,203669,23362302,496069,869,2518,2172267,27042,56,27113434,555774,690121
6/19/20,114407,652,9876,5337,1578,28693,205247,23950620,588318,884,2433,2203132,30865,56,27766210,652776,697525
6/20/20,115022,615,9908,5229,699,28084,205946,24495738,545118,888,2380,2235368,32236,56,28372490,606280,708341
6/21/20,115315,293,9944,5195,519,28325,206465,24947803,452065,904,2321,2264556,29188,56,28871654,499164,712904
6/22/20,115603,288,10002,5325,824,28963,207289,25396709,448906,909,2301,2291385,26829,56,29362501,490847,730966
6/23/20,116327,724,10077,5392,1271,30355,208560,25863702,466993,918,2292,2324832,33447,56,30019975,657474,738438
6/24/20,117031,704,10173,5292,1246,31270,209806,26387118,523416,934,2247,2363949,39117,56,30577346,557371,747031
6/25/20,117679,648,10257,5319,1296,31922,211102,27034410,647292,951,2214,2403656,39707,56,31283437,706091,756075
6/26/20,118297,618,10334,5290,1542,31850,212644,27639806,605396,966,2069,2447996,44340,56,32074412,790975,763402
6/27/20,118805,508,10415,5314,1058,32566,213702,28244441,604635,977,2159,2491054,43058,56,32774579,700167,771895
6/28/20,119078,273,10473,5252,547,32575,214249,28840850,596409,983,2077,2532799,41745,56,33393673,619094,777667
6/29/20,119414,336,10542,5389,731,33742,214980,29433662,592812,990,2021,2572197,39398,56,34065648,671975,797672
6/30/20,119993,579,10669,5426,1473,35337,216453,30057626,623964,1008,2044,2619207,47010,56,34778911,713263,813197
7/1/20,120691,698,10752,5492,1429,36526,217882,30690357,632731,1027,2099,2670253,51046,56,35512932,734021,822580
7/2/20,121390,699,10843,5636,1697,37646,219579,31333169,642812,1041,2104,2723764,53511,56,36287534,774602,874493
7/3/20,121993,603,10936,5597,1358,37927,220937,32034033,700864,1059,2049,2777963,54199,56,37071263,783729,883025
7/4/20,122289,296,10977,5633,872,38281,221809,32615436,581403,1063,1982,2832844,54881,56,37749219,677956,893652
7/5/20,122498,209,11010,5653,582,38872,222391,33192239,576803,1064,2080,2878178,45334,56,38390068,640849,901881
7/6/20,122735,237,11058,5678,762,39960,223153,33673072,480833,1070,2104,2919103,40925,56,39038110,648042,923394
7/7/20,123640,905,11177,5838,1976,41949,225129,34281991,608919,1084,2102,2970093,50990,56,39763717,725607,935819
7/8/20,124459,819,11303,5872,1890,43207,227019,34915603,633612,1103,2167,3032906,62813,56,40543883,780166,952731
7/9/20,125322,863,11370,5843,1661,44051,228680,35606240,690637,1138,2129,3091968,59062,56,41388121,844238,968341
7/10/20,126161,839,11523,5899,2196,51724,230876,36368038,761798,1118,2192,3159079,67111,56,42287560,899439,982489
7/11/20,126916,755,11612,5939,1700,51982,232576,37046653,678615,1128,2169,3221648,62569,56,43106333,818773,994923
7/12/20,127388,472,11679,5930,894,52860,233470,37735234,688581,1136,2182,3283253,61605,56,43922519,816186,1005644
7/13/20,127717,329,11749,6063,1120,54118,234590,38351578,616344,1142,2254,3340413,57160,56,44674570,752051,1031134
7/14/20,128458,741,11857,6238,2246,55678,236836,39087155,735577,1154,2263,3399022,58609,56,45520194,845624,1048365
7/15/20,129321,863,12002,6328,2388,56340,239224,39836493,749338,1166,2322,3468395,69373,56,46428195,908001,1075159
7/16/20,130262,941,12091,6349,2210,57602,241434,40620688,784195,1175,2314,3538884,70489,56,47371805,943610,1089852
7/17/20,131201,939,12243,6451,2485,57871,243919,41389944,769256,1200,2352,3615408,76524,56,48304083,932278,1106096
7/18/20,132077,876,12342,6397,1992,57822,245911,42068793,678849,1211,2343,3680158,64750,56,49157181,853098,1121955
7/19/20,132604,527,12393,6384,1374,58052,247285,42734056,665263,1216,2362,3744388,64230,56,49953756,796575,1130378
7/20/20,132980,376,12475,6551,1563,58518,248848,43357368,623312,1223,2403,3801051,56663,56,50689673,735917,1159207
7/21/20,134021,1041,12629,6717,2551,59476,251399,44046303,688935,1242,2414,3863971,62920,56,51517283,827610,1182115
7/22/20,135170,1149,12790,10460,2238,59758,253637,44779410,733107,1258,2444,3933393,69422,56,52419369,902086,1210067
7/23/20,136240,1070,12933,10423,2373,59860,256010,45551533,772123,1280,2467,4004829,71436,56,53351390,932021,1232275
7/24/20,137415,1175,13182,10389,3063,59800,259073,46283301,731768,1297,2709,4079890,75061,56,54357768,1006378,1260709
7/25/20,138429,1014,13279,10380,1820,59382,260893,46987645,704344,1300,2729,4144735,64845,56,55225676,867908,1278557
7/26/20,139441,1012,13343,10353,1380,58731,262273,47725937,738292,1336,2723,4205503,60768,56,56080866,855190,1296974
7/27/20,140507,1066,13412,10328,1631,58987,263904,48385240,659303,1356,2723,4259982,54479,56,56864761,783895,1324782
7/28/20,141618,1111,13559,10463,4068,57185,267972,49108508,723268,1372,2748,4318439,58457,56,57702017,837256,1354486
7/29/20,143121,1503,13744,10535,2860,57422,270832,49863685,755177,1400,2771,4382582,64143,56,58609890,907873,1389701
7/30/20,144369,1248,13875,10519,3291,56571,274123,50587396,723711,1415,2762,4451543,68961,56,59497803,887913,1413003
7/31/20,145697,1328,14044,10473,2532,55721,276655,51236394,648998,1437,2701,4519370,67827,56,60486154,988351,1437145
8/1/20,146898,1201,14227,10450,2386,54554,279041,51881764,645370,1445,2698,4580049,60679,56,61287807,801653,1460930
8/2/20,147394,496,14288,10415,831,54106,279872,52540900,659136,1448,2645,4633350,53301,56,62069505,781698,1467653
8/3/20,147910,516,14370,10233,1558,53517,281430,53162669,621769,1463,2664,4676088,42738,56,62803118,733613,1512351
8/4/20,149151,1241,14537,10207,4423,53436,285853,53834119,671450,1493,2701,4727286,51198,56,63591815,788697,1528017
8/5/20,150506,1355,14687,9988,2118,53435,287971,54500205,666086,1524,2721,4779984,52698,56,64408899,817084,1576705
8/6/20,151747,1241,14810,9996,2615,53219,290586,55194494,694289,1534,2714,4834032,54048,56,65257845,848946,1597486
8/7/20,153070,1323,14925,9698,2558,51327,293144,55898062,703568,1549,2628,4894855,60823,56,66143550,885705,1622743
8/8/20,154156,1086,15024,9662,1494,50071,294638,56545324,647262,1561,2566,4948384,53529,56,66921589,778039,1641953
8/9/20,154777,621,15081,9307,862,48997,295500,57211083,665759,1578,2507,4999150,50766,56,67708350,786761,1655695
8/10/20,155207,430,15158,9209,1554,48751,297054,57872891,661808,1592,2529,5051230,52080,56,68471835,763485,1669448
8/11/20,156527,1320,15331,9135,2624,48600,299678,58596026,723135,1612,2422,5106165,54935,56,69300058,828223,1713812
8/12/20,158044,1517,15524,9564,2971,48067,302649,59343004,746978,1629,2602,5162351,56186,56,69885872,585814,1753938
8/13/20,159207,1163,15629,9480,2675,47303,305324,60107230,764226,1649,2574,5214114,51763,56,70817560,931688,1773505
8/14/20,160433,1226,15764,9277,2141,45868,307465,60896430,789200,1665,2555,5271215,57101,56,71788042,970482,1795048
8/15/20,161660,1227,15891,9087,1891,44922,309356,61582545,686115,1663,2526,5327261,56046,56,72658477,870435,1817332
8/16/20,162277,617,15924,8958,685,44155,310041,62237129,654584,1665,2481,5369764,42503,56,73424191,765714,1831798
8/17/20,162688,411,15985,8881,1224,43614,311265,62841424,604295,1678,2444,5407515,37751,56,74143699,719508,1864156
8/18/20,163867,1179,16123,8859,2261,43840,313526,63478075,636651,1695,2467,5447585,40070,56,74899701,756002,1887820
8/19/20,165278,1411,16377,8747,1983,43406,315509,64155883,677808,1705,2375,5492658,45073,56,75730693,830992,1923539
8/20/20,166407,1129,16487,8486,1983,42109,317492,64801314,645431,1716,2330,5536502,43844,56,76578166,847473,1945370
