,X1,X2,X4,X5,X6,X8,X9,X10,X11,X12,X13,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X44,X45,X46,X47,X48,X49,X50,X51,X53,X54,X55,X56
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019764235,0,0,0,0,0,0,0,0,0,0,0.024147264,0,0,0,0,0
2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.096225045,0,0,0.096225045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04472136,0,0,0,0,0,0,0.0625,0,0,0,0.0625
3,0,0,1,0.021334623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068041382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053994925,0,0,0,0,0
4,0,0,0,1,0.277350098,0,0.024806947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098058068,0,0.012257258,0,0,0,0,0.024806947,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,1,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068041382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055901699,0,0,0,0,0,0,0,0,0,0,0,0.019764235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.136082763,0,0.038180177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.063245553,0.038180177,0,0,0,0.088388348,0
9,0,0.125,0,0.021334623,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053994925,0,1,0,0.089442719,0,0,0.031622777,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053994925,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022097087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.089442719,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.053994925,0,0.068041382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125
