10/25/2022 00:00:00,401833,4,101,N,ML,.445,50,80,98,.0137,69.7,10,16,.009,72.3,0,10,5,.0029,74,1,10,26,.0172,72,1,10,31,.0202,69.2,1,10,20,.019,64.5,1,,,,,0,,,,,0,,,,,0
10/25/2022 00:00:00,401834,4,101,N,ML,.225,40,75,79,.0121,66.7,10,16,.012,71.7,0,10,7,.0039,71,1,10,23,.015,67.4,1,10,33,.0174,62.8,1,,,,,0,,,,,0,,,,,0,,,,,0
10/25/2022 00:00:00,404531,4,101,N,ML,.215,50,80,92,.0157,69.5,10,10,.0062,76.5,1,10,23,.0147,74,1,10,27,.0235,72,1,10,27,.031,61.6,0,10,5,.0032,64.5,1,,,,,0,,,,,0,,,,,0
10/25/2022 00:00:00,404532,4,101,N,ML,.37,48,100,119,.1744,61.2,9,11,.0087,76.5,1,10,24,.0167,74,1,9,58,.8238,49.9,1,10,21,.0189,69.2,1,10,5,.0039,64.5,1,,,,,0,,,,,0,,,,,0
10/25/2022 00:00:00,410094,4,101,N,FR,,10,100,6,.0061,,10,6,.0061,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
10/25/2022 00:00:00,410095,4,101,N,OR,,20,100,375,.8906,,10,205,.969,,1,10,170,.8123,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
10/25/2022 00:05:00,401833,4,101,N,ML,.445,50,80,60,.009,70,10,8,.0073,72.4,0,10,3,.0017,74.1,1,10,19,.0126,72,1,10,20,.0163,68.9,1,10,10,.007,65,1,,,,,0,,,,,0,,,,,0
10/25/2022 00:05:00,401834,4,101,N,ML,.225,40,75,51,.0086,66.6,10,9,.0083,71.9,0,10,3,.0016,71,1,10,20,.0133,67.3,1,10,19,.0111,62.7,1,,,,,0,,,,,0,,,,,0,,,,,0
10/25/2022 00:05:00,404531,4,101,N,ML,.215,50,80,70,.013,68.9,10,4,.0022,76.5,1,10,17,.0117,74,1,10,21,.0192,72.3,1,10,23,.0274,61.6,0,10,5,.0043,64.4,1,,,,,0,,,,,0,,,,,0
10/25/2022 00:05:00,404532,4,101,N,ML,.37,50,100,145,.1253,79.2,10,5,.0036,76.5,1,10,16,.0115,73.9,1,10,105,.5956,82,1,10,15,.0119,70.1,1,10,4,.0037,64.4,1,,,,,0,,,,,0,,,,,0
10/25/2022 00:05:00,410094,4,101,N,FR,,10,100,1,.003,,10,1,.003,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
10/25/2022 00:05:00,410095,4,101,N,OR,,20,100,456,.8997,,10,220,.9699,,1,10,236,.8294,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
