State,Date,Confirmed,Deaths,Recovered,Active,Total_Test_Results,People_Hospitalized
Montana,2020-04-19,433,10,243.0,180.0,10898.0,55.0
South Carolina,2020-04-19,4377,120,2633.0,1624.0,40480.0,776.0
Missouri,2020-04-19,5808,199,0.0,0.0,53909.0,875.0
New Jersey,2020-04-19,85301,4362,0.0,0.0,170688.0,7494.0
Minnesota,2020-04-19,2356,134,1160.0,1062.0,45716.0,574.0
Mississippi,2020-04-19,4274,159,0.0,0.0,39065.0,808.0
Alaska,2020-04-19,319,9,153.0,157.0,9895.0,37.0
Arizona,2020-04-19,4933,184,994.0,3755.0,65652.0,631.0
Arkansas,2020-04-19,1781,39,721.0,1021.0,24209.0,291.0
California,2020-04-19,31289,1160,0.0,0.0,280900.0,4731.0
Colorado,2020-04-19,9730,420,0.0,0.0,44606.0,1797.0
Connecticut,2020-04-19,17962,1127,0.0,0.0,58213.0,1938.0
Delaware,2020-04-19,2538,91,466.0,1981.0,14794.0,249.0
District of Columbia,2020-04-19,2793,96,622.0,2075.0,13699.0,313.0
Florida,2020-04-19,26314,774,0.0,0.0,419506.0,3930.0
Georgia,2020-04-19,18301,687,0.0,0.0,79933.0,3464.0
Guam,2020-04-19,136,5,112.0,19.0,1079.0,6.0
Hawaii,2020-04-19,580,10,410.0,160.0,23470.0,51.0
Alabama,2020-04-19,4978,157,0.0,0.0,86711.0,641.0
Idaho,2020-04-19,1668,44,520.0,1104.0,16869.0,151.0
Illinois,2020-04-19,30357,1290,0.0,0.0,143318.0,4314.0
Indiana,2020-04-19,11211,702,0.0,0.0,61142.0,0.0
Iowa,2020-04-19,2902,75,1171.0,1656.0,24550.0,198.0
Kansas,2020-04-19,1905,93,0.0,0.0,18130.0,390.0
Kentucky,2020-04-19,2960,146,1174.0,1640.0,32225.0,1059.0
Louisiana,2020-04-19,23928,1296,0.0,0.0,141504.0,1748.0
Maine,2020-04-19,867,34,393.0,440.0,14943.0,136.0
Maryland,2020-04-19,12847,461,914.0,11472.0,67891.0,2886.0
Massachusetts,2020-04-19,38077,1706,0.0,0.0,162241.0,3729.0
Michigan,2020-04-19,31424,2391,3237.0,25796.0,109661.0,3403.0
Oklahoma,2020-04-20,2680,143,1614.0,923.0,35646.0,541.0
Ohio,2020-04-20,12919,661,0.0,0.0,90436.0,2653.0
North Dakota,2020-04-20,627,9,189.0,429.0,14747.0,53.0
North Carolina,2020-04-20,6895,218,0.0,0.0,79484.0,373.0
New York,2020-04-20,253060,18598,23887.0,210575.0,633861.0,57103.0
Nevada,2020-04-20,3830,159,0.0,0.0,32347.0,0.0
New Jersey,2020-04-20,88722,4496,0.0,0.0,178057.0,6986.0
New Hampshire,2020-04-20,1447,42,521.0,884.0,14118.0,198.0
Oregon,2020-04-20,1957,75,0.0,0.0,40045.0,465.0
Nebraska,2020-04-20,1648,33,0.0,0.0,15680.0,0.0
New Mexico,2020-04-20,1971,58,487.0,1426.0,37042.0,274.0
Pennsylvania,2020-04-20,33833,1397,0.0,0.0,170878.0,2701.0
Tennessee,2020-04-20,7238,152,3575.0,3511.0,100689.0,730.0
Rhode Island,2020-04-20,5090,196,267.0,4627.0,37080.0,331.0
South Carolina,2020-04-20,4446,123,2063.0,2260.0,40480.0,776.0
South Dakota,2020-04-20,1685,7,709.0,969.0,12326.0,87.0
Wisconsin,2020-04-20,4499,230,0.0,0.0,51102.0,1211.0
Texas,2020-04-20,14577,542,5706.0,13599.0,190394.0,1411.0
Utah,2020-04-20,3213,28,776.0,2409.0,68311.0,268.0
Vermont,2020-04-20,816,38,15.0,763.0,12981.0,49.0
Virginia,2020-04-20,8990,300,1324.0,7366.0,56735.0,1500.0
Washington,2020-04-20,12114,709,0.0,0.0,138642.0,403.0
West Virginia,2020-04-20,902,24,290.0,588.0,22155.0,77.0
Montana,2020-04-20,433,10,243.0,180.0,11051.0,57.0
Wyoming,2020-04-20,317,2,233.0,82.0,7386.0,51.0
Puerto Rico,2020-04-20,1252,63,0.0,0.0,17011.0,0.0
Missouri,2020-04-20,5953,210,0.0,0.0,56013.0,873.0
Kentucky,2020-04-20,3050,154,1174.0,1722.0,32572.0,1059.0
Minnesota,2020-04-20,2470,143,1202.0,1125.0,46850.0,602.0
Alabama,2020-04-20,5163,163,0.0,0.0,89107.0,641.0
Alaska,2020-04-20,321,9,161.0,151.0,10124.0,46.0
Arizona,2020-04-20,5068,191,1155.0,3722.0,66619.0,637.0
Arkansas,2020-04-20,1973,41,749.0,1183.0,26553.0,291.0
California,2020-04-20,33544,1200,0.0,0.0,290500.0,4674.0
Mississippi,2020-04-20,4512,169,0.0,0.0,51434.0,819.0
Connecticut,2020-04-20,19815,1331,0.0,0.0,62806.0,1919.0
Delaware,2020-04-20,2745,101,495.0,2149.0,16470.0,256.0
District of Columbia,2020-04-20,2927,105,630.0,2192.0,14113.0,402.0
Florida,2020-04-20,27059,822,0.0,0.0,437049.0,4010.0
Georgia,2020-04-20,19407,775,0.0,0.0,84328.0,3550.0
Colorado,2020-04-20,9730,420,0.0,0.0,46195.0,1813.0
Hawaii,2020-04-20,584,10,414.0,160.0,24175.0,52.0
Guam,2020-04-20,136,5,112.0,19.0,1124.0,3.0
Michigan,2020-04-20,32000,2468,3237.0,26295.0,113798.0,3374.0
Massachusetts,2020-04-20,38077,1706,0.0,0.0,162241.0,3729.0
Maine,2020-04-20,875,35,414.0,426.0,14951.0,138.0
Louisiana,2020-04-20,24523,1328,0.0,0.0,142099.0,1794.0
Maryland,2020-04-20,13684,582,917.0,12185.0,71397.0,3014.0
Iowa,2020-04-20,3159,79,1235.0,1845.0,25820.0,214.0
Indiana,2020-04-20,11688,740,0.0,0.0,64639.0,0.0
Illinois,2020-04-20,31513,1349,0.0,0.0,148358.0,4599.0
Idaho,2020-04-20,1672,45,585.0,1042.0,17445.0,151.0
Kansas,2020-04-20,2048,102,0.0,0.0,18761.0,405.0
North Dakota,2020-04-21,644,13,214.0,417.0,14987.0,54.0
Oregon,2020-04-21,2004,78,0.0,0.0,41128.0,471.0
Oklahoma,2020-04-21,2807,164,1702.0,941.0,44344.0,561.0
Ohio,2020-04-21,13725,699,0.0,0.0,94239.0,2779.0
North Carolina,2020-04-21,7134,245,0.0,0.0,83331.0,427.0
Pennsylvania,2020-04-21,35077,1651,0.0,0.0,174946.0,2743.0
New Mexico,2020-04-21,1971,58,501.0,1412.0,38755.0,291.0
New Jersey,2020-04-21,92387,4753,0.0,0.0,184826.0,7594.0
New Hampshire,2020-04-21,1490,42,521.0,927.0,14339.0,206.0
Nevada,2020-04-21,3937,163,0.0,0.0,33055.0,0.0
Nebraska,2020-04-21,1685,33,0.0,0.0,16372.0,0.0
New York,2020-04-21,258361,19037,23887.0,215437.0,649325.0,57103.0
Puerto Rico,2020-04-21,1298,64,0.0,0.0,18164.0,0.0
South Carolina,2020-04-21,4439,124,2063.0,2252.0,41277.0,776.0
South Dakota,2020-04-21,1755,8,824.0,923.0,12815.0,100.0
Tennessee,2020-04-21,7394,157,3828.0,3409.0,108182.0,760.0
Texas,2020-04-21,15270,574,6486.0,13725.0,205399.0,1419.0
Utah,2020-04-21,3297,32,888.0,2377.0,72358.0,277.0
Vermont,2020-04-21,818,40,1710.0,0.0,13111.0,41.0
Virginia,2020-04-21,9630,324,1418.0,7888.0,58354.0,1581.0
Washington,2020-04-21,12392,725,0.0,0.0,141011.0,503.0
West Virginia,2020-04-21,908,26,330.0,552.0,22763.0,85.0
Wisconsin,2020-04-21,4625,244,0.0,0.0,52461.0,1252.0
Wyoming,2020-04-21,443,2,237.0,204.0,7621.0,52.0
Recovered,2020-04-21,0,0,75204.0,0.0,0.0,0.0
Montana,2020-04-21,437,12,273.0,152.0,11241.0,59.0
Rhode Island,2020-04-21,5500,214,315.0,4971.0,39333.0,576.0
Missouri,2020-04-21,6162,226,0.0,0.0,57120.0,1001.0
Illinois,2020-04-21,33059,1468,0.0,0.0,154997.0,4776.0
Minnesota,2020-04-21,2567,160,1254.0,1153.0,47697.0,629.0
Alaska,2020-04-21,329,9,168.0,152.0,11119.0,42.0
American Samoa,2020-04-21,0,0,0.0,0.0,3.0,0.0
Arizona,2020-04-21,5256,208,1155.0,3893.0,69364.0,637.0
Arkansas,2020-04-21,1990,42,809.0,1139.0,27441.0,291.0
California,2020-04-21,35735,1289,0.0,0.0,300100.0,4886.0
Colorado,2020-04-21,10473,483,0.0,0.0,47466.0,1880.0
Connecticut,2020-04-21,20360,1423,0.0,0.0,64192.0,1949.0
Delaware,2020-04-21,2931,106,565.0,2260.0,16656.0,263.0
District of Columbia,2020-04-21,3098,112,636.0,2350.0,14939.0,402.0
Florida,2020-04-21,27869,867,0.0,0.0,457319.0,4235.0
Georgia,2020-04-21,19881,798,0.0,0.0,88140.0,3779.0
Guam,2020-04-21,136,5,114.0,17.0,1166.0,3.0
Alabama,2020-04-21,5404,183,0.0,0.0,91829.0,699.0
Idaho,2020-04-21,1736,48,660.0,1028.0,17660.0,157.0
Hawaii,2020-04-21,586,10,423.0,153.0,24696.0,55.0
Massachusetts,2020-04-21,41199,1961,0.0,0.0,175372.0,3872.0
Maryland,2020-04-21,14193,652,930.0,12611.0,73635.0,3158.0
Maine,2020-04-21,888,36,443.0,409.0,14964.0,139.0
Louisiana,2020-04-21,24854,1405,0.0,0.0,142430.0,1798.0
Michigan,2020-04-21,32667,2575,3237.0,26855.0,117226.0,3357.0
Kansas,2020-04-21,2164,109,0.0,0.0,19101.0,419.0
Iowa,2020-04-21,3641,83,1293.0,2265.0,27615.0,214.0
Indiana,2020-04-21,12097,790,0.0,0.0,67264.0,0.0
Mississippi,2020-04-21,4716,183,0.0,0.0,52364.0,858.0
Kentucky,2020-04-21,3204,171,1174.0,1859.0,32820.0,1059.0
Oklahoma,2020-04-22,2894,170,1772.0,952.0,45913.0,588.0
Ohio,2020-04-22,14117,742,0.0,0.0,97998.0,2882.0
Nebraska,2020-04-22,1813,38,0.0,0.0,16679.0,0.0
North Dakota,2020-04-22,679,14,229.0,436.0,15589.0,62.0
North Carolina,2020-04-22,7495,265,0.0,0.0,90336.0,434.0
New Mexico,2020-04-22,2210,71,529.0,1610.0,40877.0,306.0
New Jersey,2020-04-22,95914,5150,0.0,0.0,191659.0,7210.0
New Hampshire,2020-04-22,1588,48,546.0,994.0,15041.0,206.0
Nevada,2020-04-22,4081,172,0.0,0.0,33888.0,0.0
Oregon,2020-04-22,2059,78,0.0,0.0,41185.0,488.0
New York,2020-04-22,263292,19361,23887.0,220044.0,669982.0,57103.0
Pennsylvania,2020-04-22,36420,1715,0.0,0.0,180769.0,2764.0
Texas,2020-04-22,16029,596,7341.0,13640.0,216783.0,1678.0
Rhode Island,2020-04-22,5841,232,315.0,5294.0,41722.0,576.0
South Carolina,2020-04-22,4761,140,3317.0,1304.0,43111.0,837.0
South Dakota,2020-04-22,1858,9,937.0,912.0,13446.0,111.0
Tennessee,2020-04-22,7394,157,4012.0,3225.0,114980.0,775.0
Utah,2020-04-22,3445,32,970.0,2443.0,76460.0,288.0
Vermont,2020-04-22,823,40,1710.0,0.0,13462.0,37.0
Virginia,2020-04-22,10266,349,1497.0,8420.0,58354.0,1581.0
Washington,2020-04-22,12596,734,0.0,0.0,145031.0,543.0
West Virginia,2020-04-22,939,27,330.0,582.0,25836.0,103.0
Wisconsin,2020-04-22,4845,248,0.0,0.0,54347.0,1302.0
Montana,2020-04-22,439,14,296.0,129.0,11583.0,59.0
Wyoming,2020-04-22,447,6,254.0,187.0,7623.0,52.0
Puerto Rico,2020-04-22,1252,63,0.0,0.0,19300.0,0.0
Missouri,2020-04-22,6376,241,0.0,0.0,58156.0,1001.0
Recovered,2020-04-22,0,0,77366.0,0.0,0.0,0.0
Minnesota,2020-04-22,2722,179,1317.0,1226.0,49344.0,660.0
Alabama,2020-04-22,5692,196,0.0,0.0,96251.0,730.0
Alaska,2020-04-22,335,9,196.0,130.0,12159.0,39.0
American Samoa,2020-04-22,0,0,0.0,0.0,3.0,0.0
Arizona,2020-04-22,5473,231,1265.0,3977.0,71814.0,664.0
Arkansas,2020-04-22,2276,42,863.0,1371.0,29713.0,291.0
California,2020-04-22,37731,1413,0.0,0.0,465327.0,4984.0
Colorado,2020-04-22,10891,506,0.0,0.0,48704.0,2003.0
Connecticut,2020-04-22,22469,1544,0.0,0.0,69918.0,1972.0
Delaware,2020-04-22,3200,119,599.0,2482.0,16553.0,269.0
District of Columbia,2020-04-22,3206,127,645.0,2434.0,15502.0,402.0
Florida,2020-04-22,28309,893,0.0,0.0,477917.0,4469.0
Georgia,2020-04-22,21214,848,0.0,0.0,94072.0,3959.0
Mississippi,2020-04-22,4894,193,0.0,0.0,53835.0,910.0
Hawaii,2020-04-22,592,12,437.0,143.0,25342.0,56.0
Guam,2020-04-22,136,5,119.0,12.0,1220.0,3.0
Michigan,2020-04-22,33966,2813,3237.0,27916.0,118225.0,3305.0
Massachusetts,2020-04-22,42944,2182,0.0,0.0,180462.0,3977.0
Maryland,2020-04-22,14775,698,981.0,13096.0,76529.0,3325.0
Louisiana,2020-04-22,25258,1473,0.0,0.0,142834.0,1747.0
Maine,2020-04-22,907,39,455.0,413.0,17691.0,144.0
Kansas,2020-04-22,2331,112,0.0,0.0,20203.0,432.0
Iowa,2020-04-22,3748,90,1428.0,2230.0,28244.0,272.0
Indiana,2020-04-22,12438,841,0.0,0.0,69470.0,0.0
Illinois,2020-04-22,35107,1565,0.0,0.0,164346.0,4665.0
Idaho,2020-04-22,1766,51,710.0,1005.0,17730.0,158.0
Kentucky,2020-04-22,3378,185,1266.0,1927.0,33328.0,1076.0
North Carolina,2020-04-24,7820,281,0.0,0.0,96185.0,486.0
Oklahoma,2020-04-24,3017,179,1884.0,954.0,46036.0,622.0
Ohio,2020-04-24,14694,782,0.0,0.0,102325.0,2960.0
North Dakota,2020-04-24,709,15,269.0,425.0,16330.0,65.0
New York,2020-04-24,263460,20899,23887.0,218674.0,695920.0,57103.0
Montana,2020-04-24,442,14,306.0,122.0,11875.0,59.0
New Jersey,2020-04-24,100025,5426,0.0,0.0,200148.0,7240.0
New Hampshire,2020-04-24,1670,51,550.0,1069.0,16012.0,213.0
Nevada,2020-04-24,4208,195,0.0,0.0,34749.0,0.0
Nebraska,2020-04-24,2202,47,0.0,0.0,17360.0,0.0
Oregon,2020-04-24,2127,83,0.0,0.0,43976.0,512.0
New Mexico,2020-04-24,2379,78,547.0,1754.0,41232.0,331.0
Pennsylvania,2020-04-24,38274,1771,0.0,0.0,189024.0,2750.0
Texas,2020-04-24,16904,645,8025.0,14127.0,225078.0,1649.0
Rhode Island,2020-04-24,6256,247,342.0,5667.0,44419.0,576.0
South Carolina,2020-04-24,4917,150,3317.0,1450.0,44463.0,837.0
South Dakota,2020-04-24,1956,9,1064.0,883.0,14065.0,119.0
Tennessee,2020-04-24,8266,171,4193.0,3902.0,123100.0,793.0
Utah,2020-04-24,3612,35,1050.0,2527.0,80627.0,301.0
Vermont,2020-04-24,825,43,1710.0,0.0,13852.0,44.0
Virginia,2020-04-24,10998,373,1567.0,9058.0,64518.0,1753.0
Washington,2020-04-24,12753,747,0.0,0.0,147953.0,544.0
West Virginia,2020-04-24,981,31,380.0,570.0,27905.0,108.0
Wisconsin,2020-04-24,5052,258,0.0,0.0,56508.0,1318.0
Missouri,2020-04-24,6593,253,0.0,0.0,59450.0,884.0
Recovered,2020-04-24,0,0,80203.0,0.0,0.0,0.0
Puerto Rico,2020-04-24,1416,69,0.0,0.0,20529.0,0.0
Wyoming,2020-04-24,453,7,275.0,171.0,7567.0,52.0
Mississippi,2020-04-24,5153,201,0.0,0.0,55389.0,946.0
Michigan,2020-04-24,35296,2977,3237.0,29082.0,128321.0,3611.0
Minnesota,2020-04-24,2942,200,1536.0,1206.0,51548.0,712.0
Alabama,2020-04-24,5899,202,0.0,0.0,100560.0,768.0
Alaska,2020-04-24,337,9,209.0,119.0,12161.0,42.0
American Samoa,2020-04-24,0,0,0.0,0.0,3.0,0.0
Arizona,2020-04-24,5772,249,1282.0,4241.0,74324.0,699.0
Arkansas,2020-04-24,2599,45,902.0,1652.0,31590.0,291.0
California,2020-04-24,39579,1503,0.0,0.0,482097.0,4929.0
Connecticut,2020-04-24,23100,1639,0.0,0.0,71497.0,1947.0
Delaware,2020-04-24,3308,133,643.0,2532.0,16912.0,290.0
District of Columbia,2020-04-24,3361,139,648.0,2574.0,15930.0,402.0
Florida,2020-04-24,29648,987,0.0,0.0,498886.0,4693.0
Georgia,2020-04-24,21883,881,0.0,0.0,101062.0,4069.0
Colorado,2020-04-24,11278,552,0.0,0.0,50645.0,2123.0
Hawaii,2020-04-24,596,12,444.0,140.0,26128.0,63.0
Massachusetts,2020-04-24,46023,2360,0.0,0.0,195076.0,4493.0
Guam,2020-04-24,139,5,126.0,8.0,1315.0,2.0
Maryland,2020-04-24,15737,748,1040.0,13949.0,80100.0,3477.0
Maine,2020-04-24,937,44,485.0,408.0,17721.0,150.0
Kentucky,2020-04-24,3479,191,1311.0,1977.0,36075.0,1105.0
Louisiana,2020-04-24,25739,1599,0.0,0.0,143315.0,1727.0
Iowa,2020-04-24,3924,96,1492.0,2336.0,29262.0,282.0
Indiana,2020-04-24,13039,879,0.0,0.0,72040.0,0.0
Illinois,2020-04-24,36937,1688,0.0,0.0,173316.0,4877.0
Idaho,2020-04-24,1836,54,767.0,1015.0,18092.0,162.0
Kansas,2020-04-24,2721,113,0.0,0.0,21318.0,442.0
North Carolina,2020-04-25,8290,294,0.0,0.0,100584.0,477.0
Oklahoma,2020-04-25,3121,188,1961.0,972.0,53012.0,637.0
Ohio,2020-04-25,15169,830,0.0,0.0,107109.0,3053.0
North Dakota,2020-04-25,748,15,285.0,448.0,17449.0,67.0
New York,2020-04-25,271590,21327,23887.0,226376.0,730656.0,57103.0
Nebraska,2020-04-25,2424,50,0.0,0.0,19973.0,0.0
New Jersey,2020-04-25,102196,5683,0.0,0.0,205962.0,6847.0
New Hampshire,2020-04-25,1720,53,578.0,1089.0,17727.0,224.0
Nevada,2020-04-25,4398,197,0.0,0.0,36192.0,0.0
Oregon,2020-04-25,2177,86,0.0,0.0,45492.0,520.0
New Mexico,2020-04-25,2521,84,614.0,1823.0,51510.0,412.0
Pennsylvania,2020-04-25,39915,1792,0.0,0.0,196947.0,2746.0
Recovered,2020-04-25,0,0,99079.0,0.0,0.0,0.0
South Carolina,2020-04-25,5070,157,3701.0,1212.0,46996.0,944.0
South Dakota,2020-04-25,2040,10,1190.0,840.0,14824.0,124.0
Tennessee,2020-04-25,8728,169,4370.0,4189.0,131328.0,808.0
Texas,2020-04-25,17673,663,9156.0,13953.0,242547.0,1674.0
Utah,2020-04-25,3782,39,1252.0,2491.0,84697.0,315.0
Vermont,2020-04-25,827,44,1710.0,0.0,14310.0,32.0
Virginia,2020-04-25,11594,411,1672.0,9511.0,69440.0,1837.0
Washington,2020-04-25,12977,762,0.0,0.0,160324.0,455.0
West Virginia,2020-04-25,1010,32,439.0,539.0,29811.0,97.0
Wisconsin,2020-04-25,5356,263,0.0,0.0,59929.0,1353.0
Wyoming,2020-04-25,473,7,321.0,145.0,8045.0,54.0
Montana,2020-04-25,444,14,325.0,105.0,12127.0,59.0
Puerto Rico,2020-04-25,1276,77,0.0,0.0,21965.0,0.0
Missouri,2020-04-25,6867,271,0.0,0.0,67017.0,877.0
Rhode Island,2020-04-25,6699,262,377.0,6060.0,47257.0,576.0
Minnesota,2020-04-25,3185,221,1594.0,1370.0,53787.0,756.0
Mississippi,2020-04-25,5434,209,0.0,0.0,55670.0,970.0
Alabama,2020-04-25,6092,209,0.0,0.0,103644.0,769.0
Alaska,2020-04-25,339,9,208.0,122.0,12281.0,36.0
American Samoa,2020-04-25,0,0,0.0,0.0,3.0,0.0
Arizona,2020-04-25,6045,266,1313.0,4466.0,76906.0,984.0
Arkansas,2020-04-25,2810,47,929.0,1834.0,35578.0,291.0
California,2020-04-25,41449,1586,0.0,0.0,494173.0,4880.0
Colorado,2020-04-25,12256,674,0.0,0.0,56789.0,2366.0
Delaware,2020-04-25,3442,149,703.0,2590.0,17379.0,277.0
District of Columbia,2020-04-25,3528,153,651.0,2724.0,16533.0,402.0
Florida,2020-04-25,30533,1046,0.0,0.0,518127.0,5009.0
Georgia,2020-04-25,22491,899,0.0,0.0,107520.0,4322.0
Connecticut,2020-04-25,23936,1767,0.0,0.0,74038.0,1877.0
Hawaii,2020-04-25,601,13,463.0,125.0,28040.0,67.0
Michigan,2020-04-25,36641,3085,3237.0,30319.0,136296.0,3022.0
Guam,2020-04-25,141,5,126.0,10.0,1374.0,2.0
Maryland,2020-04-25,16616,798,1108.0,14710.0,84716.0,3618.0
Maine,2020-04-25,965,47,499.0,419.0,17749.0,152.0
Louisiana,2020-04-25,26140,1660,14927.0,9553.0,143716.0,1697.0
Kentucky,2020-04-25,3779,200,1341.0,2238.0,44962.0,1143.0
Massachusetts,2020-04-25,50969,2556,0.0,0.0,215213.0,4752.0
Iowa,2020-04-25,4445,107,1604.0,2734.0,31973.0,278.0
Indiana,2020-04-25,13681,916,0.0,0.0,75553.0,0.0
Illinois,2020-04-25,39658,1795,0.0,0.0,189632.0,4828.0
Idaho,2020-04-25,1870,54,867.0,949.0,19361.0,168.0
Kansas,2020-04-25,2959,118,0.0,0.0,23588.0,457.0
Oregon,2020-04-26,2253,87,0.0,0.0,47377.0,536.0
Oklahoma,2020-04-26,3194,194,2080.0,920.0,53084.0,637.0
Ohio,2020-04-26,15587,861,0.0,0.0,111379.0,3115.0
North Dakota,2020-04-26,803,16,310.0,477.0,19350.0,70.0
North Carolina,2020-04-26,8768,305,0.0,0.0,105265.0,456.0
New Jersey,2020-04-26,105498,5914,0.0,0.0,213686.0,6722.0
New Mexico,2020-04-26,2660,93,614.0,1953.0,51510.0,412.0
New Hampshire,2020-04-26,1797,53,578.0,1166.0,17727.0,224.0
Nevada,2020-04-26,4539,205,0.0,0.0,37208.0,0.0
Nebraska,2020-04-26,2719,50,0.0,0.0,19973.0,0.0
Pennsylvania,2020-04-26,41460,1845,0.0,0.0,204238.0,2748.0
New York,2020-04-26,282143,21933,23887.0,236323.0,777568.0,57103.0
Puerto Rico,2020-04-26,1307,83,0.0,0.0,23227.0,0.0
Montana,2020-04-26,445,14,339.0,92.0,12497.0,61.0
South Carolina,2020-04-26,5253,166,3701.0,1386.0,49014.0,944.0
South Dakota,2020-04-26,2147,10,1223.0,914.0,15596.0,128.0
Tennessee,2020-04-26,9189,177,4467.0,4545.0,141406.0,821.0
Texas,2020-04-26,18259,678,9986.0,13623.0,262816.0,1597.0
Utah,2020-04-26,3948,41,1399.0,2508.0,90206.0,329.0
Vermont,2020-04-26,843,46,1710.0,0.0,14682.0,37.0
Virginia,2020-04-26,12366,437,1717.0,10212.0,72178.0,1942.0
Washington,2020-04-26,13319,779,0.0,0.0,160324.0,455.0
West Virginia,2020-04-26,1010,32,439.0,539.0,32966.0,97.0
Wisconsin,2020-04-26,5687,266,0.0,0.0,62825.0,1376.0
Wyoming,2020-04-26,491,7,321.0,163.0,8146.0,54.0
Recovered,2020-04-26,0,0,100372.0,0.0,0.0,0.0
Rhode Island,2020-04-26,7129,276,410.0,6443.0,50891.0,576.0
Missouri,2020-04-26,7013,279,0.0,0.0,67218.0,850.0
Idaho,2020-04-26,1887,56,867.0,964.0,19361.0,168.0
Minnesota,2020-04-26,3446,244,1654.0,1548.0,59699.0,797.0
Alabama,2020-04-26,6274,209,0.0,0.0,107175.0,839.0
Alaska,2020-04-26,339,9,217.0,113.0,15732.0,32.0
American Samoa,2020-04-26,0,0,0.0,0.0,3.0,0.0
Arizona,2020-04-26,6286,273,1345.0,4668.0,79897.0,1022.0
Arkansas,2020-04-26,2911,48,964.0,1899.0,38053.0,291.0
California,2020-04-26,42415,1661,0.0,0.0,506035.0,4847.0
Colorado,2020-04-26,12968,684,2086.0,10198.0,56789.0,2366.0
Connecticut,2020-04-26,24583,1865,0.0,0.0,77602.0,1810.0
Delaware,2020-04-26,3576,157,809.0,2610.0,17698.0,300.0
District of Columbia,2020-04-26,3699,165,652.0,2882.0,17302.0,402.0
Florida,2020-04-26,30839,1055,0.0,0.0,529275.0,5045.0
Georgia,2020-04-26,23222,907,0.0,0.0,119014.0,4326.0
Mississippi,2020-04-26,5718,221,0.0,0.0,58957.0,996.0
Hawaii,2020-04-26,605,13,463.0,129.0,28040.0,67.0
Massachusetts,2020-04-26,53348,2730,0.0,0.0,226845.0,4965.0
Maryland,2020-04-26,17766,875,1165.0,15726.0,89123.0,3760.0
Maine,2020-04-26,965,47,519.0,399.0,17774.0,156.0
Louisiana,2020-04-26,26512,1707,14927.0,9878.0,139002.0,1700.0
Kentucky,2020-04-26,3915,205,1341.0,2369.0,44962.0,1143.0
Michigan,2020-04-26,37074,3155,8342.0,25577.0,144044.0,2889.0
Iowa,2020-04-26,5092,112,1723.0,3257.0,34350.0,293.0
Indiana,2020-04-26,14399,958,0.0,0.0,79774.0,1515.0
Illinois,2020-04-26,41777,1875,0.0,0.0,201617.0,4699.0
Guam,2020-04-26,141,5,128.0,8.0,1449.0,2.0
Kansas,2020-04-26,3135,120,0.0,0.0,25199.0,474.0
Oklahoma,2020-04-27,3254,195,2139.0,920.0,53144.0,653.0
Ohio,2020-04-27,15972,911,0.0,0.0,115783.0,3178.0
North Dakota,2020-04-27,867,17,326.0,524.0,20717.0,71.0
North Carolina,2020-04-27,8997,324,0.0,0.0,107894.0,451.0
New York,2020-04-27,288045,22200,23887.0,241958.0,805350.0,57103.0
New Jersey,2020-04-27,109038,5938,0.0,0.0,223144.0,6573.0
New Hampshire,2020-04-27,1864,60,777.0,1027.0,18751.0,238.0
Nevada,2020-04-27,4734,206,0.0,0.0,38186.0,0.0
Nebraska,2020-04-27,3028,56,0.0,0.0,21228.0,0.0
Oregon,2020-04-27,2311,92,0.0,0.0,48964.0,546.0
New Mexico,2020-04-27,2726,99,614.0,2013.0,53735.0,412.0
Pennsylvania,2020-04-27,42784,1873,0.0,0.0,210844.0,2736.0
Texas,2020-04-27,18614,699,10763.0,13589.0,276021.0,1542.0
Rhode Island,2020-04-27,7439,290,433.0,6716.0,53403.0,691.0
South Carolina,2020-04-27,5498,174,3701.0,1623.0,50761.0,944.0
South Dakota,2020-04-27,2212,11,1257.0,944.0,16274.0,135.0
Tennessee,2020-04-27,9667,181,4527.0,4959.0,148221.0,828.0
Montana,2020-04-27,448,14,339.0,95.0,12862.0,61.0
Utah,2020-04-27,4123,41,1568.0,2514.0,95702.0,345.0
Vermont,2020-04-27,851,46,0.0,0.0,14797.0,34.0
Virginia,2020-04-27,12970,449,1815.0,10706.0,76118.0,2014.0
Washington,2020-04-27,13521,799,0.0,0.0,170594.0,508.0
West Virginia,2020-04-27,1055,34,455.0,566.0,39063.0,100.0
Wisconsin,2020-04-27,5912,272,0.0,0.0,65146.0,1397.0
Wyoming,2020-04-27,502,7,334.0,161.0,8159.0,54.0
Puerto Rico,2020-04-27,1371,84,0.0,0.0,23864.0,0.0
Missouri,2020-04-27,7193,281,0.0,0.0,69748.0,679.0
Recovered,2020-04-27,0,0,106988.0,0.0,0.0,0.0
Minnesota,2020-04-27,3602,272,1774.0,1556.0,58987.0,829.0
Alabama,2020-04-27,6475,219,0.0,0.0,108495.0,845.0
Alaska,2020-04-27,340,9,217.0,114.0,16177.0,14.0
American Samoa,2020-04-27,0,0,0.0,0.0,3.0,0.0
Arizona,2020-04-27,6534,275,1383.0,4876.0,81060.0,1037.0
Arkansas,2020-04-27,3001,51,985.0,1965.0,39469.0,291.0
California,2020-04-27,43717,1692,0.0,0.0,526084.0,4928.0
Colorado,2020-04-27,13441,688,2150.0,10603.0,59791.0,2410.0
Connecticut,2020-04-27,25269,1924,0.0,0.0,79811.0,1766.0
