,Province_State,Date,Deaths,Confirmed,Recovered,Active,People_Tested,People_Hospitalized
0,Alabama,4/18/2020,60,29695,0,0,507285,3679
1,Alabama,4/25/2020,56,39502,0,0,675277,5087
2,Alabama,5/2/2020,79,49222,0,21478,896187,6582
3,Alabama,5/9/2020,102,61741,0,15592,1128761,7977
4,Alabama,5/16/2020,95,76115,0,0,1393750,9214
5,Alabama,5/23/2020,64,92458,15902,11290,1728045,10432
6,Alabama,5/30/2020,69,113847,59869,49879,2056575,12022
7,Alabama,6/6/2020,71,133940,73645,55695,2410188,13350
8,Alabama,6/13/2020,84,159677,88217,66280,2811244,14900
9,Alabama,6/20/2020,65,195226,104420,85214,3230289,16413
10,Alabama,6/27/2020,81,229526,123386,99983,3706482,17981
11,Alabama,7/4/2020,88,279027,141710,130549,4271026,19624
12,Alabama,7/11/2020,107,337277,165677,164209,4867055,24663
13,Alabama,7/18/2020,172,421888,196293,217194,5608095,50854
14,Alabama,7/25/2020,170,509831,216474,283821,6351508,60535
15,Alabama,8/1/2020,147,593783,236243,346799,7100475,69749
16,Alabama,8/8/2020,152,668533,257895,398813,7800458,77973
17,Alabama,8/15/2020,141,729559,279861,436725,8545923,85488
18,Alabama,8/22/2020,115,780628,300144,466800,9362840,91765
19,Alabama,8/29/2020,141,837699,326164,497081,10011665,69098
20,Alabama,9/5/2020,123,897430,348700,533195,10636922,0
21,Alabama,9/12/2020,75,939388,370354,552936,11215348,0
22,Alabama,9/19/2020,87,984363,407597,560015,11853596,0
23,Alabama,9/26/2020,64,1032750,442028,573403,12482416,0
24,Alabama,10/3/2020,57,1083620,465541,600364,13097973,0
25,Alabama,10/10/2020,106,1131041,485512,627277,13727570,0
26,Alabama,10/17/2020,124,1181083,510672,651381,14370290,0
27,Alabama,10/24/2020,78,1245730,520470,705482,15053926,0
28,Alabama,10/31/2020,101,1322361,540771,761242,15779018,0
29,Alabama,11/7/2020,115,1392758,580899,790763,16498267,0
30,Alabama,11/14/2020,164,1466484,601998,842307,2408721,0
31,Alabama,11/21/2020,211,1566379,624258,918649,0,0
32,Alabama,11/28/2020,115,1672593,919890,728067,0,0
33,Alabama,12/5/2020,305,1798628,1159386,613254,0,0
34,Alabama,12/12/2020,225,1965496,1204381,733185,0,0
35,Alabama,12/19/2020,287,2146621,1258915,858241,0,0
36,Alabama,12/26/2020,296,2336349,1323471,981020,0,0
37,Alabama,1/2/2021,187,2498580,1387995,1077100,0,0
38,Alabama,1/9/2021,427,2692473,1453147,1204125,0,0
39,Alabama,1/16/2021,820,2877535,1512619,1324808,0,0
40,Alabama,1/23/2021,538,3010889,1598727,1367990,0,0
41,Alabama,1/30/2021,909,3143072,1659273,1433937,0,0
42,Alabama,2/6/2021,947,3256946,1727212,1472934,0,0
43,Alabama,2/13/2021,729,3332597,1817124,1453525,0,0
44,Alabama,2/20/2021,348,3383754,1884219,1433859,0,0
45,Alabama,2/27/2021,340,3429198,1956370,1404610,0,0
46,Alabama,3/6/2021,219,3474970,2038150,1366575,0,0
47,Alabama,3/13/2021,178,3510204,0,0,0,0
48,Alabama,3/20/2021,109,3561809,0,0,0,0
49,Alabama,3/27/2021,90,3588529,0,0,0,0
50,Alabama,4/3/2021,111,3608125,0,0,0,0
51,Alabama,4/10/2021,75,3623031,0,0,0,0
52,Alabama,4/17/2021,78,3644208,0,0,0,0
53,Alabama,4/24/2021,61,3669659,0,0,0,0
54,Alabama,5/1/2021,62,3690013,0,0,0,0
55,Alabama,5/8/2021,65,3706691,0,0,0,0
56,Alabama,5/15/2021,60,3735774,0,0,0,0
57,Alabama,5/22/2021,74,3786675,0,0,0,0
58,Alabama,5/29/2021,34,3799760,0,0,0,0
59,Alabama,6/5/2021,52,3811651,0,0,0,0
60,Alabama,6/12/2021,68,3827075,0,0,0,0
61,Alabama,6/19/2021,40,3837319,0,0,0,0
62,Alabama,6/26/2021,30,3845339,0,0,0,0
63,Alabama,7/3/2021,22,3855398,0,0,0,0
64,Alabama,7/10/2021,44,3868392,0,0,0,0
65,Alabama,7/17/2021,41,3897281,0,0,0,0
66,Alabama,7/24/2021,40,3949260,0,0,0,0
67,Alabama,7/31/2021,53,4035470,0,0,0,0
68,Alabama,8/7/2021,88,4174908,0,0,0,0
69,Alabama,8/14/2021,141,4334677,0,0,0,0
70,Alabama,8/21/2021,235,4522528,0,0,0,0
71,Alabama,8/28/2021,219,4706665,0,0,0,0
72,Alabama,9/4/2021,195,4933995,0,0,0,0
73,Alabama,9/11/2021,259,5129969,0,0,0,0
74,Alabama,9/18/2021,536,5305044,0,0,0,0
75,Alabama,9/25/2021,813,5450602,0,0,0,0
76,Alabama,10/2/2021,447,5561702,0,0,0,0
77,Alabama,10/9/2021,388,5628896,0,0,0,0
78,Alabama,10/16/2021,322,5674443,0,0,0,0
79,Alabama,10/23/2021,227,5715004,0,0,0,0
80,Alabama,10/30/2021,167,5783833,0,0,0,0
81,Alabama,11/6/2021,261,5836292,0,0,0,0
82,Alabama,11/13/2021,147,5863351,0,0,0,0
83,Alabama,11/20/2021,92,5887209,0,0,0,0
84,Alabama,11/27/2021,42,5908184,0,0,0,0
85,Alabama,12/4/2021,70,5925310,0,0,0,0
86,Alabama,12/11/2021,80,5950614,0,0,0,0
87,Alabama,12/18/2021,88,5983543,0,0,0,0
88,Alabama,12/25/2021,65,6033891,0,0,0,0
89,Alabama,1/1/2022,37,6176005,0,0,0,0
90,Alabama,1/8/2022,169,6545473,0,0,0,0
91,Alabama,1/15/2022,17,6975420,0,0,0,0
92,Alabama,1/22/2022,185,7643272,0,0,0,0
93,Alabama,1/29/2022,260,8170435,0,0,0,0
94,Alabama,2/5/2022,285,8596467,0,0,0,0
95,Alabama,2/12/2022,200,8771054,0,0,0,0
96,Alabama,2/19/2022,362,8874785,0,0,0,0
97,Alabama,2/26/2022,292,8929477,0,0,0,0
98,Alabama,3/5/2022,255,8969152,0,0,0,0
99,Alabama,3/12/2022,352,9011160,0,0,0,0
100,Alabama,3/19/2022,206,9031465,0,0,0,0
101,Alabama,3/26/2022,172,9043814,0,0,0,0
102,Alabama,4/2/2022,103,9063073,0,0,0,0
103,Alabama,4/9/2022,63,9073855,0,0,0,0
104,Alabama,4/16/2022,126,9081974,0,0,0,0
105,Alabama,4/23/2022,39,9090959,0,0,0,0
106,Alabama,4/30/2022,26,9101284,0,0,0,0
107,Alabama,5/7/2022,34,9112121,0,0,0,0
108,Alabama,5/14/2022,27,9126329,0,0,0,0
109,Alabama,5/21/2022,17,9146210,0,0,0,0
110,Alabama,5/28/2022,13,9173579,0,0,0,0
111,Alabama,6/4/2022,6,9206858,0,0,0,0
112,Alabama,6/11/2022,28,9257486,0,0,0,0
113,Alabama,6/18/2022,4,9318060,0,0,0,0
114,Alabama,6/25/2022,33,9392187,0,0,0,0
115,Alabama,7/2/2022,30,9480626,0,0,0,0
116,Alabama,7/9/2022,27,9570363,0,0,0,0
117,Alabama,7/16/2022,36,9687311,0,0,0,0
118,Alabama,7/23/2022,50,9807705,0,0,0,0
119,Alabama,7/30/2022,19,9927092,0,0,0,0
120,Alabama,8/6/2022,83,10007018,0,0,0,0
121,Alabama,8/13/2022,52,10095268,0,0,0,0
122,Alabama,8/20/2022,15,10191047,0,0,0,0
123,Alabama,8/27/2022,7,10294547,0,0,0,0
124,Alabama,9/3/2022,112,10401320,0,0,0,0
125,Alabama,9/10/2022,79,10489740,0,0,0,0
126,Alabama,9/17/2022,83,10553122,0,0,0,0
127,Alabama,9/24/2022,73,10602248,0,0,0,0
128,Alabama,10/1/2022,27,10638021,0,0,0,0
129,Alabama,10/8/2022,51,10665712,0,0,0,0
130,Alabama,10/15/2022,32,10689113,0,0,0,0
131,Alabama,10/22/2022,28,10708871,0,0,0,0
132,Alabama,10/29/2022,25,10728081,0,0,0,0
133,Alabama,11/5/2022,0,10740009,0,0,0,0
134,Alabama,11/12/2022,50,10758135,0,0,0,0
135,Alabama,11/19/2022,9,10789895,0,0,0,0
136,Alabama,11/26/2022,14,10807077,0,0,0,0
137,Alabama,12/3/2022,21,10832437,0,0,0,0
138,Alabama,12/10/2022,30,10868223,0,0,0,0
139,Alabama,12/17/2022,22,10911504,0,0,0,0
140,Alabama,12/24/2022,33,10960407,0,0,0,0
141,Alabama,12/31/2022,0,10982538,0,0,0,0
142,Alabama,1/7/2023,39,11055698,0,0,0,0
143,Alabama,1/14/2023,44,11146268,0,0,0,0
144,Alabama,1/21/2023,26,11200011,0,0,0,0
145,Alabama,1/28/2023,24,11250813,0,0,0,0
146,Alabama,2/4/2023,12,11303005,0,0,0,0
147,Alabama,2/11/2023,10,11364230,0,0,0,0
148,Alabama,2/18/2023,7,11417982,0,0,0,0
149,Alabama,2/25/2023,33,11454621,0,0,0,0
150,Alabama,3/4/2023,69,11483292,0,0,0,0
151,Alabama,3/11/2023,31,8215252,0,0,0,0
152,Alaska,4/18/2020,1,2050,740,1249,60720,239
153,Alaska,4/25/2020,0,2319,1312,944,83471,274
154,Alaska,5/2/2020,0,2475,1670,742,129484,24
155,Alaska,5/9/2020,1,2614,2000,547,165911,0
156,Alaska,5/16/2020,0,2690,2350,270,214115,0
157,Alaska,5/23/2020,0,2797,2459,268,267029,0
158,Alaska,5/30/2020,0,2936,2546,320,328410,0
159,Alaska,6/6/2020,0,3545,2618,857,405258,48
160,Alaska,6/13/2020,2,4246,2752,1417,477120,0
161,Alaska,6/20/2020,0,4955,3065,1806,553562,0
162,Alaska,6/27/2020,2,5674,3528,2058,674743,0
163,Alaska,7/4/2020,2,7007,3718,3188,802443,0
164,Alaska,7/11/2020,1,8838,3972,4749,932357,0
165,Alaska,7/18/2020,1,11693,4639,6934,1094430,0
166,Alaska,7/25/2020,2,15074,5316,9627,1307702,0
167,Alaska,8/1/2020,4,19992,6037,13800,1548967,0
168,Alaska,8/8/2020,2,24413,7594,16644,1802841,0
169,Alaska,8/15/2020,2,27709,9419,18103,2028247,0
170,Alaska,8/22/2020,3,31492,10619,20669,2188490,0
171,Alaska,8/29/2020,6,34868,14154,20466,2348031,0
172,Alaska,9/5/2020,5,38204,15902,22028,2591483,0
173,Alaska,9/12/2020,2,41924,16412,25215,2746563,0
174,Alaska,9/19/2020,1,45666,16831,28525,2877320,0
175,Alaska,9/26/2020,7,49730,19316,30084,3037358,0
176,Alaska,10/3/2020,7,55201,31231,23571,3200792,0
177,Alaska,10/10/2020,2,62610,38984,23206,3409134,0
178,Alaska,10/17/2020,6,71752,42201,29105,3613515,0
179,Alaska,10/24/2020,1,81968,47102,34393,3816800,0
180,Alaska,10/31/2020,14,104246,49266,54463,4063639,0
181,Alaska,11/7/2020,4,125305,49855,74849,4787305,0
182,Alaska,11/14/2020,14,149725,50127,98937,781301,0
183,Alaska,11/21/2020,4,178801,50154,127933,0,0
184,Alaska,11/28/2020,18,206923,50155,155960,0,0
185,Alaska,12/5/2020,21,237894,50155,186833,0,0
186,Alaska,12/12/2020,33,271396,50155,220167,0,0
187,Alaska,12/19/2020,8,297130,50155,245713,0,0
188,Alaska,12/26/2020,16,313024,50155,261512,0,0
189,Alaska,1/2/2021,15,326211,50155,274625,0,0
190,Alaska,1/9/2021,9,342898,50155,291202,0,0
191,Alaska,1/16/2021,5,356383,50155,304643,0,0
192,Alaska,1/23/2021,30,367456,28660,179127,0,0
193,Alaska,1/30/2021,3,376116,0,0,0,0
194,Alaska,2/6/2021,17,383746,0,0,0,0
195,Alaska,2/13/2021,3,392087,0,0,0,0
196,Alaska,2/20/2021,7,398711,0,0,0,0
197,Alaska,2/27/2021,1,405726,0,0,0,0
198,Alaska,3/6/2021,15,412703,0,0,0,0
199,Alaska,3/13/2021,1,419388,0,0,0,0
200,Alaska,3/20/2021,4,426032,0,0,0,0
201,Alaska,3/27/2021,3,432871,0,0,0,0
202,Alaska,4/3/2021,0,440631,0,0,0,0
203,Alaska,4/10/2021,0,449981,0,0,0,0
204,Alaska,4/17/2021,21,458406,0,0,0,0
205,Alaska,4/24/2021,0,466477,0,0,0,0
206,Alaska,5/1/2021,13,474347,0,0,0,0
207,Alaska,5/8/2021,2,480280,0,0,0,0
208,Alaska,5/15/2021,4,484721,0,0,0,0
209,Alaska,5/22/2021,16,488116,0,0,0,0
210,Alaska,5/29/2021,0,490650,0,0,0,0
211,Alaska,6/5/2021,0,492436,0,0,0,0
212,Alaska,6/12/2021,4,493989,0,0,0,0
213,Alaska,6/19/2021,0,495376,0,0,0,0
214,Alaska,6/26/2021,1,496941,0,0,0,0
215,Alaska,7/3/2021,3,498721,0,0,0,0
216,Alaska,7/10/2021,2,500810,0,0,0,0
217,Alaska,7/17/2021,2,504727,0,0,0,0
218,Alaska,7/24/2021,3,512557,0,0,0,0
219,Alaska,7/31/2021,5,523378,0,0,0,0
220,Alaska,8/7/2021,9,537554,0,0,0,0
221,Alaska,8/14/2021,5,552560,0,0,0,0
222,Alaska,8/21/2021,11,573046,0,0,0,0
223,Alaska,8/28/2021,24,597510,0,0,0,0
224,Alaska,9/4/2021,10,623897,0,0,0,0
225,Alaska,9/11/2021,10,652530,0,0,0,0
226,Alaska,9/18/2021,11,687747,0,0,0,0
227,Alaska,9/25/2021,63,731983,0,0,0,0
228,Alaska,10/2/2021,46,791225,0,0,0,0
229,Alaska,10/9/2021,14,835306,0,0,0,0
230,Alaska,10/16/2021,25,878170,0,0,0,0
231,Alaska,10/23/2021,81,916495,0,0,0,0
232,Alaska,10/30/2021,27,953050,0,0,0,0
233,Alaska,11/6/2021,16,983330,0,0,0,0
234,Alaska,11/13/2021,90,1008373,0,0,0,0
235,Alaska,11/20/2021,31,1028778,0,0,0,0
236,Alaska,11/27/2021,15,1044978,0,0,0,0
237,Alaska,12/4/2021,6,1058850,0,0,0,0
238,Alaska,12/11/2021,3,1069862,0,0,0,0
239,Alaska,12/18/2021,60,1078837,0,0,0,0
240,Alaska,12/25/2021,30,1085939,0,0,0,0
241,Alaska,1/1/2022,2,1096324,0,0,0,0
242,Alaska,1/8/2022,2,1131409,0,0,0,0
243,Alaska,1/15/2022,7,1206103,0,0,0,0
244,Alaska,1/22/2022,64,1304168,0,0,0,0
245,Alaska,1/29/2022,34,1435177,0,0,0,0
246,Alaska,2/5/2022,8,1538252,0,0,0,0
247,Alaska,2/12/2022,21,1605576,0,0,0,0
248,Alaska,2/19/2022,27,1641556,0,0,0,0
249,Alaska,2/26/2022,22,1660742,0,0,0,0
250,Alaska,3/5/2022,28,1679419,0,0,0,0
251,Alaska,3/12/2022,10,1695579,0,0,0,0
252,Alaska,3/19/2022,1,1709763,0,0,0,0
253,Alaska,3/26/2022,20,1718717,0,0,0,0
254,Alaska,4/2/2022,6,1728502,0,0,0,0
255,Alaska,4/9/2022,0,1737917,0,0,0,0
256,Alaska,4/16/2022,7,1745929,0,0,0,0
257,Alaska,4/23/2022,13,1755958,0,0,0,0
258,Alaska,4/30/2022,4,1766526,0,0,0,0
259,Alaska,5/7/2022,1,1776870,0,0,0,0
260,Alaska,5/14/2022,15,1787754,0,0,0,0
261,Alaska,5/21/2022,18,1800423,0,0,0,0
262,Alaska,5/28/2022,-1,1814353,0,0,0,0
263,Alaska,6/4/2022,0,1828461,0,0,0,0
264,Alaska,6/11/2022,0,1844437,0,0,0,0
265,Alaska,6/18/2022,0,1860592,0,0,0,0
266,Alaska,6/25/2022,0,1877437,0,0,0,0
267,Alaska,7/2/2022,0,1897593,0,0,0,0
268,Alaska,7/9/2022,0,1918533,0,0,0,0
269,Alaska,7/16/2022,24,1939238,0,0,0,0
270,Alaska,7/23/2022,0,1959766,0,0,0,0
271,Alaska,7/30/2022,0,1978181,0,0,0,0
272,Alaska,8/6/2022,0,1998141,0,0,0,0
273,Alaska,8/13/2022,21,2016537,0,0,0,0
274,Alaska,8/20/2022,0,2030620,0,0,0,0
275,Alaska,8/27/2022,8,2044947,0,0,0,0
276,Alaska,9/3/2022,0,2057220,0,0,0,0
277,Alaska,9/10/2022,0,2065878,0,0,0,0
278,Alaska,9/17/2022,26,2074008,0,0,0,0
279,Alaska,9/24/2022,0,2080663,0,0,0,0
280,Alaska,10/1/2022,0,2085398,0,0,0,0
281,Alaska,10/8/2022,29,2090010,0,0,0,0
282,Alaska,10/15/2022,0,2094343,0,0,0,0
283,Alaska,10/22/2022,0,2097462,0,0,0,0
284,Alaska,10/29/2022,20,2100078,0,0,0,0
285,Alaska,11/5/2022,0,2102707,0,0,0,0
286,Alaska,11/12/2022,0,2094343,0,0,0,0
287,Alaska,11/19/2022,23,2092507,0,0,0,0
288,Alaska,11/26/2022,0,2095437,0,0,0,0
289,Alaska,12/3/2022,0,2098287,0,0,0,0
290,Alaska,12/10/2022,0,2101563,0,0,0,0
291,Alaska,12/17/2022,0,2104325,0,0,0,0
292,Alaska,12/24/2022,19,2106933,0,0,0,0
293,Alaska,12/31/2022,0,2109358,0,0,0,0
294,Alaska,1/7/2023,0,2111879,0,0,0,0
295,Alaska,1/14/2023,0,2114966,0,0,0,0
296,Alaska,1/21/2023,0,2119149,0,0,0,0
297,Alaska,1/28/2023,18,2123717,0,0,0,0
298,Alaska,2/4/2023,0,2128990,0,0,0,0
299,Alaska,2/11/2023,0,2134036,0,0,0,0
300,Alaska,2/18/2023,0,2139350,0,0,0,0
301,Alaska,2/25/2023,13,2144807,0,0,0,0
302,Alaska,3/4/2023,0,2148611,0,0,0,0
303,Alaska,3/11/2023,0,1537111,0,0,0,0
304,American Samoa,4/18/2020,0,0,0,0,21,0
305,American Samoa,4/25/2020,0,0,0,0,21,0
306,American Samoa,5/2/2020,0,0,0,0,129,0
307,American Samoa,5/9/2020,0,0,0,0,555,0
308,American Samoa,5/16/2020,0,0,0,0,713,0
309,American Samoa,5/23/2020,0,0,0,0,830,0
310,American Samoa,5/30/2020,0,0,0,0,1068,0
311,American Samoa,6/6/2020,0,0,0,0,1218,0
312,American Samoa,6/13/2020,0,0,0,0,1218,0
313,American Samoa,6/20/2020,0,0,0,0,1218,0
314,American Samoa,6/27/2020,0,0,0,0,2784,0
315,American Samoa,7/4/2020,0,0,0,0,4872,0
316,American Samoa,7/11/2020,0,0,0,0,5352,0
317,American Samoa,7/18/2020,0,0,0,0,6375,0
318,American Samoa,7/25/2020,0,0,0,0,7259,0
319,American Samoa,8/1/2020,0,0,0,0,7489,0
320,American Samoa,8/8/2020,0,0,0,0,9385,0
321,American Samoa,8/15/2020,0,0,0,0,9890,0
322,American Samoa,8/22/2020,0,0,0,0,10598,0
323,American Samoa,8/29/2020,0,0,0,0,10598,0
324,American Samoa,9/5/2020,0,0,0,0,10598,0
325,American Samoa,9/12/2020,0,0,0,0,10883,0
326,American Samoa,9/19/2020,0,0,0,0,10997,0
327,American Samoa,9/26/2020,0,0,0,0,10997,0
328,American Samoa,10/3/2020,0,0,0,0,11087,0
329,American Samoa,10/10/2020,0,0,0,0,11312,0
330,American Samoa,10/17/2020,0,0,0,0,11312,0
331,American Samoa,10/24/2020,0,0,0,0,11312,0
332,American Samoa,10/31/2020,0,0,0,0,11312,0
333,American Samoa,11/7/2020,0,0,0,0,12224,0
334,American Samoa,11/14/2020,0,0,0,0,1768,0
335,American Samoa,11/21/2020,0,0,0,0,0,0
336,American Samoa,11/28/2020,0,0,0,0,0,0
337,American Samoa,12/5/2020,0,0,0,0,0,0
338,American Samoa,12/12/2020,0,0,0,0,0,0
339,American Samoa,12/19/2020,0,0,0,0,0,0
340,American Samoa,12/26/2020,0,0,0,0,0,0
341,American Samoa,1/2/2021,0,0,0,0,0,0
342,American Samoa,1/9/2021,0,0,0,0,0,0
343,American Samoa,1/16/2021,0,0,0,0,0,0
344,American Samoa,1/23/2021,0,0,0,0,0,0
345,American Samoa,1/30/2021,0,0,0,0,0,0
346,American Samoa,2/6/2021,0,0,0,0,0,0
347,American Samoa,2/13/2021,0,0,0,0,0,0
348,American Samoa,2/20/2021,0,0,0,0,0,0
349,American Samoa,2/27/2021,0,0,0,0,0,0
350,American Samoa,3/6/2021,0,0,0,0,0,0
351,American Samoa,3/13/2021,0,0,0,0,0,0
352,American Samoa,3/20/2021,0,0,0,0,0,0
353,American Samoa,3/27/2021,0,0,0,0,0,0
354,American Samoa,4/3/2021,0,0,0,0,0,0
355,American Samoa,4/10/2021,0,0,0,0,0,0
356,American Samoa,4/17/2021,0,0,0,0,0,0
357,American Samoa,4/24/2021,0,0,0,0,0,0
358,American Samoa,5/1/2021,0,0,0,0,0,0
359,American Samoa,5/8/2021,0,0,0,0,0,0
360,American Samoa,5/15/2021,0,0,0,0,0,0
361,American Samoa,5/22/2021,0,0,0,0,0,0
362,American Samoa,5/29/2021,0,0,0,0,0,0
363,American Samoa,6/5/2021,0,0,0,0,0,0
364,American Samoa,6/12/2021,0,0,0,0,0,0
365,American Samoa,6/19/2021,0,0,0,0,0,0
366,American Samoa,6/26/2021,0,0,0,0,0,0
367,American Samoa,7/3/2021,0,0,0,0,0,0
368,American Samoa,7/10/2021,0,0,0,0,0,0
369,American Samoa,7/17/2021,0,0,0,0,0,0
370,American Samoa,7/24/2021,0,0,0,0,0,0
371,American Samoa,7/31/2021,0,0,0,0,0,0
372,American Samoa,8/7/2021,0,0,0,0,0,0
373,American Samoa,8/14/2021,0,0,0,0,0,0
374,American Samoa,8/21/2021,0,0,0,0,0,0
375,American Samoa,8/28/2021,0,0,0,0,0,0
376,American Samoa,9/4/2021,0,0,0,0,0,0
377,American Samoa,9/11/2021,0,0,0,0,0,0
378,American Samoa,9/18/2021,0,0,0,0,0,0
379,American Samoa,9/25/2021,0,0,0,0,0,0
380,American Samoa,10/2/2021,0,0,0,0,0,0
381,American Samoa,10/9/2021,0,12,0,0,0,0
382,American Samoa,10/16/2021,0,21,0,0,0,0
383,American Samoa,10/23/2021,0,21,0,0,0,0
384,American Samoa,10/30/2021,0,27,0,0,0,0
385,American Samoa,11/6/2021,0,28,0,0,0,0
386,American Samoa,11/13/2021,0,28,0,0,0,0
387,American Samoa,11/20/2021,0,28,0,0,0,0
388,American Samoa,11/27/2021,0,28,0,0,0,0
389,American Samoa,12/4/2021,0,28,0,0,0,0
390,American Samoa,12/11/2021,0,70,0,0,0,0
391,American Samoa,12/18/2021,0,70,0,0,0,0
392,American Samoa,12/25/2021,0,70,0,0,0,0
393,American Samoa,1/1/2022,0,70,0,0,0,0
394,American Samoa,1/8/2022,0,70,0,0,0,0
395,American Samoa,1/15/2022,0,70,0,0,0,0
396,American Samoa,1/22/2022,0,94,0,0,0,0
397,American Samoa,1/29/2022,0,126,0,0,0,0
398,American Samoa,2/5/2022,0,126,0,0,0,0
399,American Samoa,2/12/2022,0,126,0,0,0,0
400,American Samoa,2/19/2022,0,126,0,0,0,0
401,American Samoa,2/26/2022,0,312,0,0,0,0
402,American Samoa,3/5/2022,0,945,0,0,0,0
403,American Samoa,3/12/2022,0,2432,0,0,0,0
404,American Samoa,3/19/2022,0,5276,0,0,0,0
405,American Samoa,3/26/2022,1,12162,0,0,0,0
406,American Samoa,4/2/2022,3,23541,0,0,0,0
407,American Samoa,4/9/2022,4,32882,0,0,0,0
408,American Samoa,4/16/2022,10,37809,0,0,0,0
409,American Samoa,4/23/2022,4,39477,0,0,0,0
410,American Samoa,4/30/2022,4,40506,0,0,0,0
411,American Samoa,5/7/2022,2,41137,0,0,0,0
412,American Samoa,5/14/2022,2,41793,0,0,0,0
413,American Samoa,5/21/2022,0,42325,0,0,0,0
414,American Samoa,5/28/2022,1,42726,0,0,0,0
415,American Samoa,6/4/2022,0,43141,0,0,0,0
416,American Samoa,6/11/2022,0,43344,0,0,0,0
417,American Samoa,6/18/2022,0,43799,0,0,0,0
418,American Samoa,6/25/2022,0,44538,0,0,0,0
419,American Samoa,7/2/2022,0,45080,0,0,0,0
420,American Samoa,7/9/2022,0,45535,0,0,0,0
421,American Samoa,7/16/2022,1,46813,0,0,0,0
422,American Samoa,7/23/2022,1,51316,0,0,0,0
423,American Samoa,7/30/2022,0,52297,0,0,0,0
424,American Samoa,8/6/2022,0,54330,0,0,0,0
425,American Samoa,8/13/2022,0,55934,0,0,0,0
426,American Samoa,8/20/2022,0,56294,0,0,0,0
427,American Samoa,8/27/2022,1,56672,0,0,0,0
428,American Samoa,9/3/2022,0,57176,0,0,0,0
429,American Samoa,9/10/2022,0,57372,0,0,0,0
430,American Samoa,9/17/2022,0,57519,0,0,0,0
431,American Samoa,9/24/2022,0,57600,0,0,0,0
432,American Samoa,10/1/2022,0,57717,0,0,0,0
433,American Samoa,10/8/2022,0,57738,0,0,0,0
434,American Samoa,10/15/2022,0,57752,0,0,0,0
435,American Samoa,10/22/2022,0,57757,0,0,0,0
436,American Samoa,10/29/2022,0,57779,0,0,0,0
437,American Samoa,11/5/2022,0,57799,0,0,0,0
438,American Samoa,11/12/2022,0,57805,0,0,0,0
439,American Samoa,11/19/2022,0,57826,0,0,0,0
440,American Samoa,11/26/2022,0,57834,0,0,0,0
441,American Samoa,12/3/2022,0,57840,0,0,0,0
442,American Samoa,12/10/2022,0,57848,0,0,0,0
443,American Samoa,12/17/2022,0,57855,0,0,0,0
444,American Samoa,12/24/2022,0,57859,0,0,0,0
445,American Samoa,12/31/2022,0,57862,0,0,0,0
446,American Samoa,1/7/2023,0,57953,0,0,0,0
447,American Samoa,1/14/2023,0,58135,0,0,0,0
448,American Samoa,1/21/2023,0,58179,0,0,0,0
449,American Samoa,1/28/2023,0,58222,0,0,0,0
450,American Samoa,2/4/2023,0,58240,0,0,0,0
451,American Samoa,2/11/2023,0,58240,0,0,0,0
452,American Samoa,2/18/2023,0,58240,0,0,0,0
453,American Samoa,2/25/2023,0,58240,0,0,0,0
454,American Samoa,3/4/2023,0,58240,0,0,0,0
455,American Samoa,3/11/2023,0,41600,0,0,0,0
456,Arizona,4/18/2020,65,28492,2172,18301,405391,3405
457,Arizona,4/25/2020,93,38833,8509,28722,504576,5274
458,Arizona,5/2/2020,57,51411,10318,38980,631547,8025
459,Arizona,5/9/2020,202,68007,12746,52217,863874,9977
460,Arizona,5/16/2020,147,85963,21091,60683,1204464,11167
461,Arizona,5/23/2020,122,104660,26340,73161,1599090,12593
462,Arizona,5/30/2020,103,122741,30654,86185,1930029,16664
463,Arizona,6/6/2020,139,156461,35542,114111,2366601,21982
464,Arizona,6/13/2020,146,211781,40940,163080,2910664,24456
465,Arizona,6/20/2020,157,293154,47185,237148,3603821,27290
466,Arizona,6/27/2020,234,425822,55837,359811,4491492,30429
467,Arizona,7/4/2020,237,585682,68749,504992,5511832,33826
468,Arizona,7/11/2020,334,762759,89848,659096,6484721,37943
469,Arizona,7/18/2020,579,920143,113445,789639,7472037,42944
470,Arizona,7/25/2020,556,1057385,135297,901159,8333862,49595
471,Arizona,8/1/2020,461,1181858,154055,1003265,9077389,68689
472,Arizona,8/8/2020,390,1275488,169790,1078157,9787203,102177
473,Arizona,8/15/2020,355,1327795,184999,1112648,10473848,139471
474,Arizona,8/22/2020,264,1369093,197776,1139014,11177018,147033
475,Arizona,8/29/2020,251,1397333,208141,1155048,11868863,106627
476,Arizona,9/5/2020,200,1422850,217216,1169958,12555748,0
477,Arizona,9/12/2020,108,1446970,225151,1185031,13165068,0
478,Arizona,9/19/2020,152,1474506,232712,1204108,13830845,0
479,Arizona,9/26/2020,155,1507447,239748,1228953,14595759,0
480,Arizona,10/3/2020,83,1530812,246916,1244295,15380014,0
481,Arizona,10/10/2020,54,1558759,254525,1264127,16254802,0
482,Arizona,10/17/2020,65,1594687,263355,1290856,17149674,0
483,Arizona,10/24/2020,45,1637455,272445,1324069,18148460,0
484,Arizona,10/31/2020,110,1690885,283019,1366490,19246443,0
485,Arizona,11/7/2020,168,1760979,294721,1423875,20484452,0
486,Arizona,11/14/2020,153,1856451,308438,1504468,3043793,0
487,Arizona,11/21/2020,157,1989601,325985,1619067,0,0
