Date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,American Samoa,Northern Mariana Islands,Virgin Islands
2020-06-03,220.0,28.0,1092.0,249.0,2265.0,272.0,112.0,27.0,130.0,1317.0,687.0,2.0,0.0,0.0,982.0,475.0,281.0,127.0,225.0,387.0,41.0,807.0,429.0,304.0,362.0,281.0,185.0,2.0,269.0,93.0,46.0,541.0,116.0,1045.0,1253.0,33.0,442.0,113.0,64.0,557.0,88.0,107.0,0.0,95.0,491.0,1553.0,295.0,2.0,666.0,248.0,21.0,483.0,3.0,0.0,1.0,0.0
2020-06-04,308.0,8.0,530.0,358.0,2933.0,300.0,148.0,34.0,104.0,1419.0,965.0,2.0,2.0,57.0,929.0,384.0,506.0,75.0,295.0,429.0,28.0,876.0,471.0,206.0,403.0,238.0,238.0,14.0,254.0,178.0,81.0,478.0,213.0,1048.0,799.0,27.0,490.0,102.0,75.0,574.0,485.0,106.0,0.0,85.0,357.0,1680.0,316.0,36.0,951.0,260.0,25.0,492.0,6.0,0.0,2.0,1.0
2020-06-05,648.0,11.0,1553.0,226.0,3499.0,255.0,221.0,27.0,79.0,1305.0,762.0,0.0,9.0,121.0,1156.0,482.0,348.0,139.0,272.0,427.0,36.0,912.0,494.0,5536.0,707.0,209.0,130.0,2.0,267.0,180.0,77.0,825.0,319.0,1075.0,1220.0,39.0,476.0,100.0,96.0,483.0,112.0,116.0,1038.0,30.0,474.0,1808.0,439.0,1.0,676.0,459.0,17.0,357.0,12.0,0.0,0.0,0.0
2020-06-06,445.0,12.0,1012.0,450.0,2746.0,233.0,358.0,72.0,70.0,1270.0,738.0,0.0,9.0,28.0,975.0,419.0,324.0,55.0,310.0,497.0,42.0,712.0,575.0,452.0,521.0,270.0,375.0,-1.0,166.0,182.0,66.0,566.0,128.0,1108.0,1423.0,71.0,353.0,52.0,0.0,672.0,295.0,0.0,0.0,90.0,513.0,2042.0,546.0,19.0,865.0,284.0,17.0,322.0,6.0,0.0,0.0,0.0
2020-06-07,422.0,8.0,1538.0,325.0,2034.0,153.0,150.0,97.0,63.0,1180.0,539.0,0.0,2.0,0.0,867.0,400.0,234.0,45.0,0.0,330.0,46.0,491.0,304.0,419.0,385.0,231.0,75.0,5.0,92.0,178.0,24.0,279.0,140.0,781.0,907.0,45.0,365.0,91.0,92.0,415.0,70.0,0.0,833.0,71.0,316.0,1045.0,268.0,17.0,1284.0,311.0,8.0,264.0,8.0,0.0,1.0,0.0
2020-06-08,491.0,19.0,689.0,314.0,3345.0,182.0,124.0,30.0,57.0,966.0,599.0,0.0,1.0,50.0,658.0,226.0,295.0,138.0,189.0,234.0,18.0,431.0,190.0,296.0,338.0,498.0,149.0,3.0,122.0,147.0,36.0,348.0,122.0,702.0,892.0,19.0,361.0,55.0,260.0,410.0,61.0,201.0,514.0,33.0,512.0,992.0,256.0,12.0,570.0,300.0,17.0,203.0,13.0,0.0,1.0,0.0
2020-06-09,566.0,10.0,618.0,340.0,3034.0,164.0,87.0,48.0,85.0,1096.0,752.0,1.0,6.0,32.0,797.0,410.0,230.0,65.0,231.0,562.0,18.0,500.0,263.0,54.0,299.0,355.0,153.0,6.0,132.0,229.0,0.0,316.0,43.0,683.0,710.0,21.0,325.0,158.0,66.0,530.0,139.0,49.0,428.0,52.0,570.0,1738.0,237.0,9.0,487.0,252.0,8.0,270.0,10.0,0.0,2.0,0.0
2020-06-10,825.0,20.0,1556.0,288.0,3165.0,152.0,168.0,36.0,63.0,1371.0,731.0,0.0,3.0,39.0,625.0,304.0,389.0,141.0,176.0,418.0,31.0,561.0,267.0,184.0,346.0,360.0,168.0,7.0,140.0,173.0,99.0,566.0,145.0,674.0,1246.0,40.0,413.0,120.0,72.0,447.0,144.0,65.0,531.0,81.0,355.0,2559.0,305.0,11.0,439.0,262.0,25.0,285.0,10.0,0.0,0.0,1.0
2020-06-11,711.0,17.0,1415.0,448.0,3711.0,148.0,114.0,50.0,52.0,1698.0,993.0,3.0,7.0,0.0,766.0,411.0,347.0,73.0,62.0,442.0,30.0,732.0,511.0,267.0,447.0,0.0,200.0,2.0,257.0,255.0,31.0,495.0,117.0,736.0,1111.0,39.0,429.0,143.0,177.0,565.0,23.0,106.0,682.0,61.0,410.0,1954.0,388.0,15.0,470.0,284.0,23.0,333.0,29.0,0.0,0.0,0.0
2020-06-12,1035.0,15.0,1772.0,731.0,3410.0,175.0,228.0,67.0,65.0,1902.0,810.0,0.0,14.0,93.0,595.0,398.0,377.0,150.0,221.0,523.0,54.0,416.0,392.0,223.0,479.0,608.0,298.0,10.0,207.0,231.0,42.0,367.0,159.0,822.0,1833.0,36.0,420.0,223.0,140.0,595.0,184.0,85.0,729.0,77.0,778.0,2111.0,325.0,9.0,564.0,366.0,32.0,320.0,18.0,0.0,0.0,0.0
2020-06-13,959.0,29.0,1621.0,548.0,3451.0,195.0,305.0,56.0,55.0,2581.0,1021.0,0.0,17.0,0.0,673.0,397.0,367.0,47.0,279.0,1288.0,36.0,692.0,336.0,164.0,377.0,257.0,227.0,15.0,118.0,293.0,48.0,456.0,95.0,916.0,1428.0,42.0,427.0,224.0,0.0,467.0,154.0,0.0,785.0,91.0,431.0,2141.0,404.0,6.0,658.0,283.0,25.0,272.0,23.0,0.0,0.0,0.0
2020-06-14,818.0,7.0,1046.0,406.0,2127.0,113.0,94.0,35.0,58.0,2016.0,877.0,0.0,5.0,46.0,672.0,366.0,209.0,81.0,0.0,336.0,36.0,396.0,208.0,218.0,299.0,168.0,39.0,13.0,90.0,204.0,19.0,284.0,102.0,694.0,1419.0,22.0,297.0,158.0,0.0,252.0,121.0,0.0,840.0,65.0,794.0,1587.0,332.0,2.0,637.0,333.0,16.0,240.0,10.0,0.0,0.0,0.0
2020-06-15,303.0,3.0,1138.0,416.0,3608.0,169.0,147.0,76.0,32.0,1758.0,733.0,2.0,8.0,0.0,473.0,521.0,156.0,218.0,202.0,553.0,17.0,331.0,87.0,31.0,222.0,283.0,350.0,8.0,121.0,114.0,27.0,244.0,122.0,620.0,850.0,21.0,428.0,186.0,443.0,394.0,79.0,146.0,583.0,30.0,661.0,1709.0,295.0,1.0,380.0,372.0,32.0,174.0,19.0,0.0,0.0,0.0
2020-06-16,549.0,12.0,2341.0,274.0,3529.0,143.0,114.0,63.0,19.0,2783.0,664.0,1.0,0.0,63.0,623.0,356.0,97.0,92.0,0.0,534.0,9.0,377.0,195.0,184.0,189.0,353.0,265.0,5.0,187.0,368.0,19.0,353.0,88.0,631.0,793.0,23.0,434.0,228.0,278.0,386.0,61.0,71.0,612.0,38.0,747.0,3276.0,329.0,3.0,445.0,257.0,19.0,266.0,10.0,0.0,0.0,0.0
2020-06-17,907.0,20.0,1752.0,415.0,4276.0,229.0,80.0,41.0,29.0,2610.0,952.0,2.0,8.0,170.0,546.0,227.0,281.0,233.0,348.0,928.0,17.0,560.0,266.0,228.0,414.0,489.0,220.0,16.0,193.0,171.0,72.0,301.0,132.0,567.0,1027.0,42.0,412.0,259.0,120.0,319.0,52.0,49.0,566.0,84.0,363.0,4355.0,407.0,-1.0,444.0,406.0,35.0,258.0,25.0,0.0,0.0,1.0
2020-06-18,735.0,13.0,2508.0,322.0,4871.0,230.0,11.0,55.0,56.0,3207.0,882.0,4.0,18.0,111.0,593.0,425.0,401.0,109.0,202.0,0.0,42.0,260.0,271.0,301.0,379.0,0.0,313.0,25.0,183.0,315.0,14.0,425.0,88.0,618.0,1233.0,27.0,700.0,451.0,148.0,405.0,108.0,56.0,977.0,59.0,656.0,3447.0,495.0,5.0,463.0,415.0,42.0,420.0,30.0,0.0,0.0,0.0
2020-06-19,549.0,13.0,3465.0,703.0,4132.0,286.0,117.0,112.0,49.0,3822.0,1097.0,8.0,27.0,128.0,692.0,308.0,413.0,268.0,257.0,-119.0,35.0,319.0,228.0,299.0,356.0,0.0,306.0,11.0,174.0,355.0,36.0,419.0,107.0,796.0,1618.0,33.0,609.0,352.0,206.0,498.0,84.0,68.0,1075.0,49.0,1247.0,4069.0,586.0,9.0,555.0,617.0,50.0,278.0,29.0,0.0,0.0,0.0
2020-06-20,458.0,21.0,3217.0,511.0,4418.0,161.0,158.0,70.0,32.0,4049.0,1800.0,22.0,0.0,133.0,634.0,315.0,222.0,76.0,176.0,870.0,25.0,408.0,286.0,448.0,436.0,0.0,410.0,32.0,119.0,452.0,32.0,355.0,170.0,716.0,1605.0,25.0,530.0,331.0,0.0,401.0,268.0,0.0,1148.0,67.0,429.0,4615.0,643.0,3.0,650.0,451.0,32.0,385.0,6.0,0.0,0.0,0.0
2020-06-21,439.0,11.0,2464.0,419.0,3180.0,191.0,40.0,94.0,36.0,3494.0,892.0,0.0,25.0,2.0,658.0,362.0,467.0,39.0,120.0,393.0,19.0,350.0,125.0,166.0,453.0,0.0,431.0,19.0,105.0,264.0,26.0,321.0,135.0,664.0,1411.0,37.0,547.0,478.0,0.0,347.0,62.0,0.0,905.0,72.0,656.0,2862.0,394.0,12.0,551.0,198.0,33.0,280.0,18.0,0.0,0.0,3.0
2020-06-22,649.0,8.0,2008.0,522.0,6922.0,166.0,27.0,45.0,38.0,2926.0,1227.0,0.0,2.0,250.0,462.0,210.0,183.0,292.0,89.0,461.0,14.0,297.0,149.0,246.0,307.0,1688.0,192.0,17.0,151.0,288.0,14.0,305.0,129.0,552.0,1163.0,25.0,729.0,218.0,511.0,633.0,39.0,122.0,1005.0,29.0,451.0,5110.0,444.0,4.0,471.0,520.0,19.0,249.0,33.0,0.0,0.0,0.0
2020-06-23,1118.0,2.0,3779.0,595.0,7593.0,188.0,117.0,27.0,36.0,3286.0,1882.0,3.0,3.0,-2.0,601.0,238.0,323.0,109.0,302.0,1356.0,25.0,404.0,229.0,240.0,242.0,569.0,465.0,9.0,136.0,0.0,13.0,358.0,144.0,597.0,675.0,7.0,590.0,297.0,191.0,629.0,121.0,74.0,906.0,27.0,750.0,5218.0,394.0,1.0,529.0,480.0,41.0,263.0,24.0,0.0,0.0,0.0
2020-06-24,989.0,31.0,1812.0,697.0,5223.0,262.0,14.0,42.0,34.0,5511.0,1571.0,1.0,16.0,148.0,715.0,269.0,132.0,393.0,222.0,882.0,21.0,330.0,172.0,358.0,294.0,526.0,348.0,23.0,122.0,0.0,27.0,177.0,152.0,581.0,1888.0,42.0,632.0,479.0,170.0,479.0,135.0,73.0,1325.0,66.0,932.0,5770.0,484.0,20.0,520.0,498.0,38.0,432.0,28.0,0.0,0.0,0.0
2020-06-25,1002.0,23.0,3091.0,687.0,5716.0,324.0,81.0,91.0,31.0,5004.0,1714.0,5.0,16.0,463.0,894.0,515.0,772.0,177.0,254.0,938.0,53.0,440.0,226.0,434.0,360.0,1092.0,490.0,37.0,125.0,1331.0,40.0,335.0,202.0,749.0,945.0,31.0,892.0,438.0,124.0,465.0,57.0,34.0,1125.0,60.0,799.0,5787.0,590.0,7.0,432.0,494.0,63.0,464.0,44.0,0.0,0.0,4.0
2020-06-26,1023.0,21.0,3378.0,678.0,6272.0,317.0,65.0,37.0,26.0,8942.0,1900.0,16.0,15.0,0.0,857.0,485.0,344.0,355.0,242.0,1354.0,32.0,338.0,233.0,340.0,493.0,550.0,529.0,26.0,178.0,381.0,33.0,412.0,216.0,805.0,1686.0,28.0,987.0,399.0,250.0,724.0,45.0,21.0,1313.0,56.0,1410.0,5674.0,676.0,7.0,624.0,556.0,36.0,520.0,42.0,0.0,0.0,1.0
2020-06-27,180.0,19.0,3465.0,570.0,3860.0,226.0,147.0,74.0,31.0,9585.0,1990.0,0.0,6.0,457.0,786.0,435.0,356.0,155.0,308.0,0.0,52.0,335.0,373.0,350.0,417.0,465.0,359.0,23.0,251.0,1099.0,46.0,311.0,211.0,703.0,1654.0,37.0,817.0,299.0,276.0,570.0,144.0,0.0,1604.0,91.0,728.0,5583.0,578.0,2.0,677.0,344.0,52.0,539.0,24.0,0.0,0.0,0.0
2020-06-28,1420.0,28.0,3796.0,508.0,5018.0,285.0,97.0,135.0,32.0,8530.0,2225.0,0.0,27.0,0.0,646.0,355.0,447.0,230.0,65.0,1467.0,37.0,327.0,224.0,267.0,516.0,361.0,99.0,11.0,124.0,821.0,30.0,325.0,190.0,616.0,1436.0,37.0,854.0,301.0,247.0,421.0,123.0,0.0,1381.0,55.0,0.0,4791.0,472.0,2.0,489.0,501.0,50.0,457.0,25.0,0.0,0.0,0.0
2020-06-29,1086.0,22.0,625.0,439.0,8948.0,204.0,59.0,150.0,44.0,5266.0,2207.0,6.0,1.0,430.0,738.0,298.0,325.0,362.0,115.0,845.0,28.0,477.0,101.0,277.0,312.0,675.0,172.0,56.0,143.0,734.0,13.0,133.0,173.0,864.0,1488.0,44.0,737.0,228.0,144.0,620.0,61.0,103.0,1324.0,35.0,2125.0,6389.0,564.0,6.0,453.0,564.0,38.0,315.0,33.0,0.0,0.0,0.0
2020-06-30,888.0,35.0,4683.0,520.0,7960.0,204.0,152.0,98.0,35.0,6093.0,1874.0,4.0,17.0,365.0,724.0,366.0,229.0,161.0,277.0,1014.0,34.0,305.0,114.0,505.0,442.0,680.0,197.0,48.0,135.0,562.0,22.0,434.0,165.0,51.0,1591.0,37.0,743.0,582.0,171.0,662.0,215.0,49.0,1755.0,48.0,1212.0,6303.0,553.0,0.0,598.0,608.0,35.0,601.0,37.0,0.0,0.0,0.0
2020-07-01,1170.0,38.0,4877.0,420.0,7779.0,314.0,58.0,36.0,38.0,6563.0,2951.0,10.0,9.0,253.0,828.0,358.0,440.0,460.0,218.0,2083.0,41.0,359.0,0.0,361.0,413.0,653.0,104.0,49.0,133.0,645.0,20.0,301.0,129.0,625.0,1424.0,39.0,1076.0,362.0,275.0,637.0,72.0,40.0,1520.0,62.0,1806.0,9122.0,499.0,2.0,416.0,713.0,74.0,540.0,27.0,0.0,0.0,9.0
2020-07-02,1693.0,40.0,3340.0,878.0,8177.0,323.0,74.0,221.0,25.0,10109.0,3467.0,13.0,20.0,223.0,-5.0,435.0,745.0,172.0,237.0,1383.0,34.0,505.0,456.0,589.0,494.0,870.0,1626.0,67.0,142.0,632.0,20.0,477.0,244.0,875.0,1465.0,42.0,0.0,412.0,363.0,844.0,71.0,88.0,1782.0,67.0,1575.0,7310.0,554.0,17.0,532.0,757.0,74.0,539.0,36.0,0.0,1.0,2.0
2020-07-03,915.0,47.0,4427.0,547.0,4170.0,260.0,71.0,192.0,45.0,9488.0,2784.0,0.0,29.0,401.0,1742.0,528.0,204.0,657.0,297.0,1728.0,45.0,538.0,290.0,497.0,414.0,914.0,558.0,45.0,208.0,985.0,35.0,418.0,256.0,918.0,2046.0,65.0,2392.0,538.0,342.0,770.0,75.0,50.0,1831.0,85.0,1822.0,6150.0,596.0,9.0,658.0,351.0,73.0,579.0,32.0,0.0,0.0,6.0
2020-07-04,961.0,48.0,2695.0,587.0,2245.0,254.0,0.0,73.0,12.0,11458.0,2826.0,0.0,24.0,376.0,862.0,517.0,598.0,252.0,0.0,0.0,24.0,380.0,210.0,406.0,0.0,990.0,456.0,39.0,167.0,857.0,15.0,303.0,287.0,726.0,1408.0,57.0,926.0,579.0,294.0,542.0,104.0,0.0,1854.0,50.0,1428.0,6477.0,676.0,2.0,716.0,642.0,79.0,738.0,24.0,0.0,0.0,13.0
2020-07-05,806.0,27.0,3536.0,605.0,11507.0,199.0,0.0,132.0,35.0,10059.0,2197.0,0.0,24.0,363.0,639.0,769.0,456.0,170.0,0.0,1937.0,18.0,291.0,136.0,360.0,512.0,226.0,263.0,45.0,102.0,843.0,25.0,392.0,193.0,533.0,1322.0,37.0,967.0,283.0,300.0,460.0,129.0,0.0,1461.0,35.0,1176.0,3581.0,410.0,11.0,639.0,1057.0,57.0,522.0,28.0,0.0,0.0,0.0
2020-07-06,910.0,29.0,3352.0,439.0,6475.0,192.0,259.0,165.0,33.0,6336.0,1548.0,21.0,7.0,319.0,614.0,323.0,241.0,557.0,776.0,1101.0,8.0,272.0,163.0,326.0,433.0,357.0,460.0,37.0,117.0,491.0,17.0,242.0,251.0,518.0,1783.0,33.0,806.0,431.0,165.0,718.0,669.0,0.0,1533.0,42.0,723.0,10033.0,517.0,2.0,354.0,434.0,180.0,484.0,41.0,0.0,0.0,1.0
2020-07-07,1416.0,18.0,3639.0,259.0,12968.0,407.0,57.0,121.0,54.0,7347.0,3406.0,2.0,41.0,487.0,1709.0,102.0,395.0,222.0,367.0,1936.0,17.0,492.0,201.0,633.0,564.0,957.0,773.0,78.0,155.0,876.0,18.0,323.0,220.0,588.0,1515.0,49.0,948.0,858.0,210.0,805.0,129.0,163.0,972.0,58.0,1475.0,10359.0,564.0,3.0,638.0,523.0,63.0,495.0,34.0,0.0,0.0,4.0
2020-07-08,1801.0,41.0,3520.0,734.0,8281.0,452.0,75.0,48.0,73.0,9989.0,3420.0,4.0,23.0,430.0,980.0,437.0,471.0,472.0,400.0,1888.0,20.0,465.0,264.0,651.0,456.0,674.0,759.0,44.0,224.0,516.0,20.0,199.0,290.0,692.0,1397.0,73.0,1277.0,674.0,212.0,827.0,31.0,50.0,1557.0,79.0,2472.0,9364.0,722.0,2.0,635.0,647.0,202.0,598.0,31.0,0.0,0.0,6.0
2020-07-09,1546.0,46.0,4057.0,806.0,9613.0,409.0,101.0,69.0,37.0,8935.0,2837.0,2.0,36.0,460.0,1018.0,512.0,630.0,453.0,326.0,1843.0,26.0,586.0,295.0,512.0,574.0,703.0,793.0,95.0,198.0,603.0,21.0,279.0,234.0,584.0,1969.0,100.0,1150.0,603.0,371.0,830.0,117.0,39.0,1782.0,94.0,1605.0,11659.0,601.0,16.0,613.0,639.0,119.0,754.0,29.0,0.0,0.0,22.0
2020-07-10,1634.0,55.0,4221.0,751.0,8523.0,666.0,78.0,121.0,64.0,11433.0,4490.0,1.0,28.0,500.0,1327.0,725.0,918.0,518.0,427.0,2642.0,13.0,463.0,213.0,622.0,604.0,1031.0,690.0,127.0,154.0,1004.0,18.0,397.0,298.0,786.0,2376.0,84.0,1525.0,595.0,266.0,942.0,275.0,69.0,1728.0,65.0,1955.0,9282.0,867.0,5.0,943.0,604.0,157.0,845.0,21.0,0.0,0.0,9.0
2020-07-11,1473.0,77.0,3038.0,1061.0,7023.0,400.0,0.0,91.0,58.0,10360.0,3184.0,0.0,42.0,577.0,1195.0,779.0,486.0,384.0,449.0,2167.0,21.0,557.0,288.0,685.0,804.0,797.0,549.0,84.0,221.0,930.0,33.0,368.0,224.0,730.0,1874.0,88.0,1358.0,687.0,397.0,718.0,229.0,0.0,2280.0,53.0,1460.0,8246.0,632.0,6.0,851.0,866.0,163.0,926.0,49.0,0.0,2.0,14.0
2020-07-12,1979.0,90.0,2537.0,503.0,5487.0,322.0,0.0,61.0,46.0,15300.0,2534.0,0.0,20.0,397.0,954.0,533.0,752.0,294.0,268.0,1319.0,19.0,642.0,199.0,406.0,710.0,868.0,292.0,81.0,174.0,845.0,30.0,376.0,255.0,677.0,1865.0,91.0,1378.0,456.0,319.0,564.0,288.0,0.0,1949.0,45.0,954.0,8231.0,629.0,13.0,888.0,1077.0,98.0,769.0,23.0,0.0,0.0,14.0
2020-07-13,1387.0,62.0,1357.0,572.0,9145.0,323.0,223.0,75.0,59.0,12624.0,3637.0,2.0,23.0,501.0,883.0,425.0,221.0,664.0,264.0,1705.0,19.0,418.0,230.0,422.0,491.0,393.0,466.0,85.0,227.0,832.0,14.0,287.0,263.0,557.0,1898.0,108.0,1261.0,511.0,268.0,570.0,356.0,175.0,1520.0,25.0,3314.0,7156.0,546.0,5.0,972.0,546.0,69.0,494.0,41.0,0.0,0.0,25.0
2020-07-14,2116.0,41.0,4273.0,873.0,12679.0,450.0,20.0,90.0,40.0,9194.0,3391.0,0.0,21.0,316.0,707.0,648.0,235.0,242.0,570.0,2215.0,8.0,733.0,303.0,666.0,398.0,862.0,981.0,109.0,318.0,1104.0,23.0,455.0,223.0,912.0,2331.0,51.0,1142.0,994.0,367.0,951.0,113.0,101.0,2221.0,48.0,1514.0,10398.0,448.0,4.0,801.0,742.0,94.0,964.0,47.0,0.0,3.0,0.0
2020-07-15,1910.0,51.0,3257.0,485.0,8683.0,469.0,106.0,81.0,80.0,10181.0,3875.0,1.0,28.0,729.0,1187.0,685.0,670.0,462.0,454.0,2089.0,12.0,756.0,217.0,1049.0,572.0,1025.0,822.0,144.0,262.0,849.0,22.0,413.0,327.0,831.0,1837.0,72.0,1316.0,1074.0,276.0,973.0,256.0,52.0,1856.0,80.0,2273.0,11372.0,413.0,13.0,1084.0,1262.0,150.0,821.0,35.0,0.0,0.0,37.0
2020-07-16,1934.0,63.0,3259.0,817.0,9805.0,571.0,114.0,64.0,50.0,13965.0,3449.0,1.0,19.0,685.0,1257.0,710.0,814.0,468.0,406.0,2280.0,20.0,648.0,234.0,926.0,605.0,1230.0,836.0,135.0,155.0,1447.0,26.0,274.0,297.0,769.0,1871.0,103.0,1290.0,626.0,428.0,852.0,195.0,71.0,1838.0,42.0,2479.0,13947.0,954.0,7.0,904.0,753.0,100.0,900.0,41.0,0.0,1.0,6.0
2020-07-17,2024.0,43.0,3910.0,648.0,8977.0,618.0,143.0,223.0,39.0,11466.0,3905.0,0.0,23.0,619.0,1427.0,733.0,553.0,571.0,522.0,2179.0,38.0,707.0,298.0,754.0,666.0,1032.0,903.0,135.0,227.0,1380.0,26.0,97.0,318.0,776.0,1862.0,124.0,1679.0,700.0,293.0,979.0,546.0,82.0,1977.0,95.0,2279.0,11751.0,727.0,9.0,1002.0,970.0,126.0,880.0,43.0,0.0,0.0,14.0
2020-07-18,2029.0,60.0,2742.0,771.0,7375.0,444.0,0.0,92.0,79.0,10328.0,4688.0,0.0,20.0,550.0,1276.0,841.0,410.0,305.0,579.0,0.0,9.0,835.0,359.0,745.0,457.0,1017.0,934.0,105.0,120.0,1182.0,23.0,289.0,280.0,754.0,2522.0,115.0,1541.0,917.0,347.0,702.0,333.0,0.0,1552.0,73.0,2517.0,9436.0,760.0,4.0,940.0,934.0,111.0,978.0,39.0,0.0,0.0,20.0
2020-07-19,1552.0,83.0,2359.0,695.0,5939.0,354.0,0.0,90.0,67.0,12478.0,3249.0,0.0,27.0,571.0,965.0,917.0,500.0,303.0,977.0,3116.0,42.0,925.0,296.0,530.0,734.0,792.0,794.0,62.0,102.0,1288.0,15.0,-8.0,235.0,502.0,1711.0,112.0,1111.0,209.0,430.0,584.0,610.0,0.0,2374.0,44.0,1779.0,8043.0,785.0,12.0,1057.0,795.0,96.0,830.0,18.0,0.0,0.0,0.0
2020-07-20,1503.0,76.0,1559.0,699.0,10982.0,424.0,162.0,105.0,78.0,10347.0,2453.0,5.0,12.0,394.0,1172.0,635.0,530.0,660.0,253.0,3186.0,24.0,554.0,255.0,527.0,903.0,1251.0,642.0,87.0,264.0,948.0,46.0,240.0,244.0,519.0,1428.0,107.0,1236.0,170.0,268.0,1038.0,398.0,111.0,1459.0,37.0,1639.0,8830.0,409.0,10.0,945.0,839.0,94.0,703.0,61.0,0.0,1.0,21.0
2020-07-21,1364.0,102.0,3500.0,728.0,11079.0,493.0,41.0,122.0,88.0,9440.0,3406.0,0.0,25.0,555.0,942.0,710.0,378.0,273.0,646.0,1691.0,12.0,860.0,244.0,664.0,350.0,1635.0,1118.0,91.0,343.0,815.0,13.0,351.0,302.0,855.0,1985.0,81.0,1047.0,890.0,292.0,996.0,479.0,82.0,1892.0,76.0,2190.0,8283.0,486.0,6.0,996.0,660.0,88.0,1117.0,51.0,0.0,0.0,0.0
2020-07-22,1994.0,82.0,1926.0,591.0,11791.0,639.0,127.0,46.0,102.0,9785.0,3314.0,11.0,17.0,499.0,1611.0,757.0,487.0,551.0,480.0,2771.0,-1.0,627.0,287.0,671.0,504.0,1547.0,1288.0,101.0,296.0,1129.0,33.0,443.0,311.0,705.0,2060.0,160.0,1527.0,972.0,254.0,742.0,98.0,76.0,1705.0,58.0,2473.0,11525.0,566.0,0.0,1022.0,732.0,40.0,712.0,50.0,0.0,0.0,16.0
2020-07-23,2091.0,60.0,2335.0,1013.0,9097.0,615.0,9.0,132.0,42.0,10249.0,4305.0,7.0,55.0,415.0,1621.0,929.0,588.0,475.0,607.0,2296.0,15.0,664.0,327.0,701.0,760.0,982.0,1547.0,97.0,332.0,1262.0,23.0,285.0,335.0,811.0,1849.0,126.0,1444.0,671.0,320.0,855.0,435.0,86.0,1564.0,66.0,2570.0,9511.0,521.0,11.0,844.0,850.0,240.0,1052.0,59.0,0.0,0.0,16.0
2020-07-24,2110.0,57.0,3357.0,990.0,9247.0,667.0,544.0,278.0,78.0,12444.0,4813.0,0.0,59.0,528.0,1600.0,996.0,638.0,598.0,785.0,2084.0,20.0,930.0,338.0,641.0,767.0,1532.0,1605.0,129.0,356.0,966.0,57.0,498.0,312.0,753.0,2603.0,121.0,1560.0,1147.0,391.0,1251.0,494.0,76.0,2001.0,57.0,2091.0,7359.0,863.0,8.0,1127.0,1038.0,201.0,1018.0,58.0,0.0,0.0,16.0
2020-07-25,1393.0,88.0,3740.0,732.0,6246.0,809.0,0.0,-27.0,68.0,12199.0,3768.0,0.0,71.0,0.0,1426.0,922.0,452.0,455.0,832.0,0.0,33.0,1288.0,283.0,550.0,803.0,1396.0,1372.0,221.0,221.0,931.0,40.0,549.0,313.0,750.0,1693.0,122.0,1438.0,965.0,0.0,861.0,573.0,0.0,1401.0,105.0,1718.0,9641.0,661.0,11.0,1245.0,799.0,122.0,953.0,41.0,0.0,2.0,0.0
2020-07-26,1760.0,186.0,1973.0,642.0,5457.0,547.0,0.0,115.0,63.0,9344.0,2765.0,0.0,63.0,913.0,1541.0,852.0,471.0,281.0,318.0,3840.0,24.0,694.0,369.0,1039.0,862.0,1173.0,1173.0,82.0,223.0,1027.0,21.0,534.0,254.0,536.0,1516.0,140.0,889.0,1204.0,654.0,671.0,603.0,0.0,1191.0,90.0,3140.0,3866.0,350.0,4.0,958.0,670.0,114.0,957.0,29.0,0.0,0.0,0.0
2020-07-27,1308.0,100.0,1813.0,824.0,6289.0,229.0,207.0,116.0,78.0,8892.0,2890.0,12.0,28.0,514.0,1231.0,535.0,339.0,516.0,504.0,2343.0,18.0,1128.0,289.0,512.0,650.0,627.0,1299.0,39.0,281.0,988.0,5.0,495.0,460.0,608.0,1979.0,110.0,1104.0,1400.0,330.0,1182.0,288.0,291.0,1218.0,49.0,2553.0,6450.0,436.0,2.0,1505.0,862.0,110.0,590.0,45.0,0.0,0.0,12.0
2020-07-28,1442.0,109.0,2107.0,734.0,12778.0,749.0,94.0,70.0,87.0,9230.0,4209.0,2.0,46.0,528.0,1074.0,771.0,232.0,250.0,525.0,1121.0,6.0,648.0,256.0,785.0,478.0,1304.0,1708.0,94.0,258.0,1105.0,59.0,547.0,289.0,534.0,1784.0,155.0,1320.0,1090.0,320.0,1043.0,409.0,210.0,1692.0,48.0,2555.0,8766.0,446.0,3.0,922.0,778.0,121.0,762.0,69.0,0.0,0.0,11.0
