date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,reproduction_rate,icu_patients,hosp_patients,weekly_hosp_admissions,new_tests,total_tests,new_tests_smoothed,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed
4/18/2020,743426,27994,28456.857,40951,1944,2165.857,1.02,,,,167400,4462750,158772,0.1792,5.6,,,,,,
4/19/2020,769349,25923,28321.286,42934,1983,2179.286,1.03,,,,134494,4597244,162051,0.1748,5.7,,,,,,
4/20/2020,799029,29680,28715,45179,2245,2217.429,1.03,,,,160743,4757987,168702,0.1702,5.9,,,,,,
4/21/2020,825199,26170,28397.143,47662,2483,2218.571,1.02,,,,221504,4979491,177126,0.1603,6.2,,,,,,
4/22/2020,854618,29419,28899.857,50119,2457,2200,1.01,,,,236186,5215677,186244,0.1552,6.4,,,,,,
4/23/2020,887386,32768,29301.571,52543,2424,2233.571,1,,,,233586,5449263,193246,0.1516,6.6,,,,,,
4/24/2020,919538,32152,29158,54712,2169,2243.571,1,,,,259960,5709223,201982,0.1444,6.9,,,,,,
4/25/2020,950532,30994,29586.571,56444,1732,2213.286,1,,,,219978,5929201,209493,0.1412,7.1,,,,,,
4/26/2020,977079,26547,29675.714,57850,1406,2130.857,0.99,,,,171858,6101059,214831,0.1381,7.2,,,,,,
4/27/2020,1000829,23750,28828.571,59330,1480,2021.571,0.98,,,,226457,6327516,224218,0.1286,7.8,,,,,,
4/28/2020,1025519,24690,28617.143,61571,2241,1987,0.97,,,,270276,6597792,231186,0.1238,8.1,,,,,,
4/29/2020,1051739,26220,28160.143,63962,2391,1977.571,0.96,,,,295391,6893183,239644,0.1175,8.5,,,,,,
4/30/2020,1080981,29242,27656.429,66154,2192,1944.429,0.96,,,,323374,7216557,252471,0.1095,9.1,,,,,,
5/1/2020,1116002,35021,28066.286,68063,1909,1907.286,0.97,,,,337413,7553970,263535,0.1065,9.4,,,,,,
5/2/2020,1143826,27824,27613.429,69804,1741,1908.571,0.97,,,,268752,7822722,270503,0.1021,9.8,,,,,,
5/3/2020,1168318,24492,27319.857,71007,1203,1879.571,0.96,,,,215981,8038703,276806,0.0987,10.1,,,,,,
5/4/2020,1192031,23713,27314.571,72365,1358,1862.143,0.95,,,,251786,8290489,280425,0.0974,10.3,,,,,,
5/5/2020,1216360,24329,27263,74586,2221,1859.286,0.93,,,,320259,8610748,287565,0.0948,10.5,,,,,,
5/6/2020,1240623,24263,26983.429,76905,2319,1849,0.92,,,,360224,8970972,296827,0.0909,11,,,,,,
5/7/2020,1268282,27659,26757.286,78822,1917,1809.714,0.91,,,,363168,9334140,302512,0.0885,11.3,,,,,,
5/8/2020,1295555,27273,25650.429,80594,1772,1790.143,0.91,,,,404323,9738463,312070,0.0822,12.2,,,,,,
5/9/2020,1320001,24446,25167.857,82058,1464,1750.571,0.9,,,,336157,10074620,321700,0.0782,12.8,,,,,,
5/10/2020,1339149,19148,24404.429,83059,1001,1721.714,0.91,,,,249369,10323989,326469,0.0748,13.4,,,,,,
5/11/2020,1358183,19034,23736,84093,1034,1675.429,0.91,,,,320783,10644772,336326,0.0706,14.2,,,,,,
5/12/2020,1381026,22843,23523.714,85684,1591,1585.429,0.92,,,,422718,11067490,350963,0.067,14.9,,,,,,
5/13/2020,1401601,20575,22996.857,87416,1732,1501.571,0.92,,,,450988,11518478,363929,0.0632,15.8,,,,,,
5/14/2020,1428133,26532,22835.857,89197,1781,1482.143,0.93,,,,450915,11969393,376465,0.0607,16.5,,,,,,
5/15/2020,1452955,24822,22485.714,90862,1665,1466.857,0.93,,,,446223,12415616,382450,0.0588,17,,,,,,
5/16/2020,1477188,24233,22455.286,92060,1198,1428.857,0.94,,,,366267,12781883,386752,0.0581,17.2,,,,,,
5/17/2020,1495986,18798,22405.286,92891,831,1404.571,0.95,,,,304766,13086649,394666,0.0568,17.6,,,,,,
5/18/2020,1518120,22134,22848.143,94110,1219,1431,0.96,,,,353744,13440393,399374,0.0572,17.5,,,,,,
5/19/2020,1538881,20761,22550.714,95555,1445,1410.143,0.96,,,,434397,13874790,401043,0.0562,17.8,,,,,,
5/20/2020,1561604,22723,22857.571,97052,1497,1376.571,0.95,,,,463433,14338223,402821,0.0567,17.6,,,,,,
5/21/2020,1587410,25806,22753.857,98246,1194,1292.714,0.95,,,,459895,14798118,404104,0.0563,17.8,,,,,,
5/22/2020,1611029,23619,22582,99450,1204,1226.857,0.94,,,,492764,15290882,410752,0.055,18.2,,,,,,
5/23/2020,1632008,20979,22117.143,100524,1074,1209.143,0.94,,,,390520,15681402,414217,0.0534,18.7,,,,,,
5/24/2020,1652599,20591,22373.286,101165,641,1182,0.95,,,,347056,16028458,420258,0.0532,18.8,,,,,,
5/25/2020,1671252,18653,21876,101762,597,1093.143,0.94,,,,329795,16358253,416837,0.0525,19.1,,,,,,
5/26/2020,1689828,18576,21563.857,102418,656,980.429,0.94,,,,462565,16820818,420861,0.0512,19.5,,,,,,
5/27/2020,1709235,19407,21090.143,103896,1478,977.714,0.94,,,,553882,17374700,433782,0.0486,20.6,,,,,,
5/28/2020,1730881,21646,20495.857,104985,1089,962.714,0.95,,,,536801,17911501,444769,0.0461,21.7,,,,,,
5/29/2020,1755616,24735,20655.286,106103,1118,950.429,0.97,,,,547844,18459345,452638,0.0456,21.9,,,,,,
5/30/2020,1779700,24084,21098.857,107053,950,932.714,0.98,,,,454454,18913799,461771,0.0457,21.9,,,,,,
5/31/2020,1799154,19454,20936.429,107674,621,929.857,0.98,,,,373878,19287677,465603,0.045,22.2,,,,,,
6/1/2020,1816120,16966,20695.429,108445,771,954.714,0.98,,,,440155,19727832,481368,0.043,23.3,,,,,,
6/2/2020,1837403,21283,21082.143,109428,983,1001.429,0.98,,,,523131,20250963,490021,0.043,23.2,,,,,,
6/3/2020,1857174,19771,21134.143,110437,1009,934.429,0.97,,,,583388,20834351,494236,0.0428,23.4,,,,,,
6/4/2020,1878897,21723,21145.143,111443,1006,922.571,0.97,,,,619529,21453880,506054,0.0418,23.9,,,,,,
6/5/2020,1903899,25002,21183.286,112321,878,888.286,0.98,,,,574362,22028242,509842,0.0415,24.1,,,,,,
6/6/2020,1925197,21298,20785.286,112958,637,843.571,0.98,,,,464989,22493231,511347,0.0406,24.6,,,,,,
6/7/2020,1943610,18413,20636.571,113415,457,820.143,0.99,,,,406242,22899473,515971,0.04,25,,,,,,
6/8/2020,1960116,16506,20570.857,113926,511,783,0.99,,,,450858,23350331,517500,0.0398,25.2,,,,,,
6/9/2020,1978210,18094,20115.286,114840,914,773.143,1,,,,561875,23912206,523035,0.0385,26,,,,,,
6/10/2020,1999279,21069,20300.714,115716,876,754.143,1.02,,,,630247,24542453,529729,0.0383,26.1,,,,,,
6/11/2020,2021663,22384,20395.143,116532,816,727,1.04,,,,616377,25158830,529279,0.0385,26,,,,,,
6/12/2020,2046989,25326,20441.429,117355,823,719.143,1.06,,,,618431,25777261,535574,0.0382,26.2,,,,,,
6/13/2020,2071961,24972,20966.286,118077,722,731.286,1.08,,,,532566,26309827,545228,0.0385,26,,,,,,
6/14/2020,2091381,19420,21110.143,118424,347,715.571,1.09,,,,414023,26723850,546340,0.0386,25.9,,,,,,
6/15/2020,2109903,18522,21398.143,118825,401,699.857,1.11,,,,508483,27232333,554572,0.0386,25.9,,,,,,
6/16/2020,2133742,23839,22218.857,119612,787,681.714,1.14,,,,674697,27907030,570689,0.0389,25.7,,,,,,
6/17/2020,2161132,27390,23121.857,120360,748,663.429,1.17,,,,708155,28615185,581819,0.0397,25.2,,,,,,
6/18/2020,2189446,28314,23969,121058,698,646.571,1.19,,,,704414,29319599,594396,0.0403,24.8,,,,,,
6/19/2020,2221143,31697,24879.143,121684,626,618.429,1.22,,,,706788,30026387,607018,0.041,24.4,,,,,,
6/20/2020,2253756,32613,25970.714,122257,573,597.143,1.24,,,,585706,30612093,614609,0.0423,23.7,,,,,,
6/21/2020,2279945,26189,26937.714,122574,317,592.857,1.26,,,,421824,31033917,615724,0.0437,22.9,,,,,,
6/22/2020,2310918,30973,28716.429,122952,378,589.571,1.28,,,,549485,31583402,621581,0.0462,21.6,,,,,,
6/23/2020,2348140,37222,30628.286,123691,739,582.714,1.29,,,,703581,32286983,625708,0.0489,20.4,,,,,,
6/24/2020,2384372,36232,31891.429,124446,755,583.714,1.29,,,,769341,33056324,634448,0.0503,19.9,,,,,,
6/25/2020,2424741,40369,33613.571,124994,548,562.286,1.29,,,,772242,33828566,644138,0.0522,19.2,,,,,,
6/26/2020,2470951,46210,35686.857,125620,626,562.286,1.3,,,,810266,34638832,658921,0.0542,18.5,,,,,,
6/27/2020,2512688,41737,36990.286,126116,496,551.286,1.3,,,,693674,35332506,674345,0.0549,18.2,,,,,,
6/28/2020,2554550,41862,39229.286,126437,321,551.857,1.3,,,,566350,35898856,694991,0.0564,17.7,,,,,,
6/29/2020,2594192,39642,40467.714,126806,369,550.571,1.29,,,,665104,36563960,711508,0.0569,17.6,,,,,,
6/30/2020,2642505,48313,42052.143,127365,559,524.857,1.28,,,,857314,37421274,733470,0.0573,17.4,,,,,,
7/1/2020,2694072,51567,44242.857,128063,698,516.714,1.27,,,,886420,38307694,750196,0.059,17,,,,,,
7/2/2020,2750421,56349,46525.714,128802,739,544,1.25,,,,860038,39167732,762738,0.061,16.4,,,,,,
7/3/2020,2803041,52620,47441.429,129479,677,551.286,1.23,,,,802408,39970140,761615,0.0623,16.1,,,,,,
7/4/2020,2851987,48946,48471.286,129781,302,523.571,1.22,,,,620705,40590845,751191,0.0645,15.5,,,,,,
7/5/2020,2902425,50438,49696.429,130103,322,523.714,1.21,,,,527819,41118664,745687,0.0666,15,,,,,,
7/6/2020,2945226,42801,50147.714,130474,371,524,1.21,,,,726550,41845214,754465,0.0665,15,,,,,,
7/7/2020,3004082,58856,51653.857,131616,1142,607.286,1.21,,,,904078,42749292,761145,0.0679,14.7,,,,,,
7/8/2020,3063803,59721,52818.714,132457,841,627.714,1.2,,,,981951,43731243,774793,0.0682,14.7,,,,,,
7/9/2020,3124678,60875,53465.286,133488,1031,669.429,1.2,,,,1013432,44744675,796706,0.0671,14.9,,,,,,
7/10/2020,3192456,67778,55630.714,134304,816,689.286,1.2,,,,1017522,45762197,827437,0.0672,14.9,,,,,,
7/11/2020,3253827,61371,57405.714,135058,754,753.857,1.19,,,,841246,46603443,858943,0.0668,15,,,,,,
7/12/2020,3314511,60684,58869.429,135531,473,775.429,1.19,,,,698910,47302353,883384,0.0666,15,,,,,,
7/13/2020,3372074,57563,60978.286,135966,435,784.571,1.18,,,,869059,48171412,903743,0.0675,14.8,,,,,,
7/14/2020,3438513,66439,62061.571,136862,896,749.429,1.16,,,,1004732,49176144,918122,0.0676,14.8,,,,,,
7/15/2020,3506479,67966,63239.429,137827,965,767.143,1.15,9245,33755,,1036450,50212594,925907,0.0683,14.6,,,,,,
7/16/2020,3582518,76039,65405.714,138788,961,757.143,1.13,9797,38532,,1030409,51243003,928333,0.0705,14.2,,,,,,
7/17/2020,3654769,72251,66044.714,139703,915,771.286,1.11,10700,40057,,1048529,52291532,932762,0.0708,14.1,,,,,,
7/18/2020,3718566,63797,66391.286,140585,882,789.571,1.1,10963,40372,,913402,53204934,943070,0.0704,14.2,,,,,,
7/19/2020,3780015,61449,66500.571,141061,476,790,1.09,10271,37895,,719204,53924138,945969,0.0703,14.2,,,,,,
7/20/2020,3840227,60212,66879,141590,529,803.429,1.08,11291,41136,,908557,54832695,951612,0.0703,14.2,,,,,,
7/21/2020,3905809,65582,66756.571,142686,1096,832,1.06,11458,42192,30554,1037475,55870170,956289,0.0698,14.3,,,,,,
7/22/2020,3976194,70385,67102.143,143911,1225,869.143,1.05,12487,46104,31354,1111114,56981284,966956,0.0694,14.4,,,,,,
7/23/2020,4044450,68256,65990.286,144997,1086,887,1.03,13910,47821,31680,1085306,58066590,974798,0.0677,14.8,,,,,,
7/24/2020,4118599,74149,66261.429,146091,1094,912.571,1.02,13623,46734,31871,1076127,59142717,978741,0.0677,14.8,,,,,,
7/25/2020,4185598,66999,66718.857,147060,969,925,1.01,14398,51815,32806,882942,60025659,974389,0.0685,14.6,,,,,,
7/26/2020,4241755,56157,65962.857,147594,534,933.286,1.01,12400,43044,33650,678469,60704128,968570,0.0681,14.7,,,,,,
7/27/2020,4297924,56169,65385.286,148694,1100,1014.857,1,14233,47176,34621,798619,61502747,952865,0.0686,14.6,,,,,,
7/28/2020,4361618,63694,65115.571,149916,1222,1032.857,0.99,14583,48118,35636,968984,62471731,943080,0.069,14.5,,,,,,
7/29/2020,4429993,68375,64828.429,151356,1440,1063.571,0.98,14025,45624,36276,1041547,63513278,933142,0.0695,14.4,,,,,,
7/30/2020,4497959,67966,64787,152645,1289,1092.571,0.96,14659,46842,36802,1039428,64552706,926588,0.0699,14.3,,,,,,
7/31/2020,4566426,68467,63975.286,153828,1183,1105.286,0.94,14609,46160,38023,991868,65544574,914551,0.07,14.3,,,,,,
8/1/2020,4625558,59132,62851.429,154947,1119,1126.714,0.93,14400,50413,38575,793746,66338320,901809,0.0697,14.3,,,,,,
8/2/2020,4671564,46006,61401.286,155404,457,1115.714,0.92,14053,50232,38563,625143,66963463,894191,0.0687,14.6,,,,,,
8/3/2020,4716846,45282,59846,155963,559,1038.429,0.92,14250,45305,38049,778237,67741700,891279,0.0671,14.9,,,,,,
8/4/2020,4771821,54975,58600.429,157218,1255,1043.143,0.92,14119,45147,37014,884876,68626576,879264,0.0666,15,,,,,,
8/5/2020,4827705,55884,56816,158626,1408,1038.571,0.92,14062,44671,36597,966859,69593435,868594,0.0654,15.3,,,,,,
8/6/2020,4884936,57231,55282.429,159807,1181,1023.143,0.92,13885,43884,36120,991961,70585396,861813,0.0641,15.6,,,,,,
8/7/2020,4945998,61062,54224.571,161098,1291,1038.571,0.92,13767,43203,34750,1016826,71602222,865378,0.0627,16,,,,,,
8/8/2020,5001174,55176,53659.429,162185,1087,1034,0.93,13356,41584,33370,816581,72418803,868640,0.0618,16.2,,,,,,
8/9/2020,5049311,48137,53963.857,162757,572,1050.429,0.93,13163,41472,33016,627473,73046276,868973,0.0621,16.1,,,,,,
8/10/2020,5094532,45221,53955.143,163274,517,1044.429,0.93,13183,42074,32634,786157,73832433,870105,0.062,16.1,,,,,,
8/11/2020,5147134,52602,53616.143,164371,1097,1021.857,0.93,13060,41650,32362,910426,74742859,873755,0.0614,16.3,,,,,,
8/12/2020,5199936,52802,53175.857,165886,1515,1037.143,0.92,12870,41826,31973,1029652,75772511,882725,0.0602,16.6,,,,,,
8/13/2020,5251466,51530,52361.429,166924,1038,1016.714,0.92,12680,41252,31657,981487,76753998,881229,0.0594,16.8,,,,,,
8/14/2020,5316539,65073,52934.429,168233,1309,1019.286,0.92,12516,39993,31565,962637,77716635,873488,0.0606,16.5,,,,,,
8/15/2020,5366195,49656,52145.857,169278,1045,1013.286,0.9,12246,38696,31649,768762,78485397,866656,0.0602,16.6,,,,,,
8/16/2020,5406298,40103,50998.143,169886,608,1018.429,0.89,11991,38847,31672,573529,79058926,858950,0.0594,16.8,,,,,,
8/17/2020,5441959,35661,49632.429,170355,469,1011.571,0.88,11971,39047,32158,678030,79736956,843503,0.0588,17,,,,,,
8/18/2020,5484863,42904,48247,171578,1223,1029.571,0.88,11960,38909,32110,896530,80633486,841518,0.0573,17.4,,,,,,
8/19/2020,5529125,44262,47027,172865,1287,997,0.88,11575,38016,31929,1005670,81639156,838092,0.0561,17.8,,,,,,
8/20/2020,5573713,44588,46035.286,173972,1107,1006.857,0.88,11266,37331,31756,997049,82636205,840315,0.0548,18.3,,,,,,
8/21/2020,5622502,48789,43709,175073,1101,977.143,0.88,11031,35985,31102,965836,83602041,840772,0.052,19.2,,,,,,
8/22/2020,5666906,44404,42958.714,176052,979,967.714,0.89,10779,34884,30884,794499,84396540,844449,0.0509,19.7,,,,,,
8/23/2020,5701471,34565,42167.571,176547,495,951.571,0.9,10738,34605,30417,561930,84958470,842792,0.05,20,,,,,,
8/24/2020,5736353,34882,42056.286,176989,442,947.714,0.91,10696,34797,29607,667639,85626109,841308,0.05,20,,,,,,
8/25/2020,5777280,40927,41773.857,178223,1234,949.286,0.92,10608,34489,29230,906930,86533039,842793,0.0496,20.2,,,,,,
8/26/2020,5821236,43956,41730.143,179401,1178,933.714,0.93,10388,33634,29376,1018351,87551390,844605,0.0494,20.2,,,,,,
8/27/2020,5867224,45988,41930.143,180516,1115,934.857,0.93,9909,33295,29132,1020765,88572155,847993,0.0494,20.2,,,,,,
8/28/2020,5913759,46535,41608.143,181457,941,912,0.93,9887,31908,29626,987921,89560076,851148,0.0489,20.5,,,,,,
8/29/2020,5958001,44242,41585,182440,983,912.571,0.94,9697,31178,29717,799232,90359308,851824,0.0488,20.5,,,,,,
8/30/2020,5992929,34928,41636.857,182889,449,906,0.95,9549,31074,29928,615374,90974682,859459,0.0484,20.6,,,,,,
8/31/2020,6025542,32613,41312.714,183383,494,913.429,0.95,9513,31403,30063,662801,91637483,858768,0.0481,20.8,,,,,,
9/1/2020,6068485,42943,41600.714,184444,1061,888.714,0.96,9476,31126,29818,908705,92546188,859021,0.0484,20.6,,,,,,
9/2/2020,6109127,40642,41127.286,185496,1052,870.714,0.95,9367,30837,29477,1028389,93574577,860455,0.0478,20.9,,,,,,
9/3/2020,6153480,44353,40893.714,186527,1031,858.714,0.95,9237,30313,29145,1033780,94608357,862315,0.0474,21.1,,,,,,
9/4/2020,6204170,50690,41487.286,187506,979,864.143,0.94,9231,29892,28543,1000473,95608830,864108,0.048,20.8,,,,,,
9/5/2020,6247679,43509,41382.571,188326,820,840.857,0.93,9091,28844,27700,817085,96425915,866658,0.0477,20.9,,,,,,
9/6/2020,6278729,31050,40828.571,188766,440,839.571,0.91,9010,28368,27097,566238,96992153,859639,0.0475,21.1,,,,,,
9/7/2020,6302626,23897,39583.429,189086,320,814.714,0.89,8974,28588,26611,415384,97407537,824293,0.048,20.8,,,,,,
9/8/2020,6328315,25689,37118.571,189554,468,730,0.9,8974,28961,26155,664715,98072252,789438,0.047,21.3,,,,,,
9/9/2020,6362852,34537,36246.429,190659,1105,737.571,0.92,8787,28781,26621,959959,99032211,779662,0.0465,21.5,,,,,,
9/10/2020,6398750,35898,35038.571,191583,924,722.286,0.95,8592,28029,27276,1088931,100121142,787541,0.0445,22.5,,,,,,
9/11/2020,6446770,48020,34657.143,192739,1156,747.571,0.98,8532,27370,27677,1101383,101222525,801956,0.0432,23.1,,,,,,
9/12/2020,6488458,41688,34397,193488,749,737.429,1,8312,26510,27964,866347,102088872,808994,0.0425,23.5,,,,,,
9/13/2020,6522990,34532,34894.429,193888,400,731.714,1.02,8261,26329,28406,628370,102717242,817870,0.0427,23.4,,,,,,
9/14/2020,6556158,33168,36218.857,194311,423,746.429,1.03,8267,26795,28034,709421,103426663,859875,0.0421,23.7,,,,,,
9/15/2020,6595701,39543,38198,195513,1202,851.286,1.04,8161,26942,28261,968566,104395229,903282,0.0423,23.6,,,,,,
9/16/2020,6634575,38874,38817.571,196468,955,829.857,1.05,8075,26380,27194,1140715,105535944,929105,0.0418,23.9,,,,,,
9/17/2020,6679827,45252,40153.857,197334,866,821.571,1.06,8026,26092,26262,1159133,106695077,939134,0.0428,23.4,,,,,,
9/18/2020,6729048,49221,40325.429,198294,960,793.571,1.06,7971,25839,25324,1230575,107925652,957590,0.0421,23.7,,,,,,
9/19/2020,6771787,42739,40475.571,199005,711,788.143,1.07,7834,25488,24705,938656,108864308,967919,0.0418,23.9,,,,,,
9/20/2020,6810705,38918,41102.143,199275,270,769.571,1.08,7842,25553,24027,624971,109489279,967434,0.0425,23.5,,,,,,
9/21/2020,6861298,50593,43591.429,199688,413,768.143,1.09,7857,26386,24196,751532,110240811,973450,0.0448,22.3,,,,,,
9/22/2020,6901459,40161,43679.714,200723,1035,744.286,1.06,7862,26440,24049,1030870,111271681,982350,0.0445,22.5,,,,,,
9/23/2020,6940311,38852,43676.571,201788,1065,760,1.04,7861,26483,24261,1206180,112477861,991702,0.044,22.7,,,,,,
9/24/2020,6987786,47475,43994.143,202695,907,765.857,1.03,7830,26406,24269,1203751,113681612,998076,0.0441,22.7,,,,,,
9/25/2020,7036334,48548,43898,203610,915,759.429,1.02,7813,26274,24384,1130912,114812524,983839,0.0446,22.4,,,,,,
9/26/2020,7081264,44930,44211,204393,783,769.714,1.02,7796,25903,24659,939726,115752250,983992,0.0449,22.3,,,,,,
9/27/2020,7119418,38154,44101.857,204705,312,775.714,1.02,8067,25970,24877,598247,116350497,980174,0.045,22.2,,,,,,
9/28/2020,7151867,32449,41509.857,205046,341,765.429,1.02,7915,27020,25358,669363,117019860,968436,0.0429,23.3,,,,,,
9/29/2020,7195381,43514,41988.857,205948,902,746.429,1.02,8043,27506,25714,985969,118005829,962021,0.0436,22.9,,,,,,
9/30/2020,7234460,39079,42021.286,206880,932,727.429,1.03,8070,27668,26017,1202212,119208041,961454,0.0437,22.9,,,,,,
10/1/2020,7280554,46094,41824,207796,916,728.714,1.04,8005,27477,26474,1224657,120432698,964441,0.0434,23.1,,,,,,
10/2/2020,7335684,55130,42764.286,208637,841,718.143,1.05,7957,27408,26723,1192971,121625669,973306,0.0439,22.8,,,,,,
10/3/2020,7386342,50658,43582.571,209323,686,704.286,1.06,7964,27270,27244,976872,122602541,978613,0.0445,22.5,,,,,,
10/4/2020,7420974,34632,43079.429,209692,369,712.429,1.06,8119,27870,27606,641828,123244369,984839,0.0437,22.9,,,,,,
10/5/2020,7459205,38231,43905.429,210174,482,732.571,1.07,8332,28952,28492,808850,124053219,1004766,0.0437,22.9,,,,,,
10/6/2020,7504424,45219,44149,210875,701,703.857,1.09,8569,29991,29767,1228843,125282062,1039462,0.0425,23.5,,,,,,
10/7/2020,7555641,51217,45883,211794,919,702,1.1,8638,30536,30587,1413879,126695941,1069700,0.0429,23.3,,,,,,
10/8/2020,7614556,58915,47714.571,212776,982,711.429,1.11,8624,31005,31382,1432257,128128198,1099357,0.0434,23,,,,,,
10/9/2020,7671306,56750,47946,213749,973,730.286,1.11,8723,31204,32247,1401471,129529669,1129143,0.0425,23.6,,,,,,
10/10/2020,7727046,55740,48672,214409,660,726.571,1.11,8730,30982,32785,1104317,130633986,1147349,0.0424,23.6,,,,,,
10/11/2020,7773878,46832,50414.857,214876,467,740.571,1.11,8819,31430,33666,748561,131382547,1162597,0.0434,23.1,,,,,,
10/12/2020,7815610,41732,50915,215274,398,728.571,1.11,9047,32758,33741,810853,132193400,1162883,0.0438,22.8,,,,,,
10/13/2020,7866701,51091,51753.857,216051,777,739.429,1.12,9412,33503,33794,1066306,133259706,1139663,0.0454,22,,,,,,
10/14/2020,7926004,59303,52909,217050,999,750.857,1.14,9291,33905,34339,1230919,134490625,1113526,0.0475,21,,,,,,
10/15/2020,7991121,65117,53795,217895,845,731.286,1.14,9478,34387,34784,1305341,135795966,1095395,0.0491,20.4,,,,,,
10/16/2020,8060244,69123,55562.571,218838,943,727,1.15,9538,34639,35600,1331043,137127009,1085334,0.0512,19.5,,,,,,
10/17/2020,8117936,57692,55841.429,219658,820,749.857,1.15,9516,34319,36367,1117397,138244406,1087203,0.0514,19.5,,,,,,
10/18/2020,8168925,50989,56435.286,220121,463,749.286,1.16,9725,35012,36994,771387,139015793,1090464,0.0518,19.3,,,,,,
10/19/2020,8235662,66737,60007.429,220611,490,762.429,1.17,10075,36431,37557,877024,139892817,1099917,0.0546,18.3,,,,,,
10/20/2020,8297358,61696,61522.429,221548,937,785.286,1.17,10214,37408,38333,1278943,141171760,1130293,0.0544,18.4,,,,,,
10/21/2020,8360676,63318,62096,222722,1174,810.286,1.17,10453,38138,38980,1480960,142652720,1166014,0.0533,18.8,,,,,,
10/22/2020,8436901,76225,63682.857,223579,857,812,1.18,10648,38848,39860,1533623,144186343,1198625,0.0531,18.8,,,,,,
10/23/2020,8519380,82479,65590.857,224529,950,813,1.19,10711,39073,40417,1466530,145652873,1217981,0.0539,18.6,,,,,,
10/24/2020,8603108,83728,69310.286,225492,963,833.429,1.19,10712,39343,41149,1180278,146833151,1226964,0.0565,17.7,,,,,,
10/25/2020,8665775,62667,70978.571,225950,458,832.714,1.18,10854,39986,41406,794221,147627372,1230226,0.0577,17.3,,,,,,
10/26/2020,8731751,65976,70869.857,226472,522,837.286,1.19,11110,41328,41730,955789,148583161,1241478,0.0571,17.5,,,,,,
10/27/2020,8808913,77162,73079.286,227483,1011,847.857,1.19,11434,42272,42148,1341165,149924326,1250367,0.0584,17.1,,,,,,
10/28/2020,8888179,79266,75357.571,228517,1034,827.857,1.2,11648,43436,43165,1504747,151429073,1253765,0.0601,16.6,,,,,,
10/29/2020,8979396,91217,77499.286,229520,1003,848.714,1.22,11824,44165,44178,1486950,152916023,1247097,0.0621,16.1,,,,,,
10/30/2020,9079486,100090,80015.143,230584,1064,865,1.23,11854,45113,45479,1502574,154418597,1252246,0.0639,15.7,,,,,,
10/31/2020,9170220,90734,81016,231515,931,860.429,1.25,11903,45137,46115,1220757,155639354,1258029,0.0644,15.5,,,,,,
11/1/2020,9275864,105644,87155.571,232018,503,866.857,1.28,12131,46088,47038,900094,156539448,1273154,0.0685,14.6,,,,,,
11/2/2020,9359195,83331,89634.857,232575,557,871.857,1.28,12594,47970,48328,1017850,157557298,1282020,0.0699,14.3,,,,,,
11/3/2020,9487028,127833,96873.571,234172,1597,955.571,1.29,12928,49105,49619,1365602,158922900,1285511,0.0754,13.3,,,,,,
11/4/2020,9591203,104175,100432,235292,1120,967.857,1.27,13003,50465,50688,1633648,160556548,1303925,0.077,13,,,,,,
11/5/2020,9721217,130014,105974.429,236457,1165,991,1.27,13228,51780,51994,1697381,162253929,1333987,0.0794,12.6,,,,,,
11/6/2020,9849029,127812,109934.714,237671,1214,1012.429,1.26,13357,52838,53369,1678867,163932796,1359171,0.0809,12.4,,,,,,
11/7/2020,9981150,132121,115847.143,238788,1117,1039,1.26,13479,53817,55449,1456412,165389208,1392836,0.0832,12,,,,,,
11/8/2020,10096503,115353,117234.143,239351,563,1047.571,1.26,14008,55711,57417,1011876,166401084,1408805,0.0832,12,,,,,,
11/9/2020,10214544,118041,122192.714,240110,759,1076.429,1.26,14409,58470,59225,1225726,167626810,1438502,0.0849,11.8,,,,,,
11/10/2020,10354811,140267,123969,241526,1416,1050.571,1.26,14835,61415,61656,1540302,169167112,1463459,0.0847,11.8,,,,,,
11/11/2020,10504299,149488,130442.286,242969,1443,1096.714,1.26,15116,63329,64015,1793628,170960740,1486313,0.0878,11.4,,,,,,
11/12/2020,10666059,161760,134977.429,244173,1204,1102.286,1.26,15592,65199,66110,1856092,172816832,1508986,0.0894,11.2,,,,,,
11/13/2020,10847183,181124,142593.429,245373,1200,1100.286,1.25,15862,66089,68035,1906536,174723368,1541510,0.0925,10.8,,,,,,
11/14/2020,11019465,172282,148330.714,246746,1373,1136.857,1.24,16238,67214,69814,1599494,176322862,1561951,0.095,10.5,,,,,,
11/15/2020,11157375,137910,151553.143,247534,788,1169,1.22,16808,69513,71639,1198312,177521174,1588584,0.0954,10.5,,,,,,
11/16/2020,11316547,159172,157429,248348,814,1176.857,1.21,17538,73098,73390,1494658,179015832,1627003,0.0968,10.3,,,,,,
11/17/2020,11480704,164157,160841.857,250057,1709,1218.714,1.19,18088,75496,75252,1905688,180921520,1679201,0.0958,10.4,,,,,,
11/18/2020,11654114,173410,164259.286,251999,1942,1290,1.18,18331,77317,76922,2101452,183022972,1723176,0.0953,10.5,,,,,,
11/19/2020,11846009,191895,168564.286,254041,2042,1409.714,1.17,18742,78341,78508,2078678,185101650,1754974,0.096,10.4,,,,,,
