date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,reproduction_rate,icu_patients,hosp_patients,weekly_hosp_admissions,new_tests,total_tests,new_tests_smoothed,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed
11/20/2020,12047442,201433,171465.571,255990,1949,1516.714,1.14,18916,79734,80283,2152114,187253764,1790057,0.0958,10.4,,,,,,
11/21/2020,12229464,182022,172857,257628,1638,1554.571,1.13,19091,79858,81657,1857601,189111365,1826929,0.0946,10.6,,,,,,
11/22/2020,12376109,146645,174104.857,258689,1061,1593.571,1.11,19658,81792,82545,1423284,190534649,1859068,0.0937,10.7,,,,,,
11/23/2020,12548047,171938,175928.571,259762,1073,1630.571,1.09,20176,84173,83417,1675344,192209993,1884880,0.0933,10.7,,,,,,
11/24/2020,12725277,177230,177796.143,261898,2136,1691.571,1.07,20572,86039,84715,1973445,194183438,1894560,0.0938,10.7,,,,,,
11/25/2020,12910164,184887,179435.714,264151,2253,1736,1.04,20831,87121,85845,2227968,196411406,1912633,0.0938,10.7,,,,,,
11/26/2020,13028544,118380,168933.571,265554,1403,1644.714,1.02,21025,86550,86419,1506540,197917946,1830899,0.0923,10.8,,,,,,
11/27/2020,13231558,203014,169159.429,267106,1552,1588,1.03,21327,88100,85020,1514521,199432467,1739815,0.0972,10.3,,,,,,
11/28/2020,13390309,158751,165835,268464,1358,1548,1.04,21483,89600,85974,1349664,200782131,1667252,0.0995,10.1,,,,,,
11/29/2020,13531141,140832,165004.571,269515,1051,1546.571,1.06,21919,92448,87382,1153078,201935209,1628651,0.1013,9.9,,,,,,
11/30/2020,13686818,155677,162681.571,270827,1312,1580.714,1.08,22500,95095,88259,1467334,203402543,1598936,0.1017,9.8,,,,,,
12/1/2020,13880847,194029,165081.429,273379,2552,1640.143,1.11,22868,96673,89208,1845997,205248540,1580729,0.1044,9.6,,,,,,
12/2/2020,14085341,204494,167882.429,276209,2830,1722.571,1.13,22962,97838,89902,2100997,207349537,1562590,0.1074,9.3,,,,,,
12/3/2020,14309479,224138,182990.714,279178,2969,1946.286,1.14,23043,97849,91087,2150034,209499571,1654518,0.1106,9,,,,,,
12/4/2020,14544782,235303,187603.429,281790,2612,2097.714,1.14,23123,98140,94018,2120539,211620110,1741092,0.1078,9.3,,,,,,
12/5/2020,14766683,221901,196624.857,284180,2390,2245.143,1.14,23172,97246,94854,1692809,213312919,1790113,0.1098,9.1,,,,,,
12/6/2020,14945888,179205,202106.714,285583,1403,2295.429,1.13,23435,98653,94877,1294114,214607033,1810261,0.1116,9,,,,,,
12/7/2020,15136027,190139,207029.857,287142,1559,2330.714,1.12,23892,101027,95428,1543129,216150162,1821088,0.1137,8.8,,,,,,
12/8/2020,15366956,230929,212301.286,289725,2583,2335.143,1.11,24197,102304,95762,1917689,218067851,1831330,0.1159,8.6,,,,,,
12/9/2020,15588083,221127,214677.429,292906,3181,2385.286,1.1,24612,104371,96919,2126526,220194377,1834977,0.117,8.5,,,,,,
12/10/2020,15822748,234665,216181.286,295892,2986,2387.714,1.09,24636,105048,98268,2184501,222378878,1839901,0.1175,8.5,,,,,,
12/11/2020,16062992,240244,216887.143,299273,3381,2497.571,1.08,24747,105653,99501,2059040,224437918,1831115,0.1184,8.4,,,,,,
12/12/2020,16285147,222155,216923.429,301806,2533,2518,1.07,24634,105358,100640,1723811,226161729,1835544,0.1182,8.5,,,,,,
12/13/2020,16471832,186685,217992,303465,1659,2554.571,1.06,25074,107402,101588,1251043,227412772,1829391,0.1192,8.4,25724,21693,4670,,,
12/14/2020,16672433,200601,219486.571,305114,1649,2567.429,1.06,25560,109689,102441,1497255,228910027,1822838,0.1204,8.3,30175,26004,4770,4451,4451,4311
12/15/2020,16894468,222035,218216,308101,2987,2625.143,1.05,25812,110996,103842,1946281,230856308,1826922,0.1194,8.4,79365,72965,5002,49190,26820,25636
12/16/2020,17135134,240666,221007.286,311834,3733,2704,1.04,25974,112009,104315,2079503,232935811,1820205,0.1214,8.2,238895,227011,5443,159530,71057,68439
12/17/2020,17372344,237210,221370.857,315284,3450,2770.286,1.03,25894,112445,104300,2056097,234991908,1801861,0.1229,8.1,510902,491865,6159,272007,121294,117543
12/18/2020,17621285,248941,222613.286,318226,2942,2707.571,1.01,25950,112114,104298,2024265,237016173,1796894,0.1239,8.1,925734,897742,7358,414832,180002,175210
12/19/2020,17823844,202559,219813.857,320980,2754,2739.143,0.99,25805,111086,104408,1712522,238728695,1795281,0.1224,8.2,1107591,1075553,8388,181857,180311,175643
12/20/2020,18009172,185328,219620,322749,1769,2754.857,0.98,26057,112401,104869,1278379,240007074,1799186,0.1221,8.2,1212655,1178602,9139,105064,169562,165273
12/21/2020,18198879,189707,218063.714,324546,1797,2776,0.97,26431,114648,105476,1531435,241538509,1804069,0.1209,8.3,1594898,1554046,10553,382243,223532,218292
12/22/2020,18400829,201950,215194.429,327844,3298,2820.429,0.95,26730,117527,106056,1990579,243529088,1810397,0.1189,8.4,2044190,1994479,13284,449292,280689,274502
12/23/2020,18626585,225756,213064.429,331223,3379,2769.857,0.94,26928,118105,106943,2282823,245811911,1839443,0.1158,8.6,2619170,2556723,16106,574980,340039,332816
12/24/2020,18831457,204872,208444.714,334145,2922,2694.429,0.92,26714,116273,107497,1894808,247706719,1816402,0.1148,8.7,2815564,2747884,17252,196394,329237,322288
12/25/2020,18940137,108680,188407.429,335650,1505,2489.143,0.91,26559,113495,106737,1078495,248785214,1681292,0.1121,8.9,2828222,2760396,17348,12658,271784,266093
12/26/2020,19159110,218973,190752.286,337563,1913,2369,0.94,26734,115520,104936,996236,249781450,1578965,0.1208,8.3,2970223,2898541,18269,142001,266090,260427
12/27/2020,19314090,154980,186416.857,339001,1438,2321.714,0.97,27063,118987,106216,951457,250732907,1532262,0.1217,8.2,3066889,2991921,19015,96666,264891,259046
12/28/2020,19480758,166668,183125.571,340878,1877,2333.143,1,27519,121424,106869,1312311,252045218,1500958,0.122,8.2,3655780,3566925,22965,588891,294412,287554
12/29/2020,19682437,201679,183086.857,344494,3616,2378.571,1.02,27782,122664,106708,1889747,253934965,1486554,0.1232,8.1,4374983,4267772,28024,719203,332970,324756
12/30/2020,19905351,222914,182680.857,348427,3933,2457.714,1.05,27697,123921,107060,2194856,256129821,1473987,0.1239,8.1,5215805,5089875,34973,840822,370948,361879
12/31/2020,20163450,258099,190284.714,351754,3327,2515.571,1.06,27748,123346,108010,1927658,258057479,1478680,0.1287,7.8,5634303,5498846,38001,418498,402677,392995
1/1/2021,20329703,166253,198509.429,353948,2194,2614,1.07,27471,121053,109535,1256746,259314225,1504144,0.132,7.6,5726881,5583718,44011,92578,414094,403332
1/2/2021,20625567,295864,209493.857,356547,2599,2712,1.1,27614,122668,111290,1121302,260435527,1522011,0.1376,7.3,5990510,5838217,46835,263629,431470,419954
1/3/2021,20829206,203639,216445.143,357984,1437,2711.857,1.1,28006,125595,112069,1053450,261488977,1536581,0.1409,7.1,6128779,5969264,49255,138269,437413,425335
1/4/2021,21010833,181627,218582.143,359964,1980,2726.571,1.1,28266,127426,112336,1412847,262901824,1550944,0.1409,7.1,6783821,6565131,94731,655042,446863,428315
1/5/2021,21242063,231230,222803.714,363568,3604,2724.857,1.1,28528,128858,113829,1976551,264878375,1563344,0.1425,7,7611173,7291438,182561,827352,462313,431952
1/6/2021,21498920,256857,227652.714,367492,3924,2723.571,1.11,28608,129805,114720,2341243,267219618,1584257,0.1437,7,8629218,8119512,354329,1018045,487630,432805
1/7/2021,21787513,288593,232009,371520,4028,2823.714,1.11,28491,128819,115039,2261937,269481555,1632011,0.1422,7,9796431,8984404,633212,1167213,594590,497937
1/8/2021,22090963,303450,251608.571,375709,4189,3108.714,1.1,28365,127893,116013,2154387,271635942,1760245,0.1429,7,11031272,9830889,994267,1234841,757770,606739
1/9/2021,22350488,259525,246417.286,378965,3256,3202.571,1.07,28187,126426,117656,1721181,273357123,1845942,0.1335,7.5,11540301,10201474,1122360,509029,792827,623322
1/10/2021,22563857,213369,247807.286,381069,2104,3297.857,1.04,28370,126538,116243,1171758,274528881,1862843,0.133,7.5,11791309,10378154,1191157,251008,808933,629841
1/11/2021,22774677,210820,251977.714,382906,1837,3277.429,1.01,28739,127639,115308,1532916,276061797,1879996,0.134,7.5,12860328,11101218,1512287,1069019,868072,648012
1/12/2021,22993560,218883,250213.857,387295,4389,3389.571,0.98,28891,127090,113846,2039756,278101553,1889025,0.1325,7.5,14117493,12017333,1825960,1257165,929474,675128
1/13/2021,23223387,229827,246352.429,391313,4018,3403,0.96,28734,126585,112599,2121251,280222804,1857598,0.1326,7.5,15437560,13044953,2095194,1320067,972620,703634
1/14/2021,23461422,238035,239129.857,395105,3792,3369.286,0.94,28527,133268,111773,2092474,282315278,1833389,0.1304,7.7,16749183,14198766,2230155,1311623,993250,744909
1/15/2021,23708437,247015,231067.714,398917,3812,3315.429,0.92,28422,123790,111022,2051829,284367107,1818738,0.127,7.9,18005377,15315660,2349838,1256194,996301,783539
1/16/2021,23917067,208630,223797,402494,3577,3361.286,0.9,28120,121139,109852,1599848,285966955,1801405,0.1242,8,18653729,15881339,2421415,648352,1016204,811409
1/17/2021,24093657,176590,218542.857,404485,1991,3345.143,0.88,27891,120835,108767,1079158,287046113,1788176,0.1222,8.2,18959415,16137518,2463397,305686,1024015,822766
1/18/2021,24234732,141075,208579.286,406050,1565,3306.286,0.87,27831,120422,107616,1298573,288344686,1754698,0.1189,8.4,19842644,16775020,2689808,883229,997474,810543
1/19/2021,24399012,164280,200778.857,408451,2401,3022.286,0.86,27584,119383,105530,1817789,290162475,1722989,0.1165,8.6,21185701,17739210,3042306,1343057,1009744,817411
1/20/2021,24584397,185385,194430,412893,4442,3082.857,0.85,27003,117143,103154,2143697,292306172,1726195,0.1126,8.9,22783440,18889991,3459341,1597739,1049411,835005
1/21/2021,24776710,192313,187898.286,417030,4137,3132.143,0.85,26517,114100,100805,2068358,294374530,1722750,0.1091,9.2,24409798,20216584,3730773,1626358,1094374,859688
1/22/2021,24966235,189525,179685.429,420807,3777,3127.143,0.85,26006,111835,98767,1939424,296313954,1706692,0.1053,9.5,26037521,21610803,3938106,1627723,1147449,899306
1/23/2021,25141092,174857,174860.714,424363,3556,3124.143,0.85,25364,108127,96480,1555857,297869811,1700408,0.1028,9.7,26946640,22355180,4087497,909119,1184702,924834
1/24/2021,25278920,137828,169323.286,426221,1858,3105.143,0.85,25121,107008,94451,1010413,298880224,1690587,0.1002,10,27344413,22657989,4174687,397773,1197857,931496
1/25/2021,25421032,142112,169471.429,427991,1770,3134.429,0.85,25003,106268,92177,1243708,300123932,1682749,0.1007,9.9,28718141,23519060,4658360,1373728,1267928,963434
1/26/2021,25565808,144776,166685.143,431973,3982,3360.286,0.85,24897,104627,90894,1794806,301918738,1679466,0.0992,10.1,30381728,24574961,5233575,1663587,1313718,976536
1/27/2021,25720940,155132,162363.286,436101,4128,3315.429,0.84,24360,102664,89327,2077340,303996078,1669987,0.0972,10.3,32314168,25827169,5873711,1932440,1361533,991025
1/28/2021,25888374,167434,158809.143,439951,3850,3274.429,0.84,23786,100052,87639,1919488,305915566,1648719,0.0963,10.4,34275124,27198612,6422540,1960956,1409332,997433
1/29/2021,26054218,165844,155426.143,443550,3599,3249,0.84,23121,96111,84647,1857184,307772750,1636971,0.0949,10.5,36191029,28574011,6909272,1915905,1450501,994744
1/30/2021,26199900,145682,151258.286,446451,2901,3155.429,0.84,22708,92548,82400,1448176,309220926,1621588,0.0933,10.7,37214733,29337951,7149651,1023704,1466870,997539
1/31/2021,26315322,115422,148057.429,448408,1957,3169.571,0.83,22503,91438,80527,951673,310172599,1613196,0.0918,10.9,37679500,29665561,7275127,464767,1476441,1001082
2/1/2021,26444686,129364,146236.286,450185,1777,3170.571,0.83,22230,90582,79093,1039089,311211688,1583965,0.0923,10.8,39063343,30437484,7839155,1383843,1477886,988346
2/2/2021,26558556,113870,141821.143,453718,3533,3106.429,0.81,21767,89004,76508,1641759,312853447,1562101,0.0908,11,40760085,31402110,8528476,1696742,1482622,975307
2/3/2021,26681661,123105,137245.857,457635,3917,3076.286,0.8,21405,87294,74576,1879119,314732566,1533784,0.0895,11.2,42904680,32667551,9352801,2144595,1512930,977197
2/4/2021,26805581,123920,131029.571,461519,3884,3081.143,0.79,20872,84604,73011,1939242,316671808,1536606,0.0853,11.7,45252351,34058356,10255370,2347671,1568175,979963
2/5/2021,26937236,131655,126145.429,465193,3674,3091.857,0.79,20354,82139,71948,1839289,318511097,1534050,0.0822,12.2,47615483,35420737,11203299,2363132,1632065,978104
2/6/2021,27048185,110949,121183.571,467930,2737,3068.429,0.79,19863,79113,70719,1337895,319848992,1518295,0.0798,12.5,48920022,36276375,11621494,1304539,1672184,991203
2/7/2021,27140065,91880,117820.429,469407,1477,2999.857,0.79,19377,77866,69310,831953,320680945,1501192,0.0785,12.7,49370185,36557681,11776506,450163,1670098,984589
2/8/2021,27225070,85005,111483.429,470858,1451,2953.286,0.78,19328,76870,67660,1050453,321731398,1502816,0.0742,13.5,50949252,37396766,12474610,1579067,1697987,994183
2/9/2021,27319663,94593,108729.571,473923,3065,2886.429,0.78,18929,75626,66095,1701452,323432850,1511343,0.0719,13.9,52923510,38437429,13358784,1974258,1737632,1005046
2/10/2021,27415489,95826,104832.571,477330,3407,2813.571,0.77,18316,72859,64192,1649780,325082630,1478581,0.0709,14.1,55225615,39669148,14382598,2302105,1760134,1000228
2/11/2021,27521789,106300,102315.429,480521,3191,2714.571,0.77,17714,70110,61890,1425212,326507842,1405148,0.0728,13.7,57629623,40948136,15458724,2404008,1768182,984254
2/12/2021,27621817,100028,97797.286,483405,2884,2601.714,0.76,17334,67539,59678,1419867,327927709,1345230,0.0727,13.8,60216613,42330827,16605265,2586990,1800161,987156
2/13/2021,27710668,88851,94640.429,485701,2296,2538.714,0.76,16865,64762,57416,1105682,329033391,1312057,0.0721,13.9,61691482,43201250,17172819,1474869,1824494,989268
2/14/2021,27777013,66345,90992.571,486899,1198,2498.857,0.75,16350,63300,55811,666265,329699656,1288387,0.0706,14.2,62285859,43549570,17401197,594377,1845096,998841
2/15/2021,27831651,54638,86654.429,487848,949,2427.143,0.74,16227,62214,54082,802129,330501785,1252912,0.0692,14.5,63466207,44165081,17931639,1180348,1788136,966902
2/16/2021,27890254,58603,81513,489492,1644,2224.143,0.74,15921,61504,51999,1255958,331757743,1189270,0.0685,14.6,65090148,44967169,18710569,1623941,1738091,932820
2/17/2021,27960319,70065,77832.857,491938,2446,2086.857,0.75,15579,62253,50597,1476836,333234579,1164564,0.0668,15,67055384,45905676,19690675,1965236,1689967,890933
2/18/2021,28031674,71355,72840.714,494545,2607,2003.429,0.76,15024,58309,49186,1420000,334654579,1163820,0.0626,16,68914709,46746651,20653474,1859325,1612155,828359
2/19/2021,28109857,78183,69720,497080,2535,1953.571,0.79,14492,56739,47947,1359450,336014029,1155189,0.0604,16.6,70884670,47577085,21738651,1969961,1524008,749465
2/20/2021,28183263,73406,67513.571,499013,1933,1901.714,0.82,14111,54402,47109,1062230,337076259,1148981,0.0588,17,72192946,48180727,22411863,1308276,1500209,711354
2/21/2021,28241158,57895,66306.429,500240,1227,1905.857,0.84,13724,53615,46410,686382,337762641,1151855,0.0576,17.4,72790314,48440673,22730002,597368,1500636,698729
2/22/2021,28295991,54833,66334.286,501441,1201,1941.857,0.85,13671,53026,46232,1045725,338808366,1186654,0.0559,17.9,74254504,49067039,23520747,1464190,1541185,700280
2/23/2021,28368001,72010,68249.571,503717,2276,2032.143,0.87,13354,51984,45980,1653388,340461754,1243430,0.0549,18.2,76201218,49953327,24529978,1946714,1587296,712308
2/24/2021,28443010,75009,68955.857,506981,3264,2149,0.88,12892,50965,45300,1697783,342159537,1274994,0.0541,18.5,78731749,51215509,25743172,2530531,1668052,758548
2/25/2021,28521066,78056,69913.143,509411,2430,2123.714,0.89,12464,49047,44621,1619198,343778735,1303451,0.0536,18.6,81673429,52771168,27059531,2941680,1822674,860645
2/26/2021,28599797,78731,69991.429,511566,2155,2069.429,0.89,12165,47229,43674,1484330,345263065,1321291,0.053,18.9,84789408,54462443,28414567,3115979,1986391,983623
2/27/2021,28665862,66065,68942.714,513087,1521,2010.571,0.89,11716,45336,42526,1078583,346341648,1323627,0.0521,19.2,86787493,55617708,29217066,1998085,2084935,1062426
2/28/2021,28717728,51866,68081.429,514194,1107,1993.429,0.88,11552,44874,41679,636462,346978110,1316496,0.0517,19.3,87647988,56163335,29506045,860495,2122525,1103237
3/1/2021,28772216,54488,68032.143,515513,1319,2010.286,0.88,11362,43721,40540,999662,347977772,1309915,0.0519,19.3,89688888,57364799,30284876,2040900,2204912,1185394
3/2/2021,28829282,57066,65897.286,517446,1933,1961.286,0.88,11040,42650,39206,1618068,349595840,1304869,0.0505,19.8,92155343,58839972,31229273,2466455,2279161,1269521
3/3/2021,28896428,67146,64774,520027,2581,1863.714,0.88,10745,42159,38015,1745423,351341263,1311675,0.0494,20.3,95065414,60592687,32342199,2910071,2333381,1339597
3/4/2021,28964959,68531,63413.286,521979,1952,1795.429,0.88,10556,40176,37178,1560083,352901346,1303230,0.0487,20.6,98272237,62560864,33569795,3206823,2371258,1398528
3/5/2021,29031823,66864,61718,523702,1723,1733.714,0.88,10323,39582,36734,1437053,354338399,1296476,0.0476,21,101506277,64576411,34858851,3234040,2388124,1444853
3/6/2021,29091116,59293,60750.571,525233,1531,1735.143,0.88,10029,38207,36198,1069639,355408038,1295199,0.0469,21.3,103569051,65935786,35715031,2062774,2397365,1474011
3/7/2021,29133179,42063,59350.143,525944,711,1678.571,0.89,9848,37770,35566,612556,356020594,1291783,0.0459,21.8,104501017,66621557,36056399,931966,2407576,1494032
3/8/2021,29177492,44313,57896.571,526649,705,1590.857,0.89,9790,37687,35289,982355,357002949,1289311,0.0449,22.3,106667121,68110795,36899558,2166104,2425462,1535142
3/9/2021,29233297,55805,57716.429,528433,1784,1569.571,0.89,9612,37040,34964,1546121,358549070,1279033,0.0451,22.2,109375400,69924747,37971494,2708279,2460008,1583539
3/10/2021,29291529,58232,56443,530005,1572,1425.429,0.9,9456,36666,34737,1622076,360171146,1261412,0.0447,22.3,112503784,71996207,39229962,3128384,2491196,1629074
3/11/2021,29354424,62895,55637.857,531579,1574,1371.429,0.91,9242,35915,34270,1505610,361676756,1253630,0.0444,22.5,115947649,74284844,40615646,3443865,2525059,1674854
3/12/2021,29416496,62072,54953.286,533010,1431,1329.714,0.92,9120,35648,34183,1403702,363080458,1248866,0.044,22.7,119377477,76410038,42127419,3429828,2553029,1690518
3/13/2021,29470086,53590,54138.571,534007,997,1253.429,0.93,8907,34984,33857,1027820,364108278,1242891,0.0436,23,121574504,77804106,43139686,2197027,2572208,1695474
3/14/2021,29508938,38852,53679.857,534539,532,1227.857,0.95,8775,34413,33645,580979,364689257,1238380,0.0433,23.1,122563549,78456532,43564824,989045,2580362,1690711
3/15/2021,29563704,54766,55173.143,535239,700,1227.143,0.96,8787,34701,33531,953239,365642496,1234221,0.0447,22.4,124849962,79959863,44426965,2286413,2597549,1692724
3/16/2021,29618083,54379,54969.429,536500,1261,1152.429,0.96,8736,34577,33410,1504055,367146551,1228212,0.0448,22.3,127738537,81894016,45465657,2888575,2623305,1709896
3/17/2021,29677570,59487,55148.714,537717,1217,1101.714,0.97,8682,34595,33169,1622649,368769200,1228293,0.0449,22.3,130908745,84028469,46583224,3170208,2629280,1718895
3/18/2021,29738093,60523,54809.857,539365,1648,1112.286,0.97,8521,34104,33154,1479732,370248932,1224597,0.0448,22.3,134321163,86333757,47778686,3412418,2624788,1721273
3/19/2021,29800158,62065,54808.857,540411,1046,1057.286,0.98,8422,34035,32830,1348118,371597050,1216656,0.045,22.2,137661543,88555456,48988084,3340380,2612009,1735060
3/20/2021,29857178,57020,55298.857,541184,773,1025.286,1,8241,33214,32980,991521,372588571,1211470,0.0456,21.9,139821637,89975606,49840260,2160094,2606733,1738786
3/21/2021,29892156,34978,54745.429,541974,790,1062.143,1.01,8127,33283,32999,615565,373204136,1216411,0.045,22.2,140848748,90665911,50209847,1027111,2612171,1744197
3/22/2021,29941633,49477,53989.857,542507,533,1038.286,1.03,8347,33742,33051,979433,374183569,1220153,0.0442,22.6,143216787,92279143,51004684,2368039,2623832,1759897
3/23/2021,29994929,53296,53835.143,543452,945,993.143,1.06,8379,33996,33334,1534997,375718566,1224574,0.044,22.7,146283275,94270537,52141803,3066488,2649248,1768074
3/24/2021,30082048,87119,57782.571,544987,1535,1038.571,1.09,8489,34368,33606,1662641,377381207,1230287,0.047,21.3,149840633,96484765,53548961,3557358,2704555,1779471
3/25/2021,30150025,67977,58847.429,546345,1358,997.143,1.09,8338,34362,33951,1452127,378833334,1226343,0.048,20.8,153676515,98758607,55177398,3835882,2765050,1774979
3/26/2021,30227558,77533,61057.143,547513,1168,1014.571,1.09,8329,34634,34229,1377482,380210816,1230538,0.0496,20.2,157511729,100873011,56961189,3835214,2835741,1759651
3/27/2021,30289781,62223,61800.429,548327,814,1020.429,1.08,8201,33946,34416,1000443,381211259,1231813,0.0502,19.9,159984779,102249272,58115741,2473050,2880449,1753381
3/28/2021,30336135,46354,63425.571,548777,450,971.857,1.08,8359,34464,34984,624443,381835702,1233081,0.0514,19.4,161197322,102925459,58661514,1212543,2906939,1751364
3/29/2021,30403429,67294,65970.857,549431,654,989.143,1.07,8439,35027,35248,1011304,382847006,1237634,0.0533,18.8,164036777,104540300,59922492,2839455,2974284,1751594
3/30/2021,30464866,61437,67133.857,550356,925,986.286,1.06,8572,35418,35410,1536002,384383008,1237777,0.0542,18.4,167629706,106560077,61565285,3592929,3049490,1755649
3/31/2021,30531835,66969,64255.286,551457,1101,924.286,1.05,8502,35568,35477,1584996,385968004,1226685,0.0524,19.1,171798823,108974414,63488292,4169117,3136884,1784236
4/1/2021,30611021,79186,65856.571,552580,1123,890.714,1.05,8470,35571,35584,1446771,387414775,1225920,0.0537,18.6,176340109,111501871,65705835,4541286,3237656,1820466
4/2/2021,30682869,71848,65044.429,553481,901,852.571,1.04,8466,35607,35765,1347270,388762045,1221604,0.0532,18.8,179995339,113562358,67504951,3655230,3211944,1812764
4/3/2021,30747112,64243,65333,554252,771,846.429,1.04,8541,35195,36005,971987,389734032,1217539,0.0537,18.6,182298921,114890014,68656229,2303582,3187735,1805820
4/4/2021,30783760,36648,63946.429,554555,303,825.429,1.04,8606,35675,36124,564933,390298965,1209038,0.0529,18.9,183063670,115328453,69026067,764749,3123764,1771856
4/5/2021,30856915,73155,64783.714,555012,457,797.286,1.05,8849,36624,36508,951448,391250413,1200487,0.054,18.5,186169169,117068671,70611083,3105499,3161770,1789767
4/6/2021,30918056,61141,64741.429,555876,864,788.571,1.05,9012,37551,37137,1555247,392805660,1203236,0.0538,18.6,190151215,119366203,72671047,3982046,3217358,1829447
4/7/2021,30993041,74985,65886.571,558470,2594,1001.857,1.05,9024,37752,37692,1669550,394475210,1215315,0.0542,18.4,194511085,121935894,74959478,4359870,3244609,1851640
4/8/2021,31073292,80251,66038.714,559513,1043,990.429,1.06,9194,37953,38058,1518806,395994016,1225606,0.0539,18.6,199009361,124509129,77451141,4498276,3238465,1858180
4/9/2021,31157627,84335,67822.571,560423,910,991.714,1.06,9145,37856,38478,1453197,397447213,1240738,0.0547,18.3,203326677,126956626,79860058,4317316,3333048,1913467
4/10/2021,31226920,69293,68544,561147,724,985,1.05,9130,37546,38792,1012006,398459219,1246455,0.055,18.2,206207905,128683352,81498723,2881228,3415569,1970477
4/11/2021,31273362,46442,69943.143,561432,285,982.429,1.04,9245,38089,39199,645795,399105014,1258007,0.0556,18,207611262,129521683,82293395,1403357,3506799,2027604
4/12/2021,31340316,66954,69057.286,561884,452,981.714,1.03,9452,38927,39432,1056859,400161873,1273066,0.0542,18.4,210623220,131158005,83997970,3011958,3493436,2012762
4/13/2021,31419454,79138,71628.286,562761,877,983.571,1.03,9536,39201,39322,1613547,401775420,1281394,0.0559,17.9,214097808,132906528,85695923,3474588,3420942,1934332
4/14/2021,31494770,75316,71675.571,563697,936,746.714,1.01,9583,39474,39341,1676383,403451803,1282370,0.0559,17.9,217785810,134646657,87601837,3688002,3324961,1815823
4/15/2021,31568678,73908,70769.429,564602,905,727,0.98,9476,39188,39380,1485392,404937195,1277597,0.0554,18.1,221525489,136408653,89532494,3739679,3216590,1699932
4/16/2021,31649053,80375,70203.714,565463,861,720,0.97,9530,39406,39588,1456358,406393553,1278049,0.0549,18.2,225121416,138049703,91442013,3595927,3113534,1584725
4/17/2021,31703214,54161,68042,566171,708,717.714,0.95,9551,39012,39866,1008706,407402259,1277577,0.0533,18.8,227478600,139217531,92607923,2357184,3038671,1504883
4/18/2021,31746094,42880,67533.143,566500,329,724,0.95,9632,39460,39889,613321,408015580,1272938,0.0531,18.8,228611026,139760723,93183537,1132426,2999966,1462720
4/19/2021,31812264,66170,67421.143,567004,504,731.429,0.94,9828,40212,39867,1020530,409036110,1267748,0.0532,18.8,231186961,140849585,94634158,2575935,2937677,1384511
4/20/2021,31873183,60919,64818.429,567851,847,727.143,0.92,9918,40206,39734,1571017,410607127,1261672,0.0514,19.5,234428852,142230984,96452400,3241891,2904435,1332065
4/21/2021,31937006,63823,63176.571,568740,889,720.429,0.91,9917,40051,39553,1655339,412262466,1258666,0.0502,19.9,237892478,143620077,98482273,3463626,2872381,1281917
4/22/2021,32003995,66989,62188.143,569685,945,726.143,0.89,9842,39201,39243,1497991,413760457,1260466,0.0493,20.3,241379450,145026334,100518434,3486972,2836280,1231097
4/23/2021,32066373,62378,59617.143,570447,762,712,0.88,9705,38562,38543,1411518,415171975,1254060,0.0475,21,244667995,146390419,102398863,3288545,2792368,1191531
4/24/2021,32120564,54191,59621.429,571211,764,720,0.88,9572,37357,37758,995210,416167185,1252132,0.0476,21,246870397,147398789,103574234,2202402,2770257,1168751
4/25/2021,32154537,33973,58349,571505,294,715,0.88,9546,37133,37096,590532,416757717,1248877,0.0467,21.4,247864245,147893112,104065739,993848,2750460,1161770
4/26/2021,32200195,45658,55418.714,571978,473,710.571,0.87,9759,37540,36497,999472,417757189,1245868,0.0445,22.5,250243905,148832492,105480436,2379660,2722421,1140415
4/27/2021,32250926,50731,53963.286,572654,676,686.143,0.87,9665,37207,35992,1575075,419332264,1246448,0.0433,23.1,253122163,149943943,107252591,2878258,2670473,1101851
4/28/2021,32306017,55091,52715.857,573649,995,701.286,0.87,9537,36886,35406,1581153,420913417,1235850,0.0427,23.4,256201261,151099123,109203251,3079098,2615540,1068435
4/29/2021,32364930,58913,51562.143,574542,893,693.857,0.87,9371,35988,34959,1420421,422333838,1224769,0.0421,23.8,259237809,152214831,111162885,3036548,2551194,1026928
4/30/2021,32423089,58159,50959.429,575350,808,700.429,0.87,9242,35364,34748,1315665,423649503,1211075,0.0421,23.8,262137016,153326746,112992076,2899207,2495574,990904
5/1/2021,32469749,46660,49883.571,576095,745,697.714,0.88,9105,34005,34221,904795,424554298,1198159,0.0416,24,263969219,154034766,114140948,1832203,2442689,947997
5/2/2021,32499811,30062,49324.857,576416,321,701.571,0.87,9075,33764,33736,522887,425077185,1188495,0.0415,24.1,264845552,154361046,114720010,876333,2425901,923991
5/3/2021,32548582,48771,49769.571,576889,473,701.571,0.86,9209,33964,33515,897546,425974731,1173935,0.0424,23.6,266808829,155001380,116109688,1963277,2366418,881270
5/4/2021,32589381,40799,48350.714,577801,912,735.286,0.84,9180,33755,32999,1423194,427397925,1152237,0.042,23.8,269314512,155823391,117851861,2505683,2313193,839921
