date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,reproduction_rate,icu_patients,hosp_patients,weekly_hosp_admissions,total_tests,new_tests,new_tests_smoothed,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed
2/15/2022,78071489,111238,137304.286,927453,2602,2354.857,0.52,13827,68741,63513,809108714,1551178,1186954,0.077,13,551080297,253013995,215040623,386911,398263,104267
2/16/2022,78186387,114898,126776.714,930631,3178,2318.857,0.53,13153,65255,59937,810736471,1627757,1198048,0.071,14.1,551477816,253115789,215153632,397519,384426,100246
2/17/2022,78288215,101828,116831.286,933530,2899,2271.143,0.54,12552,61872,56665,812240236,1503765,1204362,0.066,15.2,551868927,253213954,215259717,391111,370296,96054
2/18/2022,78433459,145244,107652.857,936011,2481,2242,0.55,11924,58681,53415,813597162,1356926,1198745,0.062,16.1,552373478,253337308,215397055,504551,356289,92085
2/19/2022,78464983,31524,104713.857,936655,644,2220,0.54,11238,54817,50264,814485042,887880,1199737,0.059,16.9,552644777,253411620,215472405,271299,347050,89723
2/20/2022,78488048,23065,99668.286,937078,423,2201.714,0.54,10778,52978,47878,814939311,454269,1193716,0.057,17.5,552792858,253453959,215512902,148081,346950,89592
2/21/2022,78570835,82787,87226.286,937975,897,1874.857,0.53,10456,51326,45822,815647430,708119,1155699,0.055,18.2,553100068,253534554,215598232,307210,343812,88590
2/22/2022,78660205,89370,84102.286,940152,2177,1814.143,0.56,10177,49434,43489,816852678,1205248,1106281,0.053,18.9,553432881,253622048,215690761,332813,336083,86865
2/23/2022,78745306,85101,79845.571,943249,3097,1802.571,0.57,9632,47085,41238,818179855,1327177,1063341,0.05,20,553760910,253708547,215779397,328029,326156,84680
2/24/2022,78812367,67061,74878.857,946207,2958,1811,0.58,9414,45811,39162,819400664,1220809,1022918,0.047,21.3,554074069,253789958,215860961,313159,315020,82286
2/25/2022,78886932,74565,64781.857,948245,2038,1747.714,0.6,8908,43438,37431,820516432,1115768,988467,0.045,22.2,554449065,253884627,215960939,374996,296512,78188
2/26/2022,78934389,47457,67058,948963,718,1758.286,0.62,8289,40665,35950,821209108,692676,960581,0.043,23.3,554683463,253949965,216022637,234398,291241,76906
2/27/2022,78952681,18292,66376.143,949170,207,1727.429,0.62,7881,39329,34726,821624904,415796,955085,0.042,23.8,554802239,253984330,216053133,118776,287054,75767
2/28/2022,79051482,98801,68663.857,951335,2165,1908.571,0.62,7551,37884,33562,822499360,874456,978847,0.039,25.6,555102502,254061181,216129963,300263,286062,75232
3/1/2022,79098153,46671,62564,953099,1764,1849.571,0.61,7330,36224,32126,823755989,1256629,986187,0.036,27.8,555362199,254129215,216199045,259697,275617,72452
3/2/2022,79151573,53420,58038.143,955175,2076,1703.714,0.6,6989,34724,30827,824967605,1211616,969679,0.035,28.6,555606060,254194733,216266648,243861,263593,69455
3/3/2022,79200230,48657,55409,956862,1687,1522.143,0.59,6676,32908,29486,826145601,1177996,963562,0.033,30.3,555845066,254257971,216331539,239006,253000,66859
3/4/2022,79251522,51292,52084.286,958570,1708,1475,0.59,6216,30705,28136,827185410,1039809,952711,0.031,32.3,556144637,254334223,216414494,299571,242225,64228
3/5/2022,79266469,14947,47440,958846,276,1411.857,0.61,5839,28524,26955,827833691,648281,946369,0.03,33.3,556317830,254383447,216463239,173193,233481,61926
3/6/2022,79277512,11043,46404.429,959008,162,1405.429,0.62,5652,27712,26006,828174676,340985,935682,0.029,34.5,556401961,254409365,216486228,84131,228532,60719
3/7/2022,79340931,63419,41349.857,960697,1689,1337.429,0.64,5488,27079,25122,828817783,643107,902632,0.028,35.7,556598503,254464377,216536969,196542,213714,57599
3/8/2022,79370693,29762,38934.286,962036,1339,1276.714,0.64,5118,25787,23933,829622589,804806,838086,0.027,37,556799583,254517719,216591648,201080,205341,55501
3/9/2022,79408063,37370,36641.429,964012,1976,1262.429,0.66,4876,24759,22665,830294219,671630,760945,0.027,37,556996145,254570215,216646266,196562,198584,53640
3/10/2022,79454543,46480,36330.429,965657,1645,1256.429,0.67,4629,23718,21626,830778354,484135,661822,0.027,37,557191941,254621952,216700500,195796,192411,51997
3/11/2022,79504255,49712,36104.714,967121,1464,1221.571,0.67,4363,22390,20737,831032451,254097,549577,0.027,37,557430188,254683091,216768044,238247,183650,49838
3/12/2022,79514718,10463,35464.143,967547,426,1243,0.65,4069,21095,19876,0,0,0,0,0,557562012,254720313,216806080,131824,177740,48124
3/13/2022,79525544,10826,35433.143,967715,168,1243.857,0.64,3960,20393,19058,0,0,0,0,0,557631308,254741026,216825493,69296,175621,47380
3/14/2022,79560288,34744,31336.714,965100,0,0,0.63,3681,19016,18169,0,0,0,0,0,557807034,254788251,216871383,175726,172647,46268
3/15/2022,79585838,25550,30735,966381,1281,0,0.63,3500,18473,17472,0,0,0,0,0,557981956,254834035,216916501,174922,168910,45188
3/16/2022,79630853,45015,31827.143,968324,1943,0,0,3450,17911,16707,0,0,0,0,0,558104514,254865615,216947808,122558,158338,42200
3/17/2022,79683737,52884,32742,970009,1685,0,0,0,0,0,0,0,0,0,0,558121106,254870032,216952347,16592,132738,35440
3/18/2022,79717247,33510,30427.429,970806,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
