date,death,deathIncrease,inIcuCumulative,inIcuCurrently,hospitalizedIncrease,hospitalizedIncrease_alt,hospitalizedCurrently,hospitalizedCumulative,hospitalizedCumulative_alt,negative,negativeIncrease,onVentilatorCumulative,onVentilatorCurrently,positive,positiveIncrease,states,totalTestResults,totalTestResultsIncrease,recovered
12/12/20,289731,2497,33419,21198,3789,3789,108461,569729,569144,168416345,1188920,3430,7515,15957779,225287,56,217039353,1834747,6246810
12/13/20,291232,1501,33494,21230,2314,2314,109298,573518,572933,169630765,1214420,3432,7535,16144542,186763,56,218809516,1770163,6298330
12/14/20,292589,1357,33693,21458,3461,3461,110573,575832,575247,170959391,1271700,3442,7699,16337404,192862,56,220905384,2095868,6399530
12/15/20,295513,2924,33958,21897,4430,4430,112816,579293,578708,172308321,1348930,3460,7702,16527997,190593,56,222702454,1797070,6490880
12/16/20,298966,3453,34237,21943,4776,4776,113257,583723,583138,173523331,1215010,3488,7782,16759847,231850,56,224504540,1802086,6597660
12/17/20,302431,3465,34485,21912,5167,5167,114492,588499,587914,174781201,1257870,3504,7848,17000875,241028,56,226369128,1864588,6681650
12/18/20,305297,2866,34716,21745,5214,5214,113955,593666,593081,176319641,1538440,3519,7786,17240612,239737,56,228566874,2197746,6762700
12/19/20,308005,2708,34949,21692,3429,3429,113914,598880,598295,177528471,1208830,3529,7786,17443958,203346,56,230329358,1762484,6883000
12/20/20,309673,1668,35030,21763,2382,2382,113601,602309,601724,178749061,1220590,3530,7695,17640921,196963,56,232121438,1792080,6935160
12/21/20,311153,1480,35178,21884,3111,3111,115358,604691,604106,180308771,1559710,3539,7783,17819918,178997,56,234146865,2025427,7043810
12/22/20,314290,3137,35428,22213,4567,4567,117777,607802,607217,181577541,1268770,3554,7830,18010050,190132,56,235874354,1727489,7127030
12/23/20,317683,3393,35695,22489,4795,4795,119463,612369,611784,182765631,1188090,3579,7819,18231956,221906,56,237614387,1740033,7234880
12/24/20,320641,2958,35899,22623,4289,4289,120200,617164,616579,184040321,1274690,3587,7792,18436253,204297,56,239551294,1936907,7337690
12/25/20,322194,1553,35945,22418,2047,2047,118948,621453,620868,185026141,985820,3592,7831,18562120,125867,56,240924569,1373275,7362280
12/26/20,323620,1426,36038,22373,2292,2292,117344,623500,622915,185909931,1130310,3593,7809,18752235,190115,56,243046630,2122061,7473610
12/27/20,325017,1397,36164,22447,2302,2302,118720,625792,625207,186921211,1011280,3604,7878,18905213,152978,56,244386970,1340340,7530420
12/28/20,326507,1490,36308,22579,3723,3723,121202,628094,627509,188045191,1123980,3612,7948,19068551,163338,56,245863830,1476860,7603260
12/29/20,329796,3289,36583,22838,5261,5261,124686,631817,631232,188994167,948976,3635,7885,19264633,196082,56,247155673,1291843,7702010
12/30/20,333696,3900,36855,23069,5514,5514,125220,637078,636493,189959883,965716,3653,7930,19490541,225908,56,248690047,1534374,7807570
12/31/20,336993,3297,37066,23097,4348,4348,125423,642592,642007,191079673,1119790,3672,8004,19713577,223036,56,250437792,1747745,7919310
1/1/21,339585,2592,37196,23255,4550,4550,125047,646940,646355,191971004,891331,3681,7990,19894065,180488,56,251798001,1360209,7950640
1/2/21,341991,2406,37309,23133,3051,3051,123614,651490,650905,193329744,1358740,3684,7910,20087425,207646,56,253858221,2060220,8091970
1/3/21,343446,1455,37433,23243,2226,2226,125562,654541,653956,194330944,1001200,3688,7939,20295181,207756,56,255259670,1401449,8137390
1/4/21,344993,1547,37586,23435,3892,3892,128210,656767,656182,195523224,1192280,3692,7930,20473619,178438,56,256828216,1568546,8299720
1/5/21,348477,3484,37841,23509,4290,4290,131195,660659,660074,196757844,1234620,3718,7976,20688705,215086,56,258507055,1678839,8377850
1/6/21,352379,3902,38064,23708,6607,6607,132474,664949,664364,197761954,1004110,3739,7946,20936791,248086,56,260107884,1600829,8478380
1/7/21,356458,4079,38236,23821,5312,5312,132370,671556,670971,198977574,1215620,3748,7900,21206116,269325,56,262023102,1915218,8588540
1/8/21,360238,3780,38432,23912,4705,4705,131921,676868,676283,200342144,1364570,3756,7908,21498320,292204,56,264140542,2117440,8662590
1/9/21,363775,3537,38607,23718,6683,6683,130781,681573,680988,201715814,1373670,3767,7791,21764719,266399,56,266204645,2064103,8766540
1/10/21,365843,2068,38706,23640,2413,2413,129223,688256,687671,203121754,1405940,3771,7878,21992427,227708,56,268192527,1987882,8812190
1/11/21,367576,1733,38823,23501,3045,3045,129793,690669,690084,204506234,1384480,3773,7786,22186567,194140,56,270036371,1843844,8925430
1/12/21,371640,4064,39049,23881,4657,4657,131326,693714,693129,205922044,1415810,3796,7879,22401376,214809,56,271960830,1924459,9009580
1/13/21,375727,4087,39248,23857,5312,5312,130391,698371,697786,207160104,1238060,3811,7902,22622933,221557,56,273765086,1804256,9103700
1/14/21,379642,3915,39418,23891,3792,3792,128947,703683,703098,208502344,1342240,3829,7878,22845877,222944,56,275775230,2010144,9221780
