date,new_cases,new_deaths,reproduction_rate,icu_patients,hosp_patients,new_tests,positive_rate,tests_per_case,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
2020-08-07,394563.0,8040.0,6.59,98527.0,322846.0,6052362.0,0.56,87.6,0.0,0.0,0.0,0.0,194417.58,11.1,22.54,578.72363
2020-08-14,370550.0,7690.0,6.63,90817.0,289831.0,6109038.0,0.487,100.8,0.0,0.0,0.0,0.0,205547.17,11.39,21.17,611.85315
2020-08-21,330203.0,6912.0,6.12,82027.0,266790.0,5882268.0,0.428,114.6,0.0,0.0,0.0,0.0,216829.58,11.68,21.55,645.4375
2020-08-28,294848.0,6375.0,6.34,72982.0,237574.0,5957182.0,0.394,124.5,0.0,0.0,0.0,0.0,227173.78,11.9,19.81,676.2291
2020-09-04,292530.0,5828.0,6.55,66049.0,215768.0,6045008.0,0.381,128.7,0.0,0.0,0.0,0.0,235678.78,12.01,16.17,701.546
2020-09-11,259145.0,5134.0,6.53,61949.0,198962.0,5612284.0,0.353,138.9,0.0,0.0,0.0,0.0,243108.98,12.07,14.07,723.6635
2020-09-18,270985.0,5336.0,7.24,57064.0,184854.0,6701170.0,0.324,151.1,0.0,0.0,0.0,0.0,249707.19,12.08,12.43,743.30444
2020-09-25,301855.0,4793.0,7.220000000000001,54895.0,183009.0,6885105.0,0.32,152.9,0.0,0.0,0.0,0.0,256281.39,12.08,12.37,762.8739
2020-10-02,296365.0,4565.0,7.220000000000001,55853.0,188954.0,6811026.0,0.335,146.2,0.0,0.0,0.0,0.0,263643.38,12.13,13.83,784.7883
2020-10-09,316910.0,4728.0,7.6000000000000005,58969.0,206862.0,7906254.0,0.337,145.2,0.0,0.0,0.0,0.0,269132.56,12.08,10.11,801.128
2020-10-16,370407.0,4751.0,7.93,64338.0,231669.0,7603473.0,0.374,131.4,0.0,0.0,0.0,0.0,276760.97,12.13,14.09,823.8355
2020-10-23,424320.0,5465.0,8.2,71330.0,259218.0,8528203.0,0.42,116.69999999999999,0.0,0.0,0.0,0.0,282609.16,12.09,10.67,841.24384
2020-10-30,527989.0,5913.0,8.4,79450.0,295663.0,8765069.0,0.478,102.7,0.0,0.0,0.0,0.0,289853.34,12.12,13.19,862.8077
2020-11-06,722575.0,6735.0,8.79,89108.0,343170.0,9511824.0,0.564,87.1,0.0,0.0,0.0,0.0,297992.75,12.18,14.72,887.03625
2020-11-13,921723.0,8586.0,8.86,103307.0,424109.0,10784231.0,0.7,70.2,0.0,0.0,0.0,0.0,310013.16,12.39,21.63,922.81744
2020-11-20,1132722.0,9559.0,8.36,124661.0,520740.0,12524358.0,0.745,65.8,0.0,0.0,0.0,0.0,322492.34,12.6,22.15,959.9643
2020-11-27,1235388.0,12497.0,7.57,142680.0,593670.0,12173343.0,0.7010000000000001,69.9,0.0,0.0,0.0,0.0,337796.94,12.91,27.15,1005.52155
2020-12-04,1149407.0,12800.0,7.71,157898.0,667667.0,12178377.0,0.792,61.900000000000006,0.0,0.0,0.0,0.0,354286.53,13.26,29.03,1054.6062
2020-12-11,1454396.0,17154.0,7.75,168691.0,714305.0,12808709.0,0.83,58.900000000000006,0.0,0.0,0.0,0.0,373743.72,13.69,33.57,1112.5245
2020-12-18,1490222.0,18472.0,7.34,178896.0,770001.0,12569170.0,0.836,58.6,1837229.0,62813.0,0.0,908319.0,397386.72,14.25,40.51,1182.9027
2020-12-25,1478610.0,19362.0,6.74,185220.0,803491.0,11759915.0,0.829,59.0,14097219.0,133388.0,0.0,1917300.0,421208.72,14.79,40.3,1253.8137
2021-01-01,1286849.0,18105.0,7.17,192014.0,846921.0,10517638.0,0.944,52.199999999999996,30312406.0,262530.0,0.0,2975172.0,445974.12,15.34,41.55,1327.5331
2021-01-08,1563319.0,20611.0,7.620000000000001,197878.0,891051.0,12312296.0,1.03,47.6,53507903.0,2471149.0,0.0,5365838.0,473401.53,15.95,46.02,1404.7622
2021-01-15,1690924.0,23855.0,6.89,199863.0,891288.0,12723970.0,0.895,55.0,87399803.0,12605866.0,0.0,7035087.0,496905.94,16.4,36.98,1474.5087
2021-01-22,1349699.0,22109.0,6.07,190947.0,824813.0,11945250.0,0.764,64.2,128659991.0,22195516.0,0.0,8104609.0,520410.75,16.82,36.78,1544.2563
2021-01-29,1124628.0,22645.0,5.92,171645.0,724816.0,11460506.0,0.662,74.1,176351903.0,38152636.0,0.0,10200084.0,541695.4,17.16,34.12,1607.416
2021-02-05,930863.0,20710.0,5.69,151837.0,617586.0,10742322.0,0.571,86.0,224609596.0,62986072.0,3.0,11484887.0,559378.2,17.38,28.75,1659.8876
2021-02-12,721040.0,18051.0,5.44,130858.0,519959.0,9420124.0,0.484,101.5,273127897.0,97760109.0,19.0,12655943.0,574707.56,17.52,25.06,1705.3756
2021-02-19,528320.0,18176.0,5.3,110458.0,429065.0,8094678.0,0.417,117.7,317554528.0,136073441.0,32.0,10696482.0,584890.2,17.51,16.6,1735.5914
2021-02-26,462623.0,13113.0,6.0,92378.0,360253.0,9248549.0,0.358,137.1,355053056.0,178031081.0,50.0,13925486.0,593408.0,17.44,13.96,1760.867
2021-03-05,437058.0,11823.0,6.17,77293.0,298486.0,9084313.0,0.315,155.8,416023683.0,225903756.0,77.0,16779511.0,599854.8,17.32,10.69,1779.9971
2021-03-12,388967.0,9190.0,6.3,67096.0,258924.0,8750470.0,0.29100000000000004,168.4,493266982.0,274610849.0,105.0,17957194.0,603518.6,17.13,6.1,1790.869
2021-03-19,378416.0,7038.0,6.74,60830.0,241407.0,8522003.0,0.3,163.4,576885391.0,326993577.0,120.0,18252563.0,605193.44,16.89,2.78,1795.8389
2021-03-26,402738.0,6122.0,7.36,58249.0,237598.0,8617721.0,0.318,154.1,662655262.0,376933062.0,175.0,19789839.0,606411.6,16.65,2.06,1799.4536
2021-04-02,446030.0,5717.0,7.430000000000001,59009.0,245600.0,8555669.0,0.361,135.9,749084435.0,444169783.0,271.0,22501532.0,608426.25,16.44,3.43,1805.4319
2021-04-09,448232.0,4830.0,7.34,62371.0,258602.0,8688954.0,0.381,128.6,838440424.0,523684160.0,375.0,23320458.0,609072.06,16.2,1.11,1807.3481
2021-04-16,476494.0,5005.0,7.11,65950.0,271826.0,8950561.0,0.382,128.3,929452979.0,613854568.0,496.0,21883888.0,612114.9,16.04,5.25,1816.3773
2021-04-23,424769.0,4703.0,6.45,68392.0,276699.0,8781269.0,0.355,138.1,995143985.0,691010907.0,590.0,19643722.0,613702.06,15.84,2.76,1821.0872
2021-04-30,351351.0,4553.0,6.11,66690.0,257471.0,8481724.0,0.314,156.2,1048767092.0,767490734.0,794.0,17602832.0,617529.06,15.71,6.78,1832.4434
2021-05-07,315945.0,4533.0,5.91,62999.0,233164.0,7772962.0,0.28500000000000003,172.2,1089743317.0,841902750.0,1033.0,14853593.0,621550.9,15.59,7.21,1844.3776
2021-05-14,245132.0,4166.0,5.69,57125.0,204967.0,7166107.0,0.242,202.9,1120536455.0,908398456.0,1170.0,12604797.0,624730.06,15.46,5.69,1853.8114
2021-05-21,201346.0,3718.0,5.5,49702.0,174692.0,6435066.0,0.208,235.89999999999998,1160917216.0,963931579.0,1313.0,12903004.0,628181.7,15.33,6.27,1864.0537
2021-05-28,156875.0,3476.0,5.32,43530.0,152658.0,5727076.0,0.181,271.2,1197210938.0,1007561584.0,1458.0,9032525.0,632474.9,15.23,7.88,1876.7932
2021-06-04,109119.0,2859.0,5.21,37654.0,128558.0,4936825.0,0.156,315.3,1219640073.0,1036853106.0,1580.0,6446738.0,635456.9,15.11,5.49,1885.642
2021-06-11,106413.0,2903.0,5.88,31899.0,108178.0,4934461.0,0.13,377.6,1238368979.0,1072040630.0,1682.0,7453585.0,638950.7,15.0,6.47,1896.0094
2021-06-18,85077.0,1996.0,5.9799999999999995,27666.0,94991.0,4546089.0,0.122,402.0,1254588167.0,1104780821.0,1792.0,5976099.0,641678.9,14.87,5.01,1904.105
2021-06-25,82539.0,1925.0,6.76,25741.0,87532.0,4317253.0,0.131,374.6,1268933805.0,1127139076.0,1923.0,4394907.0,644972.7,14.76,6.11,1913.879
2021-07-02,92104.0,1851.0,7.51,25694.0,88617.0,4003374.0,0.159,310.9,1282377779.0,1144012081.0,2089.0,3835267.0,648073.3,14.65,5.76,1923.0797
2021-07-09,110869.0,1524.0,9.08,28191.0,98591.0,3775870.0,0.22,225.4,1293795714.0,1156882325.0,2255.0,3171748.0,651892.94,14.56,7.11,1934.414
2021-07-16,350883.0,1820.0,10.34,35548.0,127514.0,4412156.0,0.321,154.4,1306044476.0,1169527562.0,2375.0,3375846.0,655203.94,14.46,6.14,1944.239
2021-07-23,300493.0,2021.0,10.620000000000001,49290.0,180075.0,5211241.0,0.452,109.39999999999999,1320312520.0,1181174722.0,2481.0,3845455.0,658834.1,14.37,6.78,1955.0111
2021-07-30,484547.0,2659.0,10.43,69486.0,266133.0,6234999.0,0.604,81.6,1339348258.0,1192015043.0,2579.0,4364129.0,664036.1,14.32,9.77,1970.4475
2021-08-06,685166.0,3882.0,9.879999999999999,97897.0,379870.0,7611579.0,0.71,69.0,1361763347.0,1203100960.0,2966.0,4848669.0,671228.3,14.31,13.54,1991.7894
2021-08-13,850774.0,5059.0,8.96,127545.0,502643.0,8893770.0,0.731,66.9,1385460388.0,1215299254.0,18934.0,5053026.0,681842.7,14.38,19.96,2023.2863
2021-08-20,975591.0,7287.0,8.25,154580.0,600548.0,9721469.0,0.729,67.1,1407553711.0,1230337716.0,2156283.0,5868521.0,695539.7,14.5,25.68,2063.9304
2021-08-27,1068289.0,9523.0,7.76,173023.0,661868.0,10970505.0,0.721,67.9,1428115312.0,1248239211.0,6775294.0,6094022.0,712374.5,14.69,31.69,2113.8857
2021-09-03,1147164.0,11305.0,7.41,181008.0,678855.0,11742165.0,0.674,72.6,1447760547.0,1267747795.0,11579051.0,5935808.0,731578.1,14.92,36.25,2170.87
2021-09-10,1032294.0,11548.0,6.97,180809.0,669810.0,10779103.0,0.65,75.4,1463394162.0,1284675810.0,15647214.0,4778398.0,751736.5,15.17,37.78,2230.6877
2021-09-17,1067432.0,13681.0,6.84,175396.0,630879.0,11984379.0,0.592,82.8,1478493034.0,1302241618.0,19323890.0,4950124.0,771895.1,15.41,37.62,2290.506
2021-09-24,907134.0,13293.0,6.29,162876.0,571474.0,11677836.0,0.523,93.9,1491411390.0,1319043618.0,23172566.0,4566403.0,791382.75,15.63,36.21,2348.3333
2021-10-01,781959.0,13357.0,6.24,144882.0,502125.0,11147874.0,0.466,105.2,1503603842.0,1333306733.0,37171179.0,6927482.0,809639.4,15.82,33.86,2402.5076
2021-10-08,705161.0,11866.0,6.19,127050.0,440142.0,10949117.0,0.428,114.5,1515241406.0,1346245335.0,59664475.0,6268053.0,826974.75,15.99,32.1,2453.9482
2021-10-15,614488.0,10839.0,6.19,122246.0,393846.0,10271079.0,0.4,122.39999999999999,1525509762.0,1357287548.0,80072764.0,5550486.0,841032.4,16.09,25.52,2495.6626
2021-10-22,529386.0,11221.0,6.22,110500.0,350829.0,10227623.0,0.36,136.2,1535008158.0,1366974518.0,99247794.0,5540284.0,853670.2,16.16,23.02,2533.1638
2021-10-29,503062.0,9332.0,6.64,99234.0,317424.0,9666366.0,0.35000000000000003,140.0,1546034355.0,1375896447.0,132991180.0,9480733.0,865179.8,16.21,20.72,2567.3171
2021-11-05,523072.0,7656.0,7.0,82961.0,294477.0,9653829.0,0.356,137.6,1558554592.0,1384542110.0,178220016.0,9466666.0,875954.44,16.24,19.34,2599.2896
2021-11-12,539242.0,7643.0,7.430000000000001,78969.0,288885.0,10157871.0,0.38,129.2,1577761312.0,1392570224.0,221252305.0,10175651.0,886526.25,16.27,18.86,2630.6602
2021-11-19,635830.0,7451.0,7.780000000000001,80973.0,305158.0,10560368.0,0.417,117.5,1601884390.0,1399812191.0,263723408.0,10728382.0,897658.06,16.31,19.76,2663.6924
2021-11-26,675616.0,10191.0,7.04,85956.0,328122.0,7869865.0,0.457,107.6,1622833868.0,1406713347.0,308441933.0,8194211.0,907513.7,16.32,17.26,2692.938
2021-12-03,610051.0,6447.0,8.39,94209.0,364981.0,10943629.0,0.53,92.5,1637383941.0,1417657856.0,345731844.0,12014122.0,918352.7,16.34,18.97,2725.1013
2021-12-10,857401.0,8338.0,8.0,102446.0,407881.0,11254565.0,0.504,97.3,1655333109.0,1436012978.0,398095173.0,12059500.0,930961.7,16.4,21.9,2762.517
2021-12-17,852682.0,9049.0,8.040000000000001,110574.0,438392.0,11662221.0,0.527,93.5,1671777223.0,1450642373.0,446379485.0,10690452.0,944378.3,16.47,22.85,2802.3293
2021-12-24,1216588.0,9605.0,9.59,112925.0,448924.0,12935236.0,0.794,63.699999999999996,1688837650.0,1460583248.0,493986541.0,9367548.0,956588.7,16.51,20.65,2838.562
2021-12-31,2175688.0,11013.0,11.37,121665.0,559784.0,12673937.0,1.432,35.5,1702178963.0,1467978049.0,527174691.0,7599389.0,969038.06,16.55,20.79,2875.5042
2022-01-07,4088122.0,9840.0,10.99,146375.0,803096.0,17114335.0,1.98,24.7,1715553270.0,1475756988.0,557850979.0,7894776.0,983101.9,16.62,23.3,2906.0933
2022-01-14,5511610.0,13753.0,8.879999999999999,173116.0,1011618.0,17470236.0,1.9969999999999999,24.5,1730971600.0,1485005105.0,593815547.0,8251665.0,998578.56,16.7,24.06,2951.843
2022-01-21,5280628.0,14788.0,7.19,182882.0,1061193.0,16004105.0,1.872,26.3,1743808807.0,1492459523.0,623172756.0,6056343.0,1018967.7,16.86,31.53,3012.1143
2022-01-28,4246086.0,18602.0,5.8100000000000005,175644.0,990977.0,12424286.0,1.669,29.4,1753691398.0,1499638666.0,644843267.0,5137565.0,1041447.56,17.05,35.6,3078.5657
2022-02-04,2652916.0,19016.0,4.57,156026.0,834900.0,9985516.0,1.2730000000000001,39.0,1761433580.0,1507064179.0,660849848.0,3768103.0,1064215.6,17.25,36.56,3145.8691
2022-02-11,1532953.0,18218.0,3.99,127133.0,649264.0,9088289.0,0.858,58.1,1767452455.0,1513882077.0,672232380.0,3316112.0,1083441.4,17.39,31.04,3202.7014
2022-02-18,824978.0,16219.0,3.7300000000000004,96145.0,477718.0,8480686.0,0.548,91.1,1772584832.0,1519716423.0,681580272.0,2620547.0,1098435.2,17.45,24.15,3247.024
2022-02-25,513345.0,12892.0,3.91,69981.0,341973.0,7044886.0,0.371,132.9,1776819338.0,1524431832.0,689500742.0,2196497.0,1107510.4,17.43,14.69,3273.8503
2022-03-04,385875.0,11524.0,4.25,49423.0,245201.0,6824878.0,0.266,187.4,1780352611.0,1528204044.0,696148891.0,1815835.0,1112476.5,17.34,8.13,3288.5305
2022-03-11,253630.0,8844.0,4.61,34863.0,174918.0,6181816.0,0.188,262.2,1783155992.0,1531204164.0,701197505.0,1401325.0,1116124.6,17.23,6.0,3299.3145
2022-03-18,221117.0,6339.0,5.49,24722.0,129196.0,6322783.0,0.152,322.8,1785548706.0,1533714140.0,705413623.0,1292431.0,1117008.8,17.09,1.45,3301.928
2022-03-25,192841.0,5358.0,6.21,18990.0,101517.0,5961802.0,0.154,318.7,1787874613.0,1535886501.0,709623998.0,1222560.0,1117633.2,16.94,1.04,3303.7742
2022-04-01,191799.0,4537.0,6.63,14446.0,82420.0,5653301.0,0.172,285.7,1790194479.0,1537918973.0,715178754.0,2194427.0,1116642.1,16.77,-1.66,3300.8442
2022-04-08,192241.0,3361.0,7.61,12183.0,72938.0,5539489.0,0.21000000000000002,234.6,1793033030.0,1540613991.0,730929787.0,3528723.0,1115848.2,16.62,-1.35,3298.4976
2022-04-15,217283.0,3281.0,7.75,10818.0,70629.0,5005833.0,0.284,174.7,1795853385.0,1543377437.0,749631782.0,3495654.0,1114897.4,16.46,-1.62,3295.6868
2022-04-22,289476.0,2700.0,8.56,10244.0,74424.0,4463761.0,0.371,132.2,1798424892.0,1545814164.0,766183758.0,2937808.0,1114372.9,16.31,-0.9,3294.1362
2022-04-29,354286.0,2460.0,8.57,10787.0,85659.0,5754068.0,0.42300000000000004,116.4,1800789692.0,1548072772.0,781046857.0,2767503.0,1113926.1,16.17,-0.78,3292.8157
2022-05-06,432487.0,2634.0,8.84,11699.0,98427.0,5538251.0,0.521,94.4,1803019681.0,1550206306.0,794626628.0,2494512.0,1114706.2,16.05,1.38,3295.1218
2022-05-13,564039.0,2058.0,8.78,12828.0,114225.0,5929779.0,0.629,78.1,1805122558.0,1552176084.0,806961687.0,2459700.0,1115661.8,15.93,1.69,3297.9463
2022-05-20,691413.0,2044.0,8.72,15223.0,137743.0,6270680.0,0.73,67.2,1807327378.0,1554167334.0,819696310.0,2560564.0,1117848.6,15.84,3.92,3304.4106
2022-05-27,739156.0,2453.0,7.62,16850.0,152674.0,6041310.0,0.778,62.9,1809606234.0,1556190220.0,833023324.0,2573821.0,1120368.1,15.75,4.56,3311.8584
2022-06-03,685278.0,2071.0,7.6,17962.0,165545.0,5077231.0,0.816,60.0,1811500954.0,1557839589.0,843553584.0,1868565.0,1122413.4,15.66,3.71,3317.9043
2022-06-10,738969.0,2444.0,7.26,19324.0,174464.0,4467378.0,0.831,58.800000000000004,1813389277.0,1559431216.0,853283524.0,1930701.0,1125347.5,15.58,5.36,3326.5776
2022-06-17,702699.0,2164.0,7.0600000000000005,20613.0,180742.0,3517847.0,0.899,54.7,1815207650.0,1560932335.0,861881143.0,1669975.0,1128278.0,15.5,5.31,3335.2405
2022-06-24,667589.0,2182.0,7.13,21477.0,187244.0,247426.0,0.139,7.2,1817097733.0,1562280446.0,869218742.0,1587286.0,1131447.1,15.43,5.79,3344.6084
2022-07-01,753805.0,2631.0,7.5200000000000005,22891.0,204521.0,0.0,0.0,0.0,1820068436.0,1563574454.0,875827250.0,1602888.0,1135249.0,15.36,6.96,3355.847
2022-07-08,740861.0,2437.0,7.37,25881.0,224288.0,0.0,0.0,0.0,1822572350.0,1564683573.0,881214101.0,1289989.0,1138978.9,15.3,6.85,3366.8728
2022-07-15,854713.0,2898.0,7.87,28627.0,249914.0,0.0,0.0,0.0,1825265383.0,1565967895.0,888002409.0,1930914.0,1142556.1,15.24,6.54,3377.4473
2022-07-22,875317.0,2985.0,7.33,30707.0,267908.0,0.0,0.0,0.0,1828191613.0,1567551852.0,897181164.0,2176879.0,1146751.6,15.18,7.72,3389.8494
2022-07-29,898874.0,3091.0,7.3100000000000005,32729.0,276734.0,0.0,0.0,0.0,1830962799.0,1569364771.0,905751185.0,1871283.0,1152634.9,15.15,10.9,3407.2405
2022-08-05,910290.0,3241.0,6.76,32399.0,274132.0,0.0,0.0,0.0,1833404735.0,1570977879.0,912250006.0,1477427.0,1157596.4,15.11,9.21,3421.9067
2022-08-12,722273.0,3365.0,6.76,31760.0,266220.0,0.0,0.0,0.0,1835635971.0,1572461171.0,917431078.0,1306177.0,1162943.1,15.08,9.91,3437.7122
2022-08-19,658987.0,3329.0,6.35,30796.0,251995.0,0.0,0.0,0.0,1837681104.0,1573831662.0,921856988.0,1168048.0,1167530.4,15.03,8.48,3451.2722
2022-08-26,632050.0,3169.0,6.7,29365.0,237961.0,0.0,0.0,0.0,1839532120.0,1575085844.0,925628547.0,996502.0,1172156.5,14.99,8.59,3464.9473
2022-09-02,597175.0,3260.0,6.47,27751.0,224104.0,0.0,0.0,0.0,1841152636.0,1576210553.0,795799993.0,724891.0,1176756.4,14.94,8.56,3478.5447
2022-09-09,491019.0,2589.0,6.42,26363.0,212213.0,0.0,0.0,0.0,1842477419.0,1577195300.0,0.0,1685352.0,1180792.1,14.89,7.46,3490.4746
2022-09-16,414976.0,2914.0,6.23,24169.0,192293.0,0.0,0.0,0.0,1844787755.0,1579103355.0,0.0,3468946.0,1185183.0,14.84,8.08,3503.454
2022-09-23,375264.0,2659.0,6.42,22525.0,176250.0,0.0,0.0,0.0,1847474341.0,1581331105.0,0.0,3964351.0,1188863.9,14.79,6.74,3514.335
2022-09-30,339968.0,3136.0,6.3,20675.0,163740.0,0.0,0.0,0.0,1850331034.0,1583697960.0,0.0,4298343.0,1192944.8,14.74,7.46,3526.3982
2022-10-07,294138.0,2520.0,6.26,19590.0,155731.0,0.0,0.0,0.0,1853166116.0,1586030155.0,0.0,4475755.0,1196736.5,14.69,6.92,3537.607
2022-10-14,264902.0,2354.0,6.36,18589.0,151452.0,0.0,0.0,0.0,1856090241.0,1588395274.0,0.0,4629304.0,1200463.4,14.63,6.67,3548.6235
2022-10-21,196748.0,1639.0,6.76,18758.0,150411.0,0.0,0.0,0.0,1859076262.0,1590749595.0,0.0,4546481.0,1204492.5,14.58,7.24,3560.534
2022-10-28,448830.0,5302.0,7.140000000000001,18685.0,152926.0,0.0,0.0,0.0,1862058069.0,1593065559.0,0.0,4597850.0,1208220.4,14.53,6.62,3571.5537
2022-11-04,267304.0,2463.0,7.460000000000001,18190.0,153007.0,0.0,0.0,0.0,1864861642.0,1595215493.0,0.0,3863977.0,1211742.2,14.47,6.24,3581.9646
2022-11-11,282897.0,2290.0,7.33,18612.0,155771.0,0.0,0.0,0.0,1867472439.0,1597145253.0,0.0,3381220.0,1215854.4,14.42,7.24,3594.12
2022-11-18,274984.0,2202.0,7.69,19346.0,155394.0,0.0,0.0,0.0,1869828182.0,1598877280.0,0.0,3079187.0,1219630.5,14.37,6.61,3605.2825
2022-11-25,300171.0,2619.0,7.41,20314.0,162087.0,0.0,0.0,0.0,1871908435.0,1600391806.0,0.0,1894172.0,1223253.4,14.32,6.26,3615.992
2022-12-02,302599.0,1763.0,8.69,23552.0,199210.0,0.0,0.0,0.0,1873358859.0,1601461235.0,0.0,2244505.0,1229700.6,14.3,11.14,3635.0503
2022-12-09,462223.0,3035.0,8.56,25786.0,220592.0,0.0,0.0,0.0,1875111530.0,1602773044.0,0.0,2209083.0,1236834.9,14.28,12.23,3656.1394
2022-12-16,446014.0,2652.0,7.9799999999999995,28309.0,233182.0,0.0,0.0,0.0,1876855024.0,1604021815.0,0.0,2120277.0,1243972.8,14.27,12.0,3677.2393
2022-12-23,508009.0,3033.0,7.34,29717.0,244924.0,0.0,0.0,0.0,1878500245.0,1605161464.0,0.0,1629787.0,1250003.5,14.24,10.07,3695.0664
2022-12-30,392203.0,2480.0,6.57,31878.0,259730.0,0.0,0.0,0.0,1879664530.0,1605920237.0,0.0,1180327.0,1256654.2,14.21,10.97,3714.7263
2023-01-06,471714.0,2764.0,2.7,35867.0,294132.0,0.0,0.0,0.0,1880837806.0,1606681893.0,0.0,1129082.0,1264805.4,14.21,13.33,3720.0532
